,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
type,1.264440862985947E-7,5.59813889168231E-4,2.714890269249148E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,4.591750394835451E-4,0.0018768666916836913,3.1702354656348695E-4,3.0088666882687864E-4,3.8928167409805384E-7,1.8685183434314294E-7,0.00337049684181792,0.0015639344884408966,3.708051737704286E-7,0.0022747114484648304
nightmar,1.264440862985947E-7,9.328676706686069E-8,5.434123494337925E-5,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.3676853757760485E-5,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,3.7389052052062897E-4,0.0016854590506328584,3.1287030196727755E-4,3.708051737704286E-7,1.8954349208106246E-7
tax,1.2657053038489326E-4,9.328676706686069E-8,2.714890269249148E-4,1.901996221113908E-7,5.485653033999349E-4,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0088666882687864E-4,3.8928167409805384E-7,1.8703868617748605E-4,4.212594477962655E-7,6.256363485856824E-4,7.419811527146276E-4,1.8954349208106246E-7
bare,1.2657053038489326E-4,9.329609574356736E-4,5.97210714897218E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,7.923212175732125E-4,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,8.429401550403272E-4,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
oversatur,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,0.001267618888582938,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
ideal,2.5301461668348794E-4,1.866668209007882E-4,5.434123494337925E-5,3.8058944384489294E-4,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
tool,1.264440862985947E-7,6.531006562350916E-4,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5859098956024506E-4,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.216807072440617E-4,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
exclus,5.059027892806773E-4,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,3.1287030196727755E-4,3.708051737704286E-7,1.8954349208106246E-7
combo,1.264440862985947E-7,9.328676706686069E-8,2.172020789295309E-4,1.901996221113908E-7,1.8279416974339722E-7,5.930087020717166E-4,1.5300734404649956E-7,5.3676853757760485E-5,1.5843255700324187E-7,3.0088666882687864E-4,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
column,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,2.1454654533946028E-4,1.5843255700324187E-7,3.0058608274413453E-7,7.789526298702058E-4,1.8685183434314294E-7,4.212594477962655E-7,1.0435960422167437E-4,3.708051737704286E-7,1.8954349208106246E-7
afternoon,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,2.1454654533946028E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,3.1287030196727755E-4,3.708051737704286E-7,1.8954349208106246E-7
scheme,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9780130315687715E-4,1.5300734404649956E-7,2.6816977586669355E-4,1.5859098956024506E-4,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
bezel,0.003414116774148355,9.338005383392753E-5,0.0024972538947356537,0.003233583775515755,1.8297696391314058E-4,7.906124015291365E-4,1.5300734404649956E-7,3.217930063939268E-4,0.0015844840025894217,3.0058608274413453E-7,3.8928167409805384E-7,5.60742354863772E-4,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8973303557314348E-4
oper,1.264440862985947E-7,9.328676706686069E-8,9.229324028695214E-4,1.901996221113908E-7,1.8279416974339722E-7,5.930087020717166E-4,4.591750394835451E-4,0.0010725182337751925,1.5843255700324187E-7,3.0088666882687864E-4,3.8928167409805384E-7,1.8685183434314294E-7,4.216807072440617E-4,5.213809997128807E-4,3.708051737704286E-7,0.002085167956383768
flip,1.264440862985947E-7,4.665271221013703E-4,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,7.923212175732125E-4,6.014727515710131E-4,7.789526298702058E-4,1.8703868617748605E-4,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8973303557314348E-4
avoid,1.264440862985947E-7,1.866668209007882E-4,3.8006292291568254E-4,1.901996221113908E-7,5.485653033999349E-4,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,0.0012641996028365926,8.341470463312854E-4,3.708051737704286E-7,1.8954349208106246E-7
count,1.264440862985947E-7,9.328676706686069E-8,1.0862818293876313E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,2.1454654533946028E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8703868617748605E-4,4.212594477962655E-7,4.1712565084007917E-4,3.708051737704286E-7,1.8954349208106246E-7
fill,7.587909618778667E-4,9.328676706686069E-8,3.2577597492029867E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,2.6816977586669355E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,3.7389052052062897E-4,4.216807072440617E-4,2.0861495309447596E-4,3.708051737704286E-7,1.8954349208106246E-7
hate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.495734837132915E-4,3.30644691018548E-4,3.892816740980539E-5,0.0011397961894931718,4.212594477962655E-5,1.1468088376008175E-4,0.004115937428851757,1.8954349208106247E-5
guid,1.2657053038489326E-4,6.531006562350916E-4,5.428694799538388E-8,7.609886880676747E-4,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,0.002734838380119423,1.5843255700324187E-7,3.0058608274413453E-7,0.004671769370850744,9.344460235500579E-4,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
wast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7427581270356606E-4,3.30644691018548E-4,3.892816740980539E-5,7.66092520806886E-4,0.00341220152714975,0.0013657450702337008,0.0022619115599996145,5.875848254512936E-4
worthless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5843255700324186E-5,3.0058608274413456E-5,3.892816740980539E-5,3.923888521206002E-4,4.212594477962655E-5,1.042553488728016E-5,3.7080517377042864E-5,5.875848254512936E-4
consumpt,1.264440862985947E-7,9.328676706686069E-8,3.8006292291568254E-4,5.707890659562838E-4,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
sync,1.264440862985947E-7,3.732403550345096E-4,1.0862818293876313E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.89909159030093E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8703868617748605E-4,4.212594477962655E-7,1.0425534887280159E-7,3.71175978944199E-4,1.8954349208106246E-7
bed,1.264440862985947E-7,9.328676706686069E-8,1.62915130934147E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,4.591750394835451E-4,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,0.0011212978578932008,4.212594477962655E-7,2.0861495309447596E-4,3.708051737704286E-7,1.8954349208106246E-7
stylish,1.264440862985947E-7,9.338005383392753E-5,5.429237669018341E-4,1.901996221113908E-7,3.657711336565378E-4,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
stereo,0.0018967877385652186,9.329609574356736E-4,5.434123494337925E-5,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5316035139054603E-4,5.362323052723326E-8,1.5843255700324187E-7,3.0088666882687864E-4,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0435960422167437E-4,3.708051737704286E-7,7.583635118163309E-4
increas,3.794587029820826E-4,9.338005383392753E-5,3.2577597492029867E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,0.0018543966740259136,1.8973303557314348E-4
usabl,6.323468755792721E-4,2.799535879676489E-4,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,7.583635118163309E-4
hand,0.001011679134475056,9.328676706686069E-8,9.229324028695214E-4,1.901996221113908E-7,7.313594731433322E-4,1.9760369945741976E-7,1.5316035139054603E-4,0.0010725182337751925,1.5843255700324187E-7,0.0015032309998034169,3.8928167409805384E-7,0.0016818533609226295,4.212594477962655E-7,5.213809997128807E-4,3.708051737704286E-7,3.792765276542059E-4
thx,1.264440862985947E-7,7.463874233019522E-4,5.428694799538388E-8,1.9038982173350216E-4,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
function,0.0018967877385652186,0.0010262477245025342,0.0011943671428464408,0.005135579996629663,0.0010969478126301266,1.9760369945741976E-7,0.0032133072323205373,0.004558028218045355,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,5.60742354863772E-4,0.0012641996028365926,0.0012511684418224918,3.708051737704286E-7,0.0022747114484648304
afford,1.264440862985947E-7,9.328676706686069E-8,7.057846108879858E-4,7.609886880676747E-4,9.141536428867294E-4,0.003161856795018174,1.5300734404649956E-7,1.60923314812227E-4,1.5859098956024506E-4,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,2.0861495309447596E-4,3.708051737704286E-7,1.8954349208106246E-7
fortun,1.3908849492845414E-4,4.7576251204098943E-4,1.6828953878569001E-4,7.798184506567022E-4,1.8279416974339723E-5,1.9760369945741976E-5,6.27330110590648E-4,1.1260878410718985E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tvs,0.0020232318248638134,8.396741903688129E-4,0.005320175190495616,1.901996221113908E-7,1.8297696391314058E-4,0.0013834234999013958,0.0016832337918555413,0.0013406343864113587,0.003644107243631566,3.0058608274413453E-7,3.8928167409805384E-7,0.0022424088639520583,0.011374426349946965,0.0031277647215329205,3.708051737704286E-7,5.688200197352684E-4
solv,1.264440862985947E-7,1.866668209007882E-4,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.3676853757760485E-5,6.338886605699707E-4,6.014727515710131E-4,3.8928167409805384E-7,5.60742354863772E-4,4.212594477962655E-7,5.213809997128807E-4,3.708051737704286E-7,7.583635118163309E-4
crystal,0.0012645673070722453,9.328676706686069E-8,5.428694799538388E-8,0.003994382263961318,1.8279416974339722E-7,1.9760369945741976E-7,3.0616769543704555E-4,2.6816977586669355E-4,7.923212175732125E-4,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0435960422167437E-4,3.708051737704286E-7,3.792765276542059E-4
night,7.587909618778667E-4,9.328676706686069E-8,4.886368189064502E-4,1.901996221113908E-7,1.8279416974339722E-7,0.0017786308988162352,1.5300734404649956E-7,6.435323895573263E-4,0.0038025398006348078,0.002104403165291686,3.8928167409805384E-7,1.8703868617748605E-4,4.216807072440617E-4,0.0012511684418224918,0.0011127863264850562,1.8954349208106246E-7
crash,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,3.954050026142969E-4,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8703868617748605E-4,4.212594477962655E-7,2.0861495309447596E-4,3.708051737704286E-7,0.0013269939880595184
sat,1.264440862985947E-7,6.531006562350916E-4,1.62915130934147E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
front,0.0011381232207736507,1.866668209007882E-4,0.001085793246855673,1.9038982173350216E-4,1.8279416974339722E-7,3.954050026142969E-4,0.0010712044156695434,6.435323895573263E-4,1.5843255700324187E-7,0.004208505744500627,7.789526298702058E-4,0.0022424088639520583,4.212594477962655E-7,4.1712565084007917E-4,3.708051737704286E-7,3.792765276542059E-4
blueray,1.264440862985947E-7,9.328676706686069E-8,4.886368189064502E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,3.217930063939268E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
second,0.001011679134475056,0.0017725418610374198,0.001520088830818744,5.707890659562838E-4,0.0010969478126301266,0.0013834234999013958,0.0012242117597160427,0.0023594757664287904,0.002693511901612115,0.010220227399383318,0.007786022763635175,1.8685183434314294E-7,0.002527977946225389,0.002919254023787317,0.001483591500255485,0.0030328854167890806
slide,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,1.0730008428499374E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,0.0016818533609226295,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
clearer,7.587909618778667E-4,2.799535879676489E-4,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8973303557314348E-4
blank,1.264440862985947E-7,9.338005383392753E-5,1.0862818293876313E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9780130315687715E-4,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,9.020588343151476E-4,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,7.419811527146276E-4,1.8954349208106246E-7
gimmick,1.264440862985947E-7,9.328676706686069E-8,5.429237669018341E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,1.60923314812227E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
insan,1.264440862985947E-7,9.328676706686069E-8,1.0862818293876313E-4,1.901996221113908E-7,0.0010969478126301266,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
sold,1.264440862985947E-7,9.328676706686069E-8,4.886368189064502E-4,1.901996221113908E-7,1.8279416974339722E-7,9.882161009865562E-4,6.121823835300447E-4,5.362323052723326E-8,1.5843255700324187E-7,3.0058608274413453E-7,3.8967095577215185E-4,1.8685183434314294E-7,4.212594477962655E-7,6.256363485856824E-4,3.71175978944199E-4,7.583635118163309E-4
pattern,1.264440862985947E-7,8.396741903688129E-4,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,1.5300734404649956E-7,5.362323052723326E-8,0.0019013491165959053,3.0058608274413453E-7,3.8928167409805384E-7,3.7389052052062897E-4,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
dislik,1.264440862985947E-7,9.328676706686069E-8,5.428694799538388E-8,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,3.0616769543704555E-4,2.1454654533946028E-4,4.754561035667288E-4,3.0058608274413453E-7,3.8928167409805384E-7,1.8703868617748605E-4,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8973303557314348E-4
skeptic,1.264440862985947E-7,9.328676706686069E-8,3.2577597492029867E-4,1.901996221113908E-7,1.8279416974339722E-7,1.9760369945741976E-7,3.0616769543704555E-4,5.362323052723326E-8,1.5843255700324187E-7,0.002104403165291686,3.8928167409805384E-7,3.7389052052062897E-4,4.212594477962655E-7,1.0425534887280159E-7,3.708051737704286E-7,1.8954349208106246E-7
charg,1.264440862985947E-7,9.338005383392753E-5,5.428694799538388E-8,3.8058944384489294E-4,1.8279416974339722E-7,9.882161009865562E-4,1.5300734404649956E-7,3.217930063939268E-4,1.5843255700324187E-7,3.0058608274413453E-7,3.8928167409805384E-7,1.8685183434314294E-7,4.212594477962655E-7,8.341470463312854E-4,3.708051737704286E-7,3.792765276542059E-4
