,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
ignor,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,2.9807326751184177E-4,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,1.8646913583929338E-4,2.3954195745064116E-7,1.794805617167244E-7,2.7865756162372645E-7,9.178397337438991E-4,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,1.0202172368966868E-7,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
natur,3.658134190604887E-7,1.9917803209714152E-7,7.481397454754557E-4,4.6218537885797693E-7,2.9807326751184177E-4,3.11098154731085E-4,3.454542568178037E-4,3.2855461596236604E-7,0.001165187419424687,2.3954195745064116E-7,1.794805617167244E-7,2.7865756162372645E-7,3.0584462970473147E-7,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,4.398387580113488E-4,6.090749734747849E-7,6.333788099318864E-7,3.101150802674487E-4,0.0042656063188691775,4.3766855710305435E-7,1.0202172368966868E-7,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
yellow,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,4.967059948539273E-8,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,3.72891666046035E-4,2.3954195745064116E-7,1.796600422784411E-4,2.7865756162372645E-7,3.0584462970473147E-7,6.264730879428025E-4,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,1.0202172368966868E-7,7.771010091433705E-7,2.496985407727035E-4,6.031967012378803E-7
compress,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,1.9873206854105632E-4,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,1.8646913583929338E-4,2.3954195745064116E-7,1.794805617167244E-7,2.7865756162372645E-7,3.0584462970473147E-7,0.002504014810049104,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,1.0202172368966868E-7,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
dedic,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,7.947792623657691E-4,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,1.3986350328760793E-4,2.3954195745064116E-7,3.591406039951655E-4,2.7865756162372645E-7,3.0584462970473147E-7,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,0.0044342850483331375,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,3.061671927926957E-4,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
lose,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,2.9807326751184177E-4,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,3.72891666046035E-4,2.3954195745064116E-7,1.794805617167244E-7,0.0011149089040565297,3.0584462970473147E-7,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,0.0013186374753167412,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,8.162758112410391E-4,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
integr,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,5.960968644241981E-4,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,2.330747683909788E-4,0.001677033244111939,8.975822891453387E-4,2.7865756162372645E-7,3.0584462970473147E-7,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,1.0202172368966868E-7,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
indic,3.661792324795492E-4,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,2.4840266802644904E-4,6.218855220948063E-4,3.4510914767013364E-7,3.2855461596236604E-7,9.325787073592251E-5,2.3954195745064116E-7,1.794805617167244E-7,2.7865756162372645E-7,3.0584462970473147E-7,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,8.792381166640449E-4,6.090749734747849E-7,6.333788099318864E-7,9.297256302523612E-4,7.115267330758283E-4,4.3766855710305435E-7,0.0014284061533790511,7.771010091433705E-7,0.0012474949074967935,6.031967012378803E-7
method,3.658134190604887E-7,1.9917803209714152E-7,3.738829312720918E-7,4.6218537885797693E-7,1.4906146905566356E-4,3.107873673637213E-7,3.4510914767013364E-7,3.2855461596236604E-7,3.262860334943496E-4,2.3954195745064116E-7,3.591406039951655E-4,2.7865756162372645E-7,3.0584462970473147E-7,6.264730879428025E-4,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,1.0202172368966868E-7,7.771010091433705E-7,2.4944909168102247E-7,6.031967012378803E-7
bulb,3.658134190604887E-7,5.977332743235217E-4,3.738829312720918E-7,4.6218537885797693E-7,4.967059948539273E-8,3.11098154731085E-4,3.4510914767013364E-7,3.2855461596236604E-7,1.8646913583929338E-4,2.3954195745064116E-7,1.794805617167244E-7,2.7865756162372645E-7,3.0584462970473147E-7,6.258472407021005E-7,2.799682180078918E-7,7.899930006620141E-7,4.3939935865269614E-7,6.090749734747849E-7,6.333788099318864E-7,3.098052749924563E-7,7.108159171586698E-7,4.3766855710305435E-7,1.0202172368966868E-7,0.001554979119295884,2.4944909168102247E-7,6.031967012378803E-7
