,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
meet,4.984551128224017E-5,9.26178995760786E-8,1.2764211413961155E-4,1.5503758188503686E-7,7.782458404889742E-4,1.3287184284875106E-7,1.6903173046741163E-7,0.0022057841731549905,3.8653245177650123E-8,1.0342993717018789E-4,1.5772748759512743E-7,9.781817537996736E-8,9.401987523750595E-8,0.0018679622254037635,6.128749071918061E-4,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,2.109593820915315E-7,3.024130536016367E-4,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,1.978533309300749E-7,1.7414779470552392E-7
photograph,4.97957155666735E-8,9.26178995760786E-8,3.40308082382883E-4,1.5519261946692186E-4,1.9451283191426498E-7,1.3287184284875106E-7,1.6903173046741163E-7,1.6966265465387208E-7,3.8653245177650123E-8,1.0332661055962829E-7,1.5772748759512743E-7,9.781817537996736E-8,9.401987523750595E-8,3.735177415324462E-7,1.5318043169002899E-7,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4383735946220632E-4,2.109593820915315E-7,7.56599516758906E-5,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,5.937578461211547E-4,1.7414779470552392E-7
faint,4.97957155666735E-8,9.26178995760786E-8,4.2533193648654304E-8,1.5503758188503686E-7,1.9451283191426498E-7,1.3287184284875106E-7,1.6903173046741163E-7,1.6966265465387208E-7,3.8653245177650123E-8,1.0332661055962829E-7,1.5772748759512743E-7,9.781817537996736E-8,9.401987523750595E-8,3.735177415324462E-7,1.5318043169002899E-7,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,0.0011496930200370758,2.109593820915315E-7,7.558436730858202E-8,2.1614039754718435E-4,3.1643076225955614E-7,4.3304121816226837E-7,1.978533309300749E-7,1.7414779470552392E-7
descript,4.97957155666735E-8,9.271051747565468E-5,1.2764211413961155E-4,1.5503758188503686E-7,1.947073447461792E-4,1.3287184284875106E-7,1.6903173046741163E-7,1.6966265465387208E-7,4.25224350199329E-4,1.0332661055962829E-7,1.5772748759512743E-7,8.804613965950861E-4,2.8215364558775534E-4,3.735177415324462E-7,1.5318043169002899E-7,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,2.109593820915315E-7,3.024130536016367E-4,4.320648706212946E-4,3.1643076225955614E-7,4.3304121816226837E-7,1.9805118426100492E-4,1.7414779470552392E-7
action,0.0013943298315824248,1.8532841705173327E-4,2.1270850143692018E-4,3.102302013519587E-4,5.837330085747091E-4,3.987484003891019E-4,5.072642231327022E-4,1.6966265465387208E-7,1.9330487913342826E-4,1.0342993717018789E-4,1.5772748759512743E-7,9.781817537996736E-8,7.522530217752851E-4,3.735177415324462E-7,1.5318043169002899E-7,1.7014763199585386E-7,4.138646306734116E-7,3.5991024176548016E-4,1.4369366579640994E-7,0.0027426829265720007,7.56599516758906E-5,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,1.978533309300749E-7,1.7432194250022943E-4
stuff,5.975983825156487E-4,1.8532841705173327E-4,8.93239599815389E-4,3.102302013519587E-4,1.9451283191426498E-7,3.987484003891019E-4,6.76295953600114E-4,0.0010181455905778863,0.001352902234462932,3.1008315828944444E-4,1.5772748759512743E-7,4.891886950752168E-4,9.401987523750595E-8,0.004482586416130887,0.0015319574973319799,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,2.109593820915315E-7,3.024130536016367E-4,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,1.9805118426100492E-4,5.226175319112772E-4
zone,0.0013943298315824248,9.26178995760786E-8,4.2533193648654304E-8,3.102302013519587E-4,1.9451283191426498E-7,5.31620243237853E-4,1.6903173046741163E-7,1.6966265465387208E-7,3.8653245177650123E-8,1.0332661055962829E-7,1.5772748759512743E-7,9.781817537996736E-8,9.401987523750595E-8,3.735177415324462E-7,1.5318043169002899E-7,0.001191203571602973,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,2.109593820915315E-7,1.5124431898447263E-4,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,1.978533309300749E-7,1.7414779470552392E-7
age,4.97957155666735E-8,9.26178995760786E-8,4.2533193648654304E-8,1.5503758188503686E-7,3.8922017666044416E-4,1.3287184284875106E-7,1.6903173046741163E-7,1.6966265465387208E-7,3.8653245177650123E-8,3.1008315828944444E-4,1.5772748759512743E-7,9.781817537996736E-8,4.7019339606276726E-4,3.735177415324462E-7,1.5318043169002899E-7,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,4.221297235651545E-4,5.291661555273828E-4,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,1.978533309300749E-7,1.7414779470552392E-7
wave,2.490283735489342E-4,9.26178995760786E-8,4.2533193648654304E-8,1.5503758188503686E-7,1.9451283191426498E-7,1.3287184284875106E-7,1.6903173046741163E-7,1.6966265465387208E-7,1.9330487913342826E-4,2.0675654772981617E-4,1.5772748759512743E-7,9.781817537996736E-8,9.401987523750595E-8,3.735177415324462E-7,3.06514043811748E-4,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,2.109593820915315E-7,7.558436730858202E-8,2.1592447307411026E-7,3.1643076225955614E-7,4.3304121816226837E-7,1.978533309300749E-7,1.7414779470552392E-7
identifi,4.97957155666735E-8,9.26178995760786E-8,1.7017530778826588E-4,1.5503758188503686E-7,1.9451283191426498E-7,1.3287184284875106E-7,1.6903173046741163E-7,1.6966265465387208E-7,2.319581243110784E-4,1.0332661055962829E-7,1.5772748759512743E-7,2.9355234431528205E-4,9.411389511274345E-5,3.735177415324462E-7,1.5318043169002899E-7,1.7014763199585386E-7,4.138646306734116E-7,3.595506910744058E-7,1.4369366579640994E-7,2.109593820915315E-7,0.0021164378690076056,2.1592447307411026E-7,3.167471930218157E-4,4.3304121816226837E-7,1.978533309300749E-7,1.7414779470552392E-7
