,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
hockey,4.344144122388638E-4,7.000326005182061E-8,3.201802517574798E-4,7.10123931538656E-8,4.132598361104793E-5,5.106457120134868E-8,1.0357116589093536E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,7.53776197679535E-4,1.244052031729796E-7,6.166273946956109E-8
fall,6.08145430930671E-4,7.001026037782578E-4,4.002153103145302E-4,7.10123931538656E-8,4.12846989121358E-8,1.5324477817524738E-4,5.175970309392073E-8,1.1284072114699433E-7,4.1688030983684987E-4,5.785340167784504E-4,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,3.7695090305553815E-4,1.244052031729796E-7,2.467126206177139E-4
cours,1.7381788420115304E-4,2.1007978341551365E-4,4.802503688715805E-4,4.261453713163475E-4,9.083046607658998E-4,3.064384917792934E-4,7.764473061119048E-4,1.1284072114699433E-7,1.6680213956879353E-4,1.9278041212210943E-7,7.695342154222658E-4,4.987740111532319E-4,4.3169201913424715E-4,1.2560843154133227E-7,2.489348115491321E-4,9.250027547828858E-4
english,8.686550934590358E-8,7.000326005182061E-8,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,1.108817682832593E-4,2.1573814049687517E-7,2.513424715142059E-4,1.244052031729796E-7,5.550263179655193E-4
link,8.686550934590358E-8,7.000326005182061E-8,4.802503688715805E-4,7.10123931538656E-8,4.12846989121358E-8,1.021802069738987E-4,6.211681968301426E-4,2.2579428301513563E-4,5.002396999262019E-4,1.9278041212210943E-7,1.9233546998806945E-7,0.00149621120710459,2.1573814049687517E-7,1.2560843154133227E-7,7.465556242410505E-4,7.400145363742025E-4
addit,5.212799215847674E-4,9.101123839337197E-4,2.801627224789547E-4,0.0011362693028550035,7.018811662052208E-4,4.596322053833394E-4,0.0013458040401450328,2.2579428301513563E-4,7.503178701942581E-4,0.0013496556652668882,1.9233546998806945E-7,4.433608336003786E-4,2.1573814049687517E-7,1.2560843154133227E-7,8.709608274140301E-4,4.933635784959582E-4
cash,8.686550934590358E-8,7.000326005182061E-8,4.0017529278525166E-8,7.10123931538656E-8,4.132598361104793E-5,3.064384917792934E-4,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,2.467126206177139E-4
trip,8.686550934590358E-8,2.1007978341551365E-4,4.0017529278525166E-8,1.4209579870088507E-4,1.2389538143531953E-4,5.106457120134868E-8,1.0357116589093536E-4,3.3863500416212995E-4,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.172440220903064E-5
upcom,8.686550934590358E-8,7.000326005182061E-8,2.4014519320042954E-4,7.10123931538656E-8,4.12846989121358E-8,5.1115635772550025E-5,1.0357116589093536E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,4.977452178950914E-4,6.166273946956109E-8
unabl,8.686550934590358E-8,4.200895635709755E-4,1.2009260536485402E-4,7.10123931538656E-8,2.8903417708386274E-4,5.106457120134868E-8,5.181146279701464E-5,1.129535618681413E-4,4.1688030983684987E-4,3.8575360465634097E-4,1.9233546998806945E-7,5.541871887060851E-4,2.1573814049687517E-7,1.2560843154133227E-7,1.2452960837615256E-4,9.250027547828858E-4
bracket,8.686550934590358E-8,0.0018201547646073876,4.0017529278525166E-8,7.10123931538656E-8,2.0646477925959116E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,3.7695090305553815E-4,2.489348115491321E-4,1.233871416785917E-4
cold,8.695237485524947E-5,2.8008304346733426E-4,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,1.0357116589093536E-4,1.1284072114699433E-7,8.344274947944145E-5,5.785340167784504E-4,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
movement,1.7381788420115304E-4,7.000326005182061E-8,4.002153103145302E-4,7.10123931538656E-8,2.0646477925959116E-4,5.106457120134868E-8,1.553308689848561E-4,1.1284072114699433E-7,9.170366503729624E-4,3.8575360465634097E-4,1.9233546998806945E-7,5.546859073040608E-5,2.1573814049687517E-7,0.001256209923844864,1.244052031729796E-7,6.166273946956109E-8
offer,7.818764496224781E-4,0.0011201221640891816,0.0021209690692911122,7.10123931538656E-8,2.0646477925959116E-4,0.0018383756278197536,9.834861184875878E-4,5.643164464561186E-4,8.33593900893521E-8,1.9278041212210943E-7,1.925278054580575E-4,5.541871887060851E-4,0.0010789064406248727,2.513424715142059E-4,3.733400147221117E-4,0.0030831986362175236
complic,8.686550934590358E-8,7.000326005182061E-8,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,1.021802069738987E-4,1.553308689848561E-4,1.129535618681413E-4,8.344274947944145E-5,1.9278041212210943E-7,1.9233546998806945E-7,3.325344784946722E-4,2.1573814049687517E-7,2.513424715142059E-4,1.244052031729796E-7,6.166273946956109E-8
screwdriv,8.686550934590358E-8,0.0011201221640891816,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.344274947944145E-5,1.9278041212210943E-7,5.771987454341964E-4,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
240hz,1.7381788420115304E-4,7.000326005182061E-8,0.0013206184837206089,7.10123931538656E-8,1.2389538143531953E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,1.6680213956879353E-4,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,1.233871416785917E-4
card,0.001216203996351996,2.8008304346733426E-4,0.0012405834251635588,4.261453713163475E-4,0.0012385822520629862,4.0856763418199076E-4,1.553308689848561E-4,0.0015798829367790674,0.01583836747636699,1.9297319253423152E-4,9.618696854103353E-4,5.541871887060851E-4,8.631683001279975E-4,6.281677661382028E-4,0.0022394180623168058,0.0012333164521306913
huluplus,8.695237485524947E-5,7.000326005182061E-8,4.0017529278525166E-8,7.108340554701945E-5,4.12846989121358E-8,5.106457120134868E-8,5.694084937362219E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9297319253423152E-4,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
shock,8.686550934590358E-8,7.000326005182061E-8,2.801627224789547E-4,7.10123931538656E-8,1.6518008034745535E-4,5.1115635772550025E-5,2.588502751726976E-4,1.1284072114699433E-7,8.33593900893521E-8,5.785340167784504E-4,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,1.850498811481528E-4
120hz,6.08145430930671E-4,3.500863035191549E-4,0.004401968238167047,3.551329781624819E-4,6.60596467293085E-4,0.0014298590582089645,2.588502751726976E-4,0.0015798829367790674,0.0044181310341257505,1.9278041212210943E-7,3.8486327544612694E-4,3.8794765604752547E-4,0.0025890734241029987,0.0015074267869275286,2.489348115491321E-4,3.08375360087275E-4
discount,8.686550934590358E-8,7.000326005182061E-8,2.4014519320042954E-4,7.10123931538656E-8,4.12846989121358E-8,5.617613477860368E-4,5.181146279701464E-5,1.129535618681413E-4,3.3352091974749775E-4,1.9278041212210943E-7,1.9233546998806945E-7,1.6629494583611252E-4,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,5.550263179655193E-4
35mm,8.686550934590358E-8,7.007326331187242E-5,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,1.108817682832593E-4,2.15953878637372E-4,1.2560843154133227E-7,0.0013685816401059485,6.166273946956109E-8
felt,8.686550934590358E-8,7.000326005182061E-8,5.202678981501057E-4,7.10123931538656E-8,3.716035749081343E-4,5.106457120134868E-8,1.553308689848561E-4,7.899978887501073E-4,1.6680213956879353E-4,1.9278041212210943E-7,1.9233546998806945E-7,5.546859073040608E-5,2.1573814049687517E-7,1.257340399728736E-4,1.244052031729796E-7,3.700380995568361E-4
spoil,8.686550934590358E-8,7.007326331187242E-5,4.0017529278525166E-8,1.4209579870088507E-4,1.6518008034745535E-4,5.106457120134868E-8,5.181146279701464E-5,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,3.8486327544612694E-4,5.541317755285323E-8,0.001294644581121748,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
closer,8.686550934590358E-8,7.000326005182061E-8,2.0012766392190438E-4,1.4209579870088507E-4,4.128882738202701E-4,1.021802069738987E-4,1.0357116589093536E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,9.618696854103353E-4,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
hous,3.4754890289296025E-4,0.0015401417244001053,0.0014406710715561845,5.681701576240786E-4,4.954576716445417E-4,0.002246892197430543,0.0012940443370511121,9.028386098971016E-4,8.33593900893521E-8,1.9278041212210943E-7,3.8486327544612694E-4,0.001994929805080269,0.0010789064406248727,1.2560843154133227E-7,2.489348115491321E-4,0.002651559459930596
bang,8.686550934590358E-8,5.600960836746167E-4,1.601101346433792E-4,7.10123931538656E-8,1.6518008034745535E-4,0.0015830527718130104,4.141293844544597E-4,1.1284072114699433E-7,8.33593900893521E-8,3.8575360465634097E-4,1.9233546998806945E-7,5.541317755285323E-8,2.15953878637372E-4,1.2560843154133227E-7,1.244052031729796E-7,1.850498811481528E-4
stabl,8.686550934590358E-8,0.0013301319442446434,1.2009260536485402E-4,7.10123931538656E-8,2.0646477925959116E-4,5.106457120134868E-8,5.175970309392073E-8,1.129535618681413E-4,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,4.987740111532319E-4,2.1573814049687517E-7,1.2560843154133227E-7,1.2452960837615256E-4,6.166273946956109E-8
news,8.686550934590358E-8,7.000326005182061E-8,5.202678981501057E-4,5.681701576240786E-4,3.716035749081343E-4,5.106457120134868E-8,8.282070092058256E-4,1.1284072114699433E-7,8.344274947944145E-5,1.9278041212210943E-7,1.9233546998806945E-7,1.6629494583611252E-4,0.0019418590026123732,1.2560843154133227E-7,2.489348115491321E-4,6.166273946956109E-8
convinc,2.6068339354705665E-4,7.000326005182061E-8,1.601101346433792E-4,7.10123931538656E-8,2.4774947817172695E-4,2.0430934937659608E-4,5.181146279701464E-5,1.1284072114699433E-7,1.6680213956879353E-4,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,1.233871416785917E-4
amazoncom,8.686550934590358E-8,7.000326005182061E-8,8.007507608632886E-5,7.10123931538656E-8,4.12846989121358E-8,5.106967765846881E-4,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.783517969046414E-4
incorrect,8.686550934590358E-8,4.200895635709755E-4,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,5.835990900155541E-4,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,2.467126206177139E-4
commerci,8.686550934590358E-8,7.000326005182061E-8,4.005754680780369E-5,3.551329781624819E-4,2.0646477925959116E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.546859073040608E-5,2.15953878637372E-4,8.793846292208673E-4,1.244052031729796E-7,1.233871416785917E-4
confid,8.686550934590358E-8,2.1007978341551365E-4,2.4014519320042954E-4,7.10123931538656E-8,2.0646477925959116E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,8.631683001279975E-4,1.2560843154133227E-7,3.733400147221117E-4,6.166273946956109E-8
grey,4.344144122388638E-4,7.000326005182061E-8,4.005754680780369E-5,7.10123931538656E-8,4.954576716445417E-4,5.106457120134868E-8,1.0357116589093536E-4,1.1284072114699433E-7,8.33593900893521E-8,5.785340167784504E-4,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,0.0013818183553861963,1.2452960837615256E-4,6.166273946956109E-8
gather,8.695237485524947E-5,7.007326331187242E-5,1.601101346433792E-4,7.10123931538656E-8,8.261068252318373E-5,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,1.233871416785917E-4
intel,8.686550934590358E-8,7.000326005182061E-8,4.005754680780369E-5,7.10123931538656E-8,1.2389538143531953E-4,5.106457120134868E-8,5.175970309392073E-8,1.129535618681413E-4,0.002334146281891948,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
ball,8.695237485524947E-5,7.000326005182061E-8,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,2.0709057207877684E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,4.3169201913424715E-4,6.281677661382028E-4,1.244052031729796E-7,3.08375360087275E-4
secondari,8.686550934590358E-8,7.000326005182061E-8,8.007507608632886E-5,7.10123931538656E-8,4.12846989121358E-8,7.149550613900829E-4,1.0357116589093536E-4,1.1284072114699433E-7,6.669584801049061E-4,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
type,8.686550934590358E-8,7.701058638300785E-4,7.203555445427315E-4,7.812073370856755E-4,6.60596467293085E-4,2.0430934937659608E-4,0.0017081219618024779,5.643164464561186E-4,0.0012504742107303708,9.640948410226693E-4,3.8486327544612694E-4,9.420794315760578E-4,0.0023733352836061232,1.2560843154133227E-7,8.709608274140301E-4,5.550263179655193E-4
exercis,8.686550934590358E-8,2.1007978341551365E-4,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.1115635772550025E-5,1.0357116589093536E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,2.77121300941819E-4,2.1573814049687517E-7,1.2560843154133227E-7,2.489348115491321E-4,6.166273946956109E-8
fiddl,5.212799215847674E-4,7.000326005182061E-8,1.2009260536485402E-4,1.4209579870088507E-4,1.6518008034745535E-4,1.021802069738987E-4,5.175970309392073E-8,1.1284072114699433E-7,3.3352091974749775E-4,1.9297319253423152E-4,1.9233546998806945E-7,1.6629494583611252E-4,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
oper,2.6068339354705665E-4,0.001260128684192823,4.005754680780369E-5,6.391825507779443E-4,1.2389538143531953E-4,3.5750306298064214E-4,9.317264153936671E-4,1.1284072114699433E-7,9.170366503729624E-4,1.9278041212210943E-7,9.618696854103353E-4,0.0013853848519988837,2.1573814049687517E-7,1.257340399728736E-4,1.2452960837615256E-4,3.08375360087275E-4
advic,8.686550934590358E-8,1.4007652336369303E-4,2.801627224789547E-4,7.10123931538656E-8,1.2389538143531953E-4,1.021802069738987E-4,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,4.933635784959582E-4
enabl,5.212799215847674E-4,7.000326005182061E-8,1.601101346433792E-4,7.108340554701945E-5,1.2389538143531953E-4,5.106457120134868E-8,6.211681968301426E-4,1.1284072114699433E-7,7.503178701942581E-4,1.9278041212210943E-7,1.9233546998806945E-7,7.204267213646448E-4,2.1573814049687517E-7,1.2560843154133227E-7,8.709608274140301E-4,1.233871416785917E-4
aquo,5.212799215847674E-4,2.8008304346733426E-4,6.00302956707156E-4,1.4209579870088507E-4,4.12846989121358E-8,2.5537392057794475E-4,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9297319253423152E-4,1.9233546998806945E-7,5.546859073040608E-5,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.172440220903064E-5
oversatur,5.212799215847674E-4,7.007326331187242E-5,4.0017529278525166E-8,7.10123931538656E-8,2.0646477925959116E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.925278054580575E-4,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
roll,8.686550934590358E-8,1.4007652336369303E-4,8.007507608632886E-5,7.10123931538656E-8,2.8903417708386274E-4,5.106457120134868E-8,1.0357116589093536E-4,1.129535618681413E-4,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,3.08375360087275E-4
orang,3.4754890289296025E-4,7.000326005182061E-8,8.007507608632886E-5,7.10123931538656E-8,1.2389538143531953E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,3.8575360465634097E-4,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,3.7695090305553815E-4,1.244052031729796E-7,6.166273946956109E-8
neat,8.686550934590358E-8,3.500863035191549E-4,4.0017529278525166E-8,1.4209579870088507E-4,1.6518008034745535E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,1.6680213956879353E-4,1.9278041212210943E-7,1.9233546998806945E-7,1.6629494583611252E-4,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,1.233871416785917E-4
imo,8.686550934590358E-8,7.007326331187242E-5,2.0012766392190438E-4,7.10123931538656E-8,1.2389538143531953E-4,5.106457120134868E-8,5.181146279701464E-5,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
fri,8.686550934590358E-8,7.007326331187242E-5,1.2009260536485402E-4,7.10123931538656E-8,4.12846989121358E-8,3.5750306298064214E-4,5.175970309392073E-8,1.1284072114699433E-7,8.344274947944145E-5,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,3.700380995568361E-4
denon,8.686550934590358E-8,2.1007978341551365E-4,4.0017529278525166E-8,3.551329781624819E-4,4.12846989121358E-8,5.106457120134868E-8,5.181146279701464E-5,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,3.733400147221117E-4,6.166273946956109E-8
mobil,2.6068339354705665E-4,1.4007652336369303E-4,2.801627224789547E-4,3.551329781624819E-4,4.132598361104793E-5,5.1115635772550025E-5,3.106099782666183E-4,1.129535618681413E-4,8.33593900893521E-8,1.9278041212210943E-7,1.925278054580575E-4,5.541871887060851E-4,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
stellar,8.686550934590358E-8,7.007326331187242E-5,2.801627224789547E-4,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,4.3169201913424715E-4,1.2560843154133227E-7,2.489348115491321E-4,6.166273946956109E-8
prais,1.7381788420115304E-4,7.000326005182061E-8,4.0017529278525166E-8,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,2.2579428301513563E-4,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.541317755285323E-8,4.3169201913424715E-4,1.2560843154133227E-7,1.244052031729796E-7,3.08375360087275E-4
dozen,8.686550934590358E-8,7.000326005182061E-8,2.0012766392190438E-4,7.10123931538656E-8,1.6518008034745535E-4,5.106457120134868E-8,1.553308689848561E-4,1.1284072114699433E-7,2.501615296581456E-4,1.9278041212210943E-7,5.771987454341964E-4,5.541317755285323E-8,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
cell,8.686550934590358E-8,7.000326005182061E-8,2.0012766392190438E-4,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,1.553308689848561E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,0.0010529057866817642,2.1573814049687517E-7,1.257340399728736E-4,1.244052031729796E-7,6.166273946956109E-8
shot,2.6068339354705665E-4,7.000326005182061E-8,4.802503688715805E-4,7.10123931538656E-8,2.0646477925959116E-4,4.0856763418199076E-4,5.175970309392073E-8,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.546859073040608E-5,4.3169201913424715E-4,5.025593345968705E-4,1.244052031729796E-7,6.166273946956109E-8
plan,3.4754890289296025E-4,0.001260128684192823,0.0011205308373279832,4.261453713163475E-4,4.954576716445417E-4,8.170842037927803E-4,6.729278999240634E-4,1.1284072114699433E-7,5.835990900155541E-4,0.004434142259220639,1.9233546998806945E-7,8.866662540232045E-4,2.1573814049687517E-7,1.2560843154133227E-7,4.977452178950914E-4,6.783517969046414E-4
blank,8.695237485524947E-5,7.000326005182061E-8,4.0017529278525166E-8,7.10123931538656E-8,4.128882738202701E-4,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,9.170366503729624E-4,5.785340167784504E-4,0.002308217975326821,5.541317755285323E-8,2.1573814049687517E-7,0.001256209923844864,1.244052031729796E-7,3.08375360087275E-4
codec,8.686550934590358E-8,1.4007652336369303E-4,2.801627224789547E-4,7.10123931538656E-8,4.12846989121358E-8,5.106457120134868E-8,5.175970309392073E-8,1.1284072114699433E-7,1.6680213956879353E-4,1.9278041212210943E-7,1.9233546998806945E-7,9.97492609128911E-4,2.1573814049687517E-7,1.257340399728736E-4,1.244052031729796E-7,6.166273946956109E-8
depth,6.950109402765745E-4,2.8008304346733426E-4,7.203555445427315E-4,6.391825507779443E-4,6.60596467293085E-4,5.106457120134868E-8,2.0709057207877684E-4,1.1284072114699433E-7,8.33593900893521E-8,1.9278041212210943E-7,1.9233546998806945E-7,5.546859073040608E-5,2.1573814049687517E-7,1.2560843154133227E-7,1.244052031729796E-7,6.166273946956109E-8
