,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
forget,4.246630550145576E-4,2.588011141905568E-7,1.6134827193744136E-4,1.1884994611937693E-7,1.307134748877999E-4,1.396879780841982E-4,2.11332797881784E-4,4.2233268207002533E-4,7.173101500605661E-8,3.4141100510478553E-4,3.790315253553692E-4,2.651836887634511E-7,8.438127137430343E-8,4.2233268207002533E-4,2.5680026865258874E-4,8.750088139510104E-4,2.2673829480558438E-7,3.9994064880771695E-7,8.187438597620813E-4,6.607357336156612E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.3997074417592074E-4,4.326359972354898E-4,9.353621436437528E-4,2.0257796668848433E-7,8.745561955266276E-8,9.554825388511769E-4,3.3351443166973E-7
heard,2.1243764021467874E-4,2.590599153047473E-4,1.6118708485258878E-7,1.1884994611937693E-7,2.61296366883604E-4,4.187848373932856E-4,2.817653250878443E-4,2.1106081062969783E-7,2.869957910392325E-4,1.706201924561647E-7,5.513029212990876E-4,2.651836887634511E-7,2.5322819539428456E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.751417362057511E-4,2.2673829480558438E-7,4.003405894565246E-4,0.0010915675384565438,9.910210290996208E-4,8.015231022486081E-4,1.1511872236388764E-4,2.3440586309714072E-4,0.0010192329703016365,4.326359972354898E-4,3.40158743297744E-4,2.0257796668848433E-7,1.7499869472487818E-4,1.0625908470059193E-4,3.3351443166973E-7
bar,2.1243764021467874E-4,2.588011141905568E-7,1.6134827193744136E-4,1.1884994611937693E-7,1.307134748877999E-4,1.395484296545437E-7,8.452255427363269E-4,6.333934926997231E-4,7.180274602106266E-5,1.706201924561647E-7,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,7.000420445146956E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.730965023731567E-4,0.0013213063245835802,1.604328385024708E-4,4.601298782996149E-4,2.34171691405735E-7,3.3997074417592074E-4,2.5961620230028086E-4,7.227895006630354E-4,2.0257796668848433E-7,5.248211729355293E-4,9.554825388511769E-4,3.3351443166973E-7
virtual,2.122254147998789E-7,2.588011141905568E-7,4.837224416426189E-4,2.3781874218487323E-4,1.3058289199580412E-7,1.395484296545437E-7,9.156580699423872E-4,4.2233268207002533E-4,7.180274602106266E-5,1.706201924561647E-7,1.0339729184541977E-4,2.651836887634511E-7,5.907532808914983E-4,2.1106081062969783E-7,2.5680026865258874E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,5.751335969448573E-4,2.34171691405735E-7,3.396311130628579E-7,4.326359972354898E-4,3.826732718938875E-4,2.0257796668848433E-7,3.4990993383020373E-4,0.0018047059930017622,3.3351443166973E-7
forum,2.1243764021467874E-4,2.590599153047473E-4,1.6118708485258878E-7,2.3781874218487323E-4,2.61296366883604E-4,2.792364077387419E-4,3.521626360303016E-8,2.1127187144032752E-4,7.180274602106266E-5,1.7079081264862085E-4,3.445772461666255E-4,2.651836887634511E-7,8.438127137430343E-8,4.2233268207002533E-4,2.5680026865258874E-4,5.250752750783807E-4,2.2696503310038995E-4,3.9994064880771695E-7,0.0010915675384565438,9.910210290996208E-4,1.604328385024708E-4,1.1500371864524241E-7,2.3440586309714072E-4,3.396311130628579E-7,0.0010382052795087208,9.778766722398963E-4,2.0257796668848433E-7,8.754307517221542E-5,7.431766753135307E-4,6.673623777711297E-4
forev,6.368884698144365E-4,2.588011141905568E-7,1.6118708485258878E-7,5.94368580543004E-4,1.3058289199580412E-7,1.396879780841982E-4,2.465490614848142E-4,2.1127187144032752E-4,7.173101500605661E-8,1.706201924561647E-7,2.067601294116508E-4,5.306325612156657E-4,8.438127137430343E-8,0.0012665759245888168,5.133439935802498E-4,0.00122494235282364,2.2673829480558438E-7,3.9994064880771695E-7,0.0013643912171510061,4.955930858736813E-4,4.809779703755394E-4,1.1500371864524241E-7,4.685775545028757E-4,3.396311130628579E-7,5.191458947030942E-4,2.9764421470160053E-4,2.0278054465517278E-4,8.745561955266276E-8,5.308708117758845E-4,0.0013343912411105897
inexpens,0.0016980155438138308,5.178610294953042E-4,0.0014508449507581514,8.320684727817579E-4,0.0010447937188584288,0.001116526985666004,1.4090027067572368E-4,0.001055515113959119,2.869957910392325E-4,0.0010238917749294445,1.3785157103416346E-4,2.651836887634511E-7,4.2199073814289144E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,4.955930858736813E-4,4.809779703755394E-4,1.1500371864524241E-7,4.685775545028757E-4,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
entertain,8.491138846143155E-4,0.0025882699430197584,0.0011284707810529742,3.5666868830425017E-4,1.307134748877999E-4,1.396879780841982E-4,4.2263037949996494E-4,0.0012665759245888168,4.3045782105134576E-4,1.7079081264862085E-4,3.445772461666255E-4,0.0018565510050329212,8.438127137430343E-8,2.1106081062969783E-7,5.133439935802498E-4,1.7496676943631481E-7,2.2696503310038995E-4,3.9994064880771695E-7,5.45920181067619E-4,1.6530779038972175E-4,3.2070540443900514E-4,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,2.1261515750931357E-4,2.0278054465517278E-4,8.745561955266276E-8,1.0625908470059193E-4,6.673623777711297E-4
imposs,2.122254147998789E-7,2.588011141905568E-7,1.6134827193744136E-4,2.3781874218487323E-4,1.3058289199580412E-7,1.395484296545437E-7,2.817653250878443E-4,2.1127187144032752E-4,7.173101500605661E-8,1.706201924561647E-7,1.7230585022290712E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,8.002812382642415E-4,5.45920181067619E-4,3.304504381317016E-4,3.2070540443900514E-4,0.001380159627461554,2.34171691405735E-7,3.396311130628579E-7,9.516953820411163E-4,4.6770232908617445E-4,2.0257796668848433E-7,7.871880315935175E-4,9.554825388511769E-4,3.3351443166973E-7
flawless,2.122254147998789E-7,5.178610294953042E-4,4.837224416426189E-4,9.509184189011347E-4,7.836279348668205E-4,2.792364077387419E-4,3.874141158969348E-4,2.1106081062969783E-7,2.869957910392325E-4,1.706201924561647E-7,3.790315253553692E-4,0.001060999938742568,6.751345522658016E-4,8.444543033294212E-4,2.5654372492766106E-7,1.7496676943631481E-7,9.071799175171431E-4,4.003405894565246E-4,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.3997074417592074E-4,8.650989746760443E-8,2.1261515750931357E-4,2.0257796668848433E-7,6.122767924881921E-4,1.0615293176882313E-7,3.3351443166973E-7
trip,0.0012735647142140733,2.590599153047473E-4,1.6118708485258878E-7,0.0016640180956173963,1.307134748877999E-4,1.395484296545437E-7,3.1698158869087446E-4,2.1106081062969783E-7,1.4353376102711928E-4,3.4141100510478553E-4,3.790315253553692E-4,2.651836887634511E-7,9.28278366388712E-4,8.444543033294212E-4,7.698877185079109E-4,0.0010499755833873253,6.804416227115587E-4,0.0012002218870719584,2.730965023731567E-4,1.6530779038972175E-4,1.6027256593653432E-7,3.451261596543724E-4,2.34171691405735E-7,3.396311130628579E-7,8.659640736507202E-5,4.2514528596143485E-8,4.0535851134365706E-4,2.6245431427754097E-4,1.0615293176882313E-7,3.3351443166973E-7
dell,2.1243764021467874E-4,2.588011141905568E-7,4.837224416426189E-4,1.1884994611937693E-7,5.224621508752123E-4,1.395484296545437E-7,7.046774346966334E-5,2.1127187144032752E-4,7.173101500605661E-8,5.120311975609503E-4,3.790315253553692E-4,2.6544887245221453E-4,0.0014345659946345326,4.2233268207002533E-4,2.5654372492766106E-7,3.501085056420659E-4,2.2673829480558438E-7,8.002812382642415E-4,0.0010915675384565438,3.304504381317016E-4,1.6027256593653432E-7,6.901373155900997E-4,2.3440586309714072E-4,3.396311130628579E-7,0.0027684032288608092,2.1261515750931357E-4,2.0257796668848433E-7,0.0027112116617520983,0.0013800942659264693,3.3351443166973E-7
entir,8.491138846143155E-4,2.588011141905568E-7,1.6134827193744136E-4,5.94368580543004E-4,1.3058289199580412E-7,0.0012560754153205476,3.521626360303016E-8,6.333934926997231E-4,7.173101500605661E-8,1.706201924561647E-7,4.134858045441128E-4,2.6544887245221453E-4,8.446565264567772E-5,0.0012665759245888168,2.5680026865258874E-4,5.250752750783807E-4,2.2673829480558438E-7,3.9994064880771695E-7,8.187438597620813E-4,1.6530779038972175E-4,1.6027256593653432E-7,5.751335969448573E-4,2.34171691405735E-7,3.396311130628579E-7,2.5961620230028086E-4,2.9764421470160053E-4,2.0257796668848433E-7,9.62099270698843E-4,5.308708117758845E-4,3.3351443166973E-7
crisp,2.122254147998789E-7,0.002070667714638645,1.6118708485258878E-7,1.189687960654963E-4,0.003395285774782903,1.395484296545437E-7,1.056840070726935E-4,6.333934926997231E-4,6.456508660695155E-4,1.7079081264862085E-4,3.790315253553692E-4,2.651836887634511E-7,1.6884692401998114E-4,2.1127187144032752E-4,2.5680026865258874E-4,1.7496676943631481E-7,2.2696503310038995E-4,3.9994064880771695E-7,0.0010915675384565438,1.6530779038972175E-4,1.6027256593653432E-7,2.3012244100913004E-4,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0278054465517278E-4,8.754307517221542E-5,1.0615293176882313E-7,3.3351443166973E-7
common,2.122254147998789E-7,2.588011141905568E-7,1.6134827193744136E-4,1.189687960654963E-4,1.3058289199580412E-7,1.396879780841982E-4,2.465490614848142E-4,2.1106081062969783E-7,1.4353376102711928E-4,1.706201924561647E-7,3.445772461666255E-4,2.6544887245221453E-4,3.3760946676858803E-4,2.1106081062969783E-7,2.5680026865258874E-4,1.7496676943631481E-7,4.537033279059743E-4,3.9994064880771695E-7,0.0010915675384565438,4.955930858736813E-4,8.015231022486081E-4,1.1511872236388764E-4,7.027492459086107E-4,3.396311130628579E-7,0.001297734971911534,5.527313862784614E-4,2.0257796668848433E-7,7.871880315935175E-4,1.0615293176882313E-7,3.3351443166973E-7
delet,4.246630550145576E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,3.521978522939046E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,1.7230585022290712E-4,2.651836887634511E-7,8.438127137430343E-8,2.1127187144032752E-4,2.5680026865258874E-4,3.501085056420659E-4,4.537033279059743E-4,0.0020001031846873926,2.728236786944623E-7,3.304504381317016E-4,3.2070540443900514E-4,5.751335969448573E-4,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,0.001658109129778192,4.0535851134365706E-4,2.6245431427754097E-4,7.431766753135307E-4,3.3351443166973E-7
readi,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,2.3781874218487323E-4,1.3058289199580412E-7,2.792364077387419E-4,2.817653250878443E-4,2.1127187144032752E-4,2.869957910392325E-4,0.0010238917749294445,6.546657588653186E-4,0.001326183627506019,2.5322819539428456E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,0.0011339182123227276,3.9994064880771695E-7,2.730965023731567E-4,1.6530779038972175E-4,1.604328385024708E-4,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,4.326359972354898E-4,2.9764421470160053E-4,0.00101309241140911,5.248211729355293E-4,1.0615293176882313E-7,3.3351443166973E-7
wall,6.368884698144365E-4,2.590599153047473E-4,4.837224416426189E-4,1.1884994611937693E-7,1.307134748877999E-4,6.97881696702373E-4,3.521978522939046E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,2.756686877891381E-4,2.651836887634511E-7,3.3760946676858803E-4,2.1106081062969783E-7,2.5654372492766106E-7,0.0026246765083141584,4.537033279059743E-4,3.9994064880771695E-7,5.45920181067619E-4,1.6514264774197982E-7,1.604328385024708E-4,4.601298782996149E-4,2.34171691405735E-7,3.396311130628579E-7,2.5961620230028086E-4,1.701006289131701E-4,2.0257796668848433E-7,0.0023613891835414474,1.0615293176882313E-7,3.3351443166973E-7
detail,2.122254147998789E-7,2.588011141905568E-7,8.060966113477966E-4,1.1884994611937693E-7,5.224621508752123E-4,1.395484296545437E-7,6.33927961118146E-4,6.333934926997231E-4,3.5872680604528913E-4,1.7079081264862085E-4,5.857572004878313E-4,2.651836887634511E-7,8.438127137430343E-8,4.2233268207002533E-4,2.5654372492766106E-7,3.501085056420659E-4,2.2696503310038995E-4,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,9.369209373143458E-4,3.396311130628579E-7,2.5961620230028086E-4,6.377604434707483E-4,6.079364780321414E-4,1.7499869472487818E-4,1.0615293176882313E-7,0.0013343912411105897
afford,4.246630550145576E-4,2.588011141905568E-7,9.672836962003853E-4,1.1884994611937693E-7,1.307134748877999E-4,0.001116526985666004,2.817653250878443E-4,2.1127187144032752E-4,6.456508660695155E-4,1.7079081264862085E-4,8.613914339977806E-4,2.651836887634511E-7,2.5322819539428456E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,0.001282340800058211,2.3012244100913004E-4,0.0014052643201258159,3.396311130628579E-7,1.7310630483267645E-4,4.2514528596143485E-8,4.0535851134365706E-4,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
bloatwar,6.368884698144365E-4,2.588011141905568E-7,1.6134827193744136E-4,1.1884994611937693E-7,6.530450428710164E-4,1.396879780841982E-4,3.521626360303016E-8,2.1106081062969783E-7,7.180274602106266E-5,1.706201924561647E-7,3.101229669778818E-4,2.6544887245221453E-4,5.063720095171949E-4,6.333934926997231E-4,5.133439935802498E-4,3.501085056420659E-4,2.2696503310038995E-4,0.0020001031846873926,8.187438597620813E-4,8.25878381357641E-4,1.604328385024708E-4,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.659640736507202E-5,6.80274972066892E-4,2.0257796668848433E-7,0.0011370105098041684,1.0625908470059193E-4,3.3351443166973E-7
sturdi,2.122254147998789E-7,0.0012942643720669747,1.6134827193744136E-4,1.1884994611937693E-7,0.003395285774782903,9.769785560114605E-4,2.465490614848142E-4,2.1127187144032752E-4,7.180274602106266E-5,1.706201924561647E-7,1.7230585022290712E-4,2.6544887245221453E-4,0.0010126596377630153,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,4.003405894565246E-4,2.728236786944623E-7,9.910210290996208E-4,1.6027256593653432E-7,2.3012244100913004E-4,2.34171691405735E-7,3.3997074417592074E-4,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,1.7499869472487818E-4,1.0625908470059193E-4,3.3351443166973E-7
report,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,2.3781874218487323E-4,1.3058289199580412E-7,6.97881696702373E-4,3.521626360303016E-8,2.1106081062969783E-7,4.3045782105134576E-4,1.7079081264862085E-4,3.790315253553692E-4,2.651836887634511E-7,5.063720095171949E-4,2.1106081062969783E-7,2.5654372492766106E-7,5.250752750783807E-4,2.2673829480558438E-7,8.002812382642415E-4,2.728236786944623E-7,4.955930858736813E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,0.0010192329703016365,9.516953820411163E-4,3.40158743297744E-4,6.079364780321414E-4,6.122767924881921E-4,7.431766753135307E-4,6.673623777711297E-4
ton,2.1243764021467874E-4,2.588011141905568E-7,9.672836962003853E-4,8.320684727817579E-4,3.918792588794081E-4,2.792364077387419E-4,4.2263037949996494E-4,0.0012665759245888168,7.173101500605661E-8,1.706201924561647E-7,4.823943629216002E-4,2.651836887634511E-7,2.5322819539428456E-4,6.333934926997231E-4,7.698877185079109E-4,1.7496676943631481E-7,4.537033279059743E-4,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,4.809779703755394E-4,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,7.227895006630354E-4,2.0257796668848433E-7,1.7499869472487818E-4,1.0615293176882313E-7,3.3351443166973E-7
error,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,4.7551863442362715E-4,1.3058289199580412E-7,1.395484296545437E-7,2.817653250878443E-4,2.1127187144032752E-4,7.173101500605661E-8,1.7079081264862085E-4,1.3785157103416346E-4,2.6544887245221453E-4,2.5322819539428456E-4,2.1106081062969783E-7,7.698877185079109E-4,5.250752750783807E-4,9.071799175171431E-4,3.9994064880771695E-7,2.728236786944623E-7,4.955930858736813E-4,1.6027256593653432E-7,3.451261596543724E-4,2.3440586309714072E-4,3.396311130628579E-7,8.650989746760443E-8,0.0012329638438167573,2.0257796668848433E-7,4.373655533828665E-4,0.00276008237892117,3.3351443166973E-7
buyer,6.368884698144365E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.307134748877999E-4,1.395484296545437E-7,1.056840070726935E-4,4.2233268207002533E-4,2.869957910392325E-4,0.0013651321598417737,3.445772461666255E-4,2.651836887634511E-7,8.446565264567772E-5,2.1106081062969783E-7,2.5654372492766106E-7,1.751417362057511E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6530779038972175E-4,0.0025645213275504856,1.1511872236388764E-4,7.027492459086107E-4,3.396311130628579E-7,0.0013842448693791385,4.2514528596143485E-8,0.003038872078293953,8.745561955266276E-8,2.1241201646941506E-4,3.3384794610139966E-4
default,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,7.395767519272364E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,1.0339729184541977E-4,2.651836887634511E-7,8.446565264567772E-5,0.0016886975458482122,2.5654372492766106E-7,1.751417362057511E-4,4.537033279059743E-4,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,3.2070540443900514E-4,2.3012244100913004E-4,2.34171691405735E-7,3.396311130628579E-7,4.326359972354898E-4,0.0010629057294321833,2.0257796668848433E-7,2.6245431427754097E-4,0.0021231647883082315,3.3351443166973E-7
regret,0.0,2.588011141905568E-4,1.6118708485258877E-4,0.0,0.0,1.395484296545437E-4,0.0,2.1106081062969784E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.423969852525759E-4,4.761504190917272E-4,0.002439637957727073,5.729297252583708E-4,0.0010073701512260766,0.001298207784085928,4.7151524644549383E-4,0.0016626190089807185,7.132253374320016E-4,2.681806821495737E-4,4.293967388210492E-4,0.0020460374635536916,8.745561955266277E-6,1.1676822494570545E-4,3.3351443166973E-5
incred,2.122254147998789E-7,2.590599153047473E-4,1.6118708485258878E-7,2.3781874218487323E-4,0.0015671252868416452,1.395484296545437E-7,2.817653250878443E-4,2.1106081062969783E-7,0.0010043059410997986,1.7079081264862085E-4,5.168486421103438E-4,2.651836887634511E-7,8.438127137430343E-8,0.001055515113959119,2.5654372492766106E-7,3.501085056420659E-4,2.2673829480558438E-7,0.0012002218870719584,2.730965023731567E-4,3.304504381317016E-4,1.6027256593653432E-7,3.451261596543724E-4,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,2.5512968610545705E-4,2.0257796668848433E-7,8.745561955266276E-8,8.493296070823538E-4,6.673623777711297E-4
handwrit,2.122254147998789E-7,2.590599153047473E-4,6.449095264952077E-4,1.189687960654963E-4,6.530450428710164E-4,1.396879780841982E-4,0.002817336304506016,2.1127187144032752E-4,7.180274602106266E-5,5.120311975609503E-4,3.448873346793241E-5,2.651836887634511E-7,3.3760946676858803E-4,2.1106081062969783E-7,0.001282975168363233,1.751417362057511E-4,2.2673829480558438E-7,8.002812382642415E-4,2.728236786944623E-7,1.6530779038972175E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,6.796018572387786E-4,8.650989746760443E-8,1.2758610031702658E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
practic,2.122254147998789E-7,0.0010354632578764178,1.6118708485258878E-7,1.189687960654963E-4,1.307134748877999E-4,1.395484296545437E-7,5.634954339120856E-4,2.1106081062969783E-7,1.4353376102711928E-4,6.82651390017115E-4,6.891200380540623E-4,0.001326183627506019,8.446565264567772E-5,8.444543033294212E-4,2.5654372492766106E-7,1.7496676943631481E-7,9.071799175171431E-4,3.9994064880771695E-7,5.45920181067619E-4,1.6514264774197982E-7,1.6027256593653432E-7,2.3012244100913004E-4,7.027492459086107E-4,3.396311130628579E-7,2.5961620230028086E-4,1.701006289131701E-4,2.0257796668848433E-7,7.871880315935175E-4,4.247178800070614E-4,3.3351443166973E-7
altern,0.0010613392994141943,2.590599153047473E-4,8.060966113477966E-4,1.1884994611937693E-7,2.61296366883604E-4,9.769785560114605E-4,4.578466431029951E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,7.924828756202933E-4,2.651836887634511E-7,5.063720095171949E-4,4.2233268207002533E-4,5.133439935802498E-4,1.7496676943631481E-7,4.537033279059743E-4,3.9994064880771695E-7,2.728236786944623E-7,6.607357336156612E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.659640736507202E-5,2.9764421470160053E-4,2.0257796668848433E-7,8.754307517221542E-5,3.1856494823823817E-4,3.3384794610139966E-4
child,2.122254147998789E-7,7.76662143685861E-4,0.0038686512235469837,7.13218526662381E-4,5.224621508752123E-4,0.0020933659932478098,7.046774346966334E-5,2.1106081062969783E-7,2.1526477603317588E-4,3.4141100510478553E-4,2.756686877891381E-4,7.958162499791168E-4,8.438127137430343E-8,0.0014776367352185146,5.133439935802498E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,0.0016028859319312794,5.751335969448573E-4,2.34171691405735E-7,3.3997074417592074E-4,8.650989746760443E-8,1.701006289131701E-4,4.0535851134365706E-4,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
stock,4.246630550145576E-4,2.590599153047473E-4,3.225353567900301E-4,1.189687960654963E-4,3.918792588794081E-4,1.396879780841982E-4,5.987116975151158E-4,2.1106081062969783E-7,2.1526477603317588E-4,1.706201924561647E-7,6.202114796765749E-4,7.958162499791168E-4,3.3760946676858803E-4,2.1127187144032752E-4,5.133439935802498E-4,1.7496676943631481E-7,2.2673829480558438E-7,4.003405894565246E-4,2.728236786944623E-7,4.955930858736813E-4,1.6027256593653432E-7,2.3012244100913004E-4,9.369209373143458E-4,3.396311130628579E-7,4.326359972354898E-4,5.527313862784614E-4,6.079364780321414E-4,1.7499869472487818E-4,1.0615293176882313E-7,0.0030019633994592394
experienc,2.122254147998789E-7,2.588011141905568E-7,3.225353567900301E-4,1.189687960654963E-4,2.61296366883604E-4,1.395484296545437E-7,7.046774346966334E-5,2.1106081062969783E-7,3.5872680604528913E-4,3.4141100510478553E-4,3.790315253553692E-4,2.651836887634511E-7,1.6884692401998114E-4,2.1106081062969783E-7,2.5680026865258874E-4,7.000420445146956E-4,0.0011339182123227276,3.9994064880771695E-7,2.728236786944623E-7,6.607357336156612E-4,6.412505363120739E-4,1.1500371864524241E-7,2.3440586309714072E-4,3.3997074417592074E-4,9.516953820411163E-4,3.826732718938875E-4,6.079364780321414E-4,3.4990993383020373E-4,8.493296070823538E-4,0.0010008768094408595
usabl,2.122254147998789E-7,7.76662143685861E-4,1.6134827193744136E-4,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,5.987116975151158E-4,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,8.613914339977806E-4,2.651836887634511E-7,9.28278366388712E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,8.187438597620813E-4,4.955930858736813E-4,1.6027256593653432E-7,1.1511872236388764E-4,0.0011710926287200809,3.396311130628579E-7,8.650989746760443E-8,3.40158743297744E-4,2.0257796668848433E-7,3.4990993383020373E-4,5.308708117758845E-4,0.0013343912411105897
averag,0.0016980155438138308,2.588011141905568E-7,6.449095264952077E-4,1.1884994611937693E-7,3.918792588794081E-4,1.395484296545437E-7,2.817653250878443E-4,8.444543033294212E-4,7.173101500605661E-8,1.706201924561647E-7,7.23574317242806E-4,2.6544887245221453E-4,4.2199073814289144E-4,8.444543033294212E-4,0.001026431443435572,5.250752750783807E-4,2.2673829480558438E-7,4.003405894565246E-4,2.728236786944623E-7,4.955930858736813E-4,1.604328385024708E-4,3.451261596543724E-4,2.34171691405735E-7,6.796018572387786E-4,8.650989746760443E-8,2.1261515750931357E-4,2.0257796668848433E-7,6.122767924881921E-4,1.0615293176882313E-7,3.3351443166973E-7
handi,2.122254147998789E-7,0.0018118666004480883,3.225353567900301E-4,5.94368580543004E-4,0.0011753766108542328,1.396879780841982E-4,8.804418063393571E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,4.134858045441128E-4,2.651836887634511E-7,4.2199073814289144E-4,2.1127187144032752E-4,2.5654372492766106E-7,3.501085056420659E-4,4.537033279059743E-4,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.3440586309714072E-4,3.396311130628579E-7,8.650989746760443E-8,2.5512968610545705E-4,2.0257796668848433E-7,4.373655533828665E-4,2.1241201646941506E-4,3.3384794610139966E-4
lower,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.189687960654963E-4,1.3058289199580412E-7,5.583332670478293E-4,7.747930155302666E-4,2.1106081062969783E-7,2.1526477603317588E-4,6.82651390017115E-4,3.101229669778818E-4,2.651836887634511E-7,3.3760946676858803E-4,6.333934926997231E-4,5.133439935802498E-4,7.000420445146956E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,6.607357336156612E-4,1.6027256593653432E-7,8.051410342353421E-4,2.34171691405735E-7,3.396311130628579E-7,2.5961620230028086E-4,8.50715717208831E-5,2.0257796668848433E-7,0.0010495548902515058,1.0615293176882313E-7,6.673623777711297E-4
pull,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,4.7551863442362715E-4,1.3058289199580412E-7,5.583332670478293E-4,6.33927961118146E-4,2.1127187144032752E-4,2.1526477603317588E-4,0.0011945119673856092,1.7230585022290712E-4,2.651836887634511E-7,5.907532808914983E-4,2.1106081062969783E-7,2.5680026865258874E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.604328385024708E-4,0.001035148471525827,4.685775545028757E-4,0.0010192329703016365,8.650989746760443E-8,8.078185578553223E-4,2.0278054465517278E-4,4.373655533828665E-4,1.0615293176882313E-7,3.3384794610139966E-4
