,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
onboard,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,3.521626360303016E-8,0.0012665759245888168,7.173101500605661E-8,1.706201924561647E-7,6.894301265667609E-5,2.651836887634511E-7,8.446565264567772E-5,2.1106081062969783E-7,2.5654372492766106E-7,3.501085056420659E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,9.369209373143458E-4,3.3997074417592074E-4,8.650989746760443E-8,2.9764421470160053E-4,2.0257796668848433E-7,3.4990993383020373E-4,1.0615293176882313E-7,3.3384794610139966E-4
studi,2.122254147998789E-7,5.178610294953042E-4,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,3.874141158969348E-4,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,0.001026431443435572,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.604328385024708E-4,4.601298782996149E-4,0.0011710926287200809,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
font,2.122254147998789E-7,2.588011141905568E-7,1.6134827193744136E-4,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,4.930629067060252E-4,2.1106081062969783E-7,2.1526477603317588E-4,1.706201924561647E-7,3.4454279188743675E-8,2.651836887634511E-7,8.446565264567772E-5,2.1106081062969783E-7,2.5654372492766106E-7,1.751417362057511E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.3440586309714072E-4,3.396311130628579E-7,8.650989746760443E-8,1.701006289131701E-4,8.105144447206258E-4,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
land,2.122254147998789E-7,5.178610294953042E-4,1.6134827193744136E-4,1.189687960654963E-4,1.3058289199580412E-7,1.395484296545437E-7,3.525147986663319E-5,2.1127187144032752E-4,1.4353376102711928E-4,1.706201924561647E-7,3.448873346793241E-5,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,7.698877185079109E-4,1.7496676943631481E-7,2.2696503310038995E-4,0.0012002218870719584,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,6.901373155900997E-4,4.685775545028757E-4,3.396311130628579E-7,2.5961620230028086E-4,4.2557043124739625E-5,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,6.673623777711297E-4
prepar,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,3.521626360303016E-8,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,2.067601294116508E-4,2.651836887634511E-7,8.438127137430343E-8,2.1127187144032752E-4,2.5680026865258874E-4,1.751417362057511E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,9.617956681851424E-4,1.1500371864524241E-7,2.34171691405735E-7,6.796018572387786E-4,8.659640736507202E-5,3.40158743297744E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0625908470059193E-4,3.3351443166973E-7
hey,2.122254147998789E-7,2.588011141905568E-7,3.225353567900301E-4,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,3.521626360303016E-8,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,2.756686877891381E-4,2.651836887634511E-7,8.446565264567772E-5,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,4.537033279059743E-4,3.9994064880771695E-7,2.728236786944623E-7,3.304504381317016E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.3440586309714072E-4,3.396311130628579E-7,8.650989746760443E-8,4.2518780049003097E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
nephew,2.1243764021467874E-4,2.588011141905568E-7,6.449095264952077E-4,1.1884994611937693E-7,1.307134748877999E-4,0.001535172274629635,3.521626360303016E-8,2.1106081062969783E-7,2.1526477603317588E-4,1.706201924561647E-7,1.3785157103416346E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,3.2070540443900514E-4,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2557043124739625E-5,2.0257796668848433E-7,8.745561955266276E-8,2.1241201646941506E-4,3.3351443166973E-7
launcher,2.122254147998789E-7,2.588011141905568E-7,1.6134827193744136E-4,1.1884994611937693E-7,1.307134748877999E-4,1.395484296545437E-7,5.987116975151158E-4,2.1127187144032752E-4,7.180274602106266E-5,1.7079081264862085E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,5.133439935802498E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.3440586309714072E-4,3.3997074417592074E-4,8.650989746760443E-8,2.1261515750931357E-4,2.0257796668848433E-7,8.745561955266276E-8,2.1241201646941506E-4,6.673623777711297E-4
frozen,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.189687960654963E-4,1.3058289199580412E-7,5.583332670478293E-4,3.521626360303016E-8,2.1106081062969783E-7,2.869957910392325E-4,1.706201924561647E-7,3.448873346793241E-5,2.651836887634511E-7,8.438127137430343E-8,2.1127187144032752E-4,2.5654372492766106E-7,7.000420445146956E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,2.1261515750931357E-4,2.0257796668848433E-7,8.745561955266276E-8,9.554825388511769E-4,3.3351443166973E-7
mp3,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,8.320684727817579E-4,1.3058289199580412E-7,1.395484296545437E-7,3.525147986663319E-5,2.1106081062969783E-7,7.173101500605661E-8,3.4141100510478553E-4,1.0339729184541977E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.730965023731567E-4,1.6514264774197982E-7,1.6027256593653432E-7,1.1511872236388764E-4,2.34171691405735E-7,3.396311130628579E-7,8.659640736507202E-5,3.826732718938875E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0625908470059193E-4,3.3351443166973E-7
purs,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,2.792364077387419E-4,1.7611653427875384E-4,2.1106081062969783E-7,6.456508660695155E-4,1.706201924561647E-7,1.7230585022290712E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6530779038972175E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
flight,0.0023346917882134674,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.4090027067572368E-4,2.1127187144032752E-4,7.173101500605661E-8,1.7079081264862085E-4,1.0339729184541977E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,5.45920181067619E-4,1.6514264774197982E-7,1.604328385024708E-4,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,2.1241201646941506E-4,3.3351443166973E-7
friday,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,4.187848373932856E-4,3.521626360303016E-8,2.1106081062969783E-7,7.173101500605661E-8,0.0011945119673856092,2.067601294116508E-4,2.6544887245221453E-4,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.3997074417592074E-4,6.92165689638303E-4,4.2514528596143485E-8,4.0535851134365706E-4,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
serial,2.122254147998789E-7,2.588011141905568E-7,3.225353567900301E-4,1.1884994611937693E-7,1.307134748877999E-4,1.395484296545437E-7,3.521626360303016E-8,2.1127187144032752E-4,7.173101500605661E-8,6.82651390017115E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2696503310038995E-4,0.0012002218870719584,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.651854845735118E-4,4.2514528596143485E-8,0.003444028011670922,1.7499869472487818E-4,1.0615293176882313E-7,3.3351443166973E-7
rip,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.307134748877999E-4,4.187848373932856E-4,3.521626360303016E-8,2.1127187144032752E-4,7.180274602106266E-5,1.706201924561647E-7,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.751417362057511E-4,2.2673829480558438E-7,8.002812382642415E-4,2.728236786944623E-7,1.6514264774197982E-7,0.0011220682341216766,1.1500371864524241E-7,2.34171691405735E-7,0.0013588640833644946,8.650989746760443E-8,1.701006289131701E-4,4.0535851134365706E-4,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
bore,8.491138846143155E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,2.11332797881784E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,3.790315253553692E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,5.133439935802498E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,2.3012244100913004E-4,2.34171691405735E-7,3.396311130628579E-7,8.659640736507202E-5,2.1261515750931357E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
fluid,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,4.7551863442362715E-4,2.61296366883604E-4,1.395484296545437E-7,2.11332797881784E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,2.067601294116508E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.730965023731567E-4,3.304504381317016E-4,1.6027256593653432E-7,1.1511872236388764E-4,2.34171691405735E-7,3.3997074417592074E-4,8.650989746760443E-8,1.2758610031702658E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
brilliant,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,5.224621508752123E-4,1.395484296545437E-7,3.521978522939046E-4,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,1.3785157103416346E-4,0.001060999938742568,8.446565264567772E-5,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,0.0012002218870719584,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.3440586309714072E-4,3.3997074417592074E-4,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
720p,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,2.3781874218487323E-4,1.307134748877999E-4,1.395484296545437E-7,1.7611653427875384E-4,2.1106081062969783E-7,2.869957910392325E-4,1.706201924561647E-7,3.4454279188743675E-8,2.651836887634511E-7,3.3760946676858803E-4,2.1106081062969783E-7,2.5680026865258874E-4,1.7496676943631481E-7,2.2696503310038995E-4,3.9994064880771695E-7,2.728236786944623E-7,0.0018167342678095198,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,8.50715717208831E-5,2.0257796668848433E-7,2.6245431427754097E-4,1.0625908470059193E-4,3.3351443166973E-7
blown,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.307134748877999E-4,1.396879780841982E-4,2.11332797881784E-4,2.1106081062969783E-7,1.4353376102711928E-4,3.4141100510478553E-4,3.4454279188743675E-8,2.651836887634511E-7,1.6884692401998114E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,8.187438597620813E-4,4.955930858736813E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,8.50715717208831E-5,2.0257796668848433E-7,2.6245431427754097E-4,1.0615293176882313E-7,6.673623777711297E-4
speedi,2.122254147998789E-7,2.588011141905568E-7,4.837224416426189E-4,1.1884994611937693E-7,1.307134748877999E-4,1.396879780841982E-4,3.521626360303016E-8,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,2.067601294116508E-4,2.6544887245221453E-4,3.3760946676858803E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,4.003405894565246E-4,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,0.0013588640833644946,8.650989746760443E-8,4.2557043124739625E-5,2.0257796668848433E-7,1.7499869472487818E-4,1.0615293176882313E-7,3.3351443166973E-7
young,2.122254147998789E-7,2.590599153047473E-4,0.0016120320356107403,1.1884994611937693E-7,1.3058289199580412E-7,5.583332670478293E-4,3.521626360303016E-8,2.1106081062969783E-7,2.1526477603317588E-4,1.706201924561647E-7,1.7230585022290712E-4,2.651836887634511E-7,8.438127137430343E-8,6.333934926997231E-4,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,8.002812382642415E-4,2.728236786944623E-7,1.6530779038972175E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
titl,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,2.3781874218487323E-4,1.3058289199580412E-7,1.395484296545437E-7,3.521626360303016E-8,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,2.4121440860039447E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.751417362057511E-4,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1511872236388764E-4,2.3440586309714072E-4,3.396311130628579E-7,8.650989746760443E-8,4.2518780049003097E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,0.0013343912411105897
count,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,2.465490614848142E-4,2.1106081062969783E-7,7.180274602106266E-5,1.706201924561647E-7,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,2.3012244100913004E-4,2.34171691405735E-7,3.396311130628579E-7,5.191458947030942E-4,2.9764421470160053E-4,2.0278054465517278E-4,1.7499869472487818E-4,1.0615293176882313E-7,3.3351443166973E-7
action,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,3.918792588794081E-4,1.395484296545437E-7,2.817653250878443E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,3.448873346793241E-5,2.651836887634511E-7,8.438127137430343E-8,2.1127187144032752E-4,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,0.0011561636768416008,1.6027256593653432E-7,5.751335969448573E-4,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.754307517221542E-5,2.1241201646941506E-4,3.3351443166973E-7
guarante,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.307134748877999E-4,8.374301263569167E-4,3.521626360303016E-8,2.1127187144032752E-4,7.173101500605661E-8,3.4141100510478553E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,4.537033279059743E-4,4.003405894565246E-4,2.728236786944623E-7,1.6514264774197982E-7,9.617956681851424E-4,1.1500371864524241E-7,2.3440586309714072E-4,3.396311130628579E-7,3.4612609976788535E-4,4.2514528596143485E-8,4.0535851134365706E-4,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
lectur,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.307134748877999E-4,1.395484296545437E-7,8.100092791332968E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,6.894301265667609E-5,2.651836887634511E-7,8.446565264567772E-5,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,4.003405894565246E-4,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,2.3012244100913004E-4,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
disappear,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.307134748877999E-4,1.395484296545437E-7,1.7611653427875384E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,1.0339729184541977E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.3997074417592074E-4,8.650989746760443E-8,1.701006289131701E-4,2.0257796668848433E-7,8.745561955266276E-8,0.0014862471976952924,3.3351443166973E-7
bundl,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,4.7551863442362715E-4,1.3058289199580412E-7,1.395484296545437E-7,1.7611653427875384E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,1.3785157103416346E-4,2.651836887634511E-7,3.3760946676858803E-4,4.2233268207002533E-4,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1511872236388764E-4,2.34171691405735E-7,3.396311130628579E-7,1.7310630483267645E-4,1.2758610031702658E-4,2.0257796668848433E-7,1.7499869472487818E-4,1.0625908470059193E-4,3.3351443166973E-7
confirm,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.056840070726935E-4,2.1106081062969783E-7,1.4353376102711928E-4,8.532715824732797E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,9.516953820411163E-4,4.2514528596143485E-8,0.0012156703780975943,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
individu,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.056840070726935E-4,2.1106081062969783E-7,1.4353376102711928E-4,1.706201924561647E-7,1.7230585022290712E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,1.7310630483267645E-4,5.952459148746049E-4,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
slip,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.056840070726935E-4,2.1106081062969783E-7,1.4353376102711928E-4,1.706201924561647E-7,1.3785157103416346E-4,2.651836887634511E-7,2.5322819539428456E-4,2.1106081062969783E-7,5.133439935802498E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,8.051410342353421E-4,2.3440586309714072E-4,3.396311130628579E-7,8.659640736507202E-5,4.2514528596143485E-8,2.0257796668848433E-7,1.7499869472487818E-4,1.0615293176882313E-7,3.3351443166973E-7
weigh,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.7611653427875384E-4,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,3.790315253553692E-4,2.651836887634511E-7,4.2199073814289144E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.3997074417592074E-4,8.659640736507202E-5,4.2514528596143485E-8,2.0257796668848433E-7,8.745561955266276E-8,1.0615293176882313E-7,3.3351443166973E-7
whatsoev,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,4.7551863442362715E-4,1.3058289199580412E-7,1.395484296545437E-7,3.521626360303016E-8,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,0.0019100385745399306,1.6530779038972175E-4,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,6.92165689638303E-4,4.2514528596143485E-8,6.079364780321414E-4,2.6245431427754097E-4,1.0615293176882313E-7,3.3351443166973E-7
dozen,2.122254147998789E-7,2.590599153047473E-4,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.4090027067572368E-4,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,2.4121440860039447E-4,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.3440586309714072E-4,3.3997074417592074E-4,1.7310630483267645E-4,2.1261515750931357E-4,2.0257796668848433E-7,2.6245431427754097E-4,1.0615293176882313E-7,3.3351443166973E-7
yeah,2.122254147998789E-7,2.590599153047473E-4,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,3.521626360303016E-8,4.2233268207002533E-4,7.173101500605661E-8,6.82651390017115E-4,1.7230585022290712E-4,2.651836887634511E-7,4.2199073814289144E-4,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,6.607357336156612E-4,1.6027256593653432E-7,1.1500371864524241E-7,4.685775545028757E-4,3.396311130628579E-7,1.7310630483267645E-4,1.701006289131701E-4,2.0257796668848433E-7,8.745561955266276E-8,2.1241201646941506E-4,3.3351443166973E-7
grip,2.122254147998789E-7,2.588011141905568E-7,1.6134827193744136E-4,1.1884994611937693E-7,3.918792588794081E-4,1.396879780841982E-4,2.465490614848142E-4,2.1106081062969783E-7,7.173101500605661E-8,1.7079081264862085E-4,3.4454279188743675E-8,2.651836887634511E-7,8.438127137430343E-8,2.1106081062969783E-7,2.5654372492766106E-7,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.730965023731567E-4,1.6514264774197982E-7,1.6027256593653432E-7,6.901373155900997E-4,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2557043124739625E-5,2.0257796668848433E-7,2.6245431427754097E-4,1.0615293176882313E-7,3.3351443166973E-7
panel,2.1243764021467874E-4,2.588011141905568E-7,1.6118708485258878E-7,1.1884994611937693E-7,1.3058289199580412E-7,1.395484296545437E-7,1.056840070726935E-4,2.1106081062969783E-7,7.173101500605661E-8,6.82651390017115E-4,3.4454279188743675E-8,2.651836887634511E-7,4.2199073814289144E-4,2.1106081062969783E-7,5.133439935802498E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,0.0011561636768416008,1.6027256593653432E-7,0.0012651559088163117,2.34171691405735E-7,3.396311130628579E-7,8.650989746760443E-8,4.2514528596143485E-8,2.0257796668848433E-7,2.6245431427754097E-4,1.0615293176882313E-7,6.673623777711297E-4
fli,2.122254147998789E-7,2.588011141905568E-7,1.6118708485258878E-7,2.3781874218487323E-4,1.3058289199580412E-7,1.395484296545437E-7,3.874141158969348E-4,2.1106081062969783E-7,7.173101500605661E-8,1.706201924561647E-7,1.3785157103416346E-4,2.6544887245221453E-4,2.5322819539428456E-4,2.1106081062969783E-7,7.698877185079109E-4,1.7496676943631481E-7,2.2673829480558438E-7,3.9994064880771695E-7,2.728236786944623E-7,1.6514264774197982E-7,1.6027256593653432E-7,1.1500371864524241E-7,2.34171691405735E-7,3.396311130628579E-7,8.659640736507202E-5,8.50715717208831E-5,2.0257796668848433E-7,8.754307517221542E-5,1.0615293176882313E-7,3.3351443166973E-7
