,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
wear,2.975048298674621E-4,2.3359186502314547E-7,1.7708608739092164E-7,6.551580572322348E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.088448182288016E-5,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.56012128990215E-4,2.3127678074741581E-4,3.051642780691072E-4,6.202743997205742E-4,6.698197177384395E-4,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,5.754347177796099E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,0.001004826641210867
struggl,1.6529515100179737E-4,2.3359186502314547E-7,1.7708608739092164E-7,1.8725485966600508E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,1.8253179815231105E-4,8.021838010051524E-8,1.513552882251186E-7,5.037795215051408E-4,2.5575637261759743E-7,2.3127678074741581E-4,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,2.7890946816104155E-4,2.2662996039015692E-4,4.965117584494763E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,3.4055238948206703E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
wrote,3.305241971641619E-8,4.674173219113141E-4,1.7708608739092164E-7,9.358063951324593E-8,2.1147813706044966E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.433045034398145E-5,6.082365816471545E-8,8.029859848061574E-5,1.513552882251186E-7,3.359089711868666E-4,2.5575637261759743E-7,1.1569618067374474E-4,7.627200151689757E-8,6.202743997205742E-4,6.698197177384395E-4,1.393850415597409E-7,1.1325835101956868E-7,6.383519979722519E-4,6.631450311940042E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.1355529600960107E-4,2.875735721037531E-7,2.331887796088538E-7,0.0013119402680210953,2.0481851952668078E-7,1.43526159293082E-7
wise,6.613789185254878E-5,2.3359186502314547E-7,1.7708608739092164E-7,4.679967782057429E-4,5.285368133129979E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,2.4335545631702654E-4,8.021838010051524E-8,1.513552882251186E-7,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,2.288922765522096E-4,6.202743997205742E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,4.6661074799731644E-4,5.623671967335105E-4,2.0481851952668078E-7,4.3072200403853906E-4
instanc,3.305572495838783E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,1.8253179815231105E-4,8.029859848061574E-5,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,3.468573808210869E-4,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,2.7890946816104155E-4,1.1337160937058823E-4,7.092011976138784E-8,3.316553880077986E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.47259947272619E-4,3.973016628501835E-4,2.875735721037531E-7,9.329883072150241E-4,1.873932678218962E-7,2.0502333804620743E-4,2.8719584474545703E-4
greatest,1.6529515100179737E-4,7.010091869344595E-4,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,2.528228586236647E-4,3.650027726464574E-4,8.021838010051524E-8,1.513552882251186E-7,6.71650071823415E-4,5.117685016078124E-4,1.1569618067374474E-4,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,0.0011505818619871161,6.997995276061702E-4,1.8758066108971806E-4,2.0481851952668078E-7,1.43526159293082E-7
babi,1.9834757071821355E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.367422015275915E-5,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,3.650027726464574E-4,4.0117211888267675E-4,7.569277964138182E-4,6.71650071823415E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,3.5467151892670063E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,2.2705384274583404E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
overpr,2.975048298674621E-4,2.3359186502314547E-7,1.7726317347831254E-4,9.367422015275915E-5,1.0579191164293359E-4,6.734783507343293E-4,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.029859848061574E-5,1.515066435133437E-4,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,1.5262027503531203E-4,4.65244557251048E-4,3.3507723011303245E-4,1.393850415597409E-7,0.0011326967685467062,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.7030456937771756E-4,2.875735721037531E-7,2.3342196838846264E-4,1.873932678218962E-7,2.0481851952668078E-7,2.8719584474545703E-4
began,9.919031156896497E-5,2.3359186502314547E-7,8.856075230419991E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,2.288922765522096E-4,4.65244557251048E-4,3.3507723011303245E-4,8.364496344000053E-4,1.1325835101956868E-7,4.255916386880885E-4,0.0013261243175664151,3.2718541040992734E-7,1.1300238175120018E-7,4.942728816108998E-4,5.674927336811648E-8,8.630082898833629E-4,2.331887796088538E-7,5.623671967335105E-4,2.0481851952668078E-7,1.43526159293082E-7
4th,3.305572495838783E-4,2.3359186502314547E-7,1.7708608739092164E-7,3.7441613869249697E-4,1.0568622541751609E-7,6.734783507343293E-4,2.1528659705302792E-7,8.424620413984163E-8,1.8253179815231105E-4,8.029859848061574E-5,1.513552882251186E-7,1.6787055031827418E-7,5.117685016078124E-4,2.3127678074741581E-4,7.627200151689757E-8,6.202743997205742E-4,3.347424876254071E-7,1.393850415597409E-7,2.2662996039015692E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,8.630082898833629E-4,2.3342196838846264E-4,9.371537323773029E-4,2.0481851952668078E-7,1.43526159293082E-7
treat,2.3139999043462974E-4,2.3359186502314547E-7,1.7708608739092164E-7,3.7441613869249697E-4,1.0568622541751609E-7,2.2441797758558126E-7,6.460750777561367E-4,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,4.542172199635809E-4,1.6787055031827418E-7,2.56012128990215E-4,1.1558060007367109E-7,1.5262027503531203E-4,1.5502984246952618E-7,6.698197177384395E-4,1.3952442660130065E-4,3.398883114097256E-4,3.5467151892670063E-4,1.6591056641469584E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,2.2705384274583404E-4,2.878611456758568E-4,2.331887796088538E-7,1.8758066108971806E-4,2.0481851952668078E-7,1.43526159293082E-7
mother,6.613789185254878E-5,9.346010519576052E-4,1.7708608739092164E-7,9.367422015275915E-5,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,1.6857665448382307E-4,6.082365816471545E-8,2.407353586816462E-4,0.0021191253904398856,1.6787055031827418E-7,2.5575637261759743E-7,1.1569618067374474E-4,7.627200151689757E-8,1.5502984246952618E-7,3.3507723011303245E-4,1.393850415597409E-7,1.1325835101956868E-7,5.674318782108641E-4,1.6574482159310276E-7,6.546980062302646E-4,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.878611456758568E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
prevent,2.3139999043462974E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2464239556316682E-4,2.1528659705302792E-7,8.424620413984163E-8,2.4335545631702654E-4,1.6051697858113098E-4,1.513552882251186E-7,1.6787055031827418E-7,2.56012128990215E-4,1.1558060007367109E-7,7.627962871704925E-4,1.5502984246952618E-7,3.3507723011303245E-4,1.393850415597409E-7,1.1325835101956868E-7,2.837513991653128E-4,1.6574482159310276E-7,3.2718541040992734E-7,2.2611776588415155E-4,2.4701293433828075E-7,1.7030456937771756E-4,2.878611456758568E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
exceed,4.2971450873312685E-4,2.338254568881686E-4,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,0.001937794660074304,8.424620413984163E-8,6.088448182288016E-5,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,0.0010045622053638467,1.393850415597409E-7,1.1325835101956868E-7,2.128312794039249E-4,1.6574482159310276E-7,9.818834166401918E-4,1.1300238175120018E-7,2.47259947272619E-4,5.680602264148459E-5,2.875735721037531E-7,2.331887796088538E-7,1.8758066108971806E-4,2.0481851952668078E-7,1.43526159293082E-7
ziio,6.613789185254878E-5,7.010091869344595E-4,3.5434926086923415E-4,9.367422015275915E-5,5.285368133129979E-4,6.734783507343293E-4,2.1550188365008092E-4,2.528228586236647E-4,1.8253179815231105E-4,4.8139049898319195E-4,1.513552882251186E-7,1.6787055031827418E-7,0.0010232812468430074,2.3127678074741581E-4,3.8143627958600476E-4,3.1021471478152185E-4,6.698197177384395E-4,1.393850415597409E-7,2.2662996039015692E-4,7.092011976138784E-8,1.6574482159310276E-7,6.546980062302646E-4,2.2611776588415155E-4,2.4701293433828075E-7,0.0011350422166356978,2.878611456758568E-4,2.3342196838846264E-4,1.8758066108971806E-4,2.0502333804620743E-4,1.43526159293082E-7
intens,3.9666208901671066E-4,2.338254568881686E-4,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,4.8139049898319195E-4,1.515066435133437E-4,3.359089711868666E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,6.202743997205742E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.275125958203372E-4,1.1300238175120018E-7,2.4701293433828075E-7,1.1355529600960107E-4,2.875735721037531E-7,9.329883072150241E-4,1.873932678218962E-7,2.0481851952668078E-7,5.742481633316211E-4
contrast,3.30854721361326E-5,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1550188365008092E-4,0.0010110386958822393,5.474737471406038E-4,8.021838010051524E-8,1.513552882251186E-7,1.6803842086859244E-4,2.56012128990215E-4,1.1558060007367109E-7,4.577082811029023E-4,1.5502984246952618E-7,3.347424876254071E-7,1.3952442660130065E-4,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.275125958203372E-4,9.041320563913526E-4,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.3342196838846264E-4,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
safari,4.958193481659592E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.029859848061574E-5,1.515066435133437E-4,0.0018467439240513342,5.117685016078124E-4,1.1558060007367109E-7,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,3.398883114097256E-4,7.092011976138784E-8,1.6591056641469584E-4,3.275125958203372E-4,3.3912014763535174E-4,0.0014823246189640228,4.5405093621829994E-4,2.878611456758568E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
collect,2.3139999043462974E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,6.342230387305141E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,4.258264308111729E-4,5.616088790837072E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,2.288922765522096E-4,1.551848723119957E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1311538413295136E-4,2.4701293433828075E-7,5.108002095864164E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
benefit,4.6276692844954303E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.367422015275915E-5,5.285368133129979E-4,4.4906037314874805E-4,2.1528659705302792E-7,1.6857665448382307E-4,1.217081399875956E-4,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,3.1021471478152185E-4,6.698197177384395E-4,1.393850415597409E-7,4.531466624292943E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,7.412858159491805E-4,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
restrict,4.6276692844954303E-4,4.674173219113141E-4,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,4.307884807031088E-4,3.3706906276350637E-4,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,0.0010073911724599635,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.551848723119957E-4,3.347424876254071E-7,1.3952442660130065E-4,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,4.5212252938655196E-4,2.4701293433828075E-7,3.4055238948206703E-4,2.875735721037531E-7,4.6661074799731644E-4,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
dim,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2464239556316682E-4,2.1550188365008092E-4,9.267924917423976E-4,1.8253179815231105E-4,8.021838010051524E-8,3.028619317384623E-4,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,2.7890946816104155E-4,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,0.0015821463468985537,2.4701293433828075E-7,5.680602264148459E-5,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,5.742481633316211E-4
premium,1.9834757071821355E-4,2.3359186502314547E-7,1.7708608739092164E-7,2.80835499179251E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,5.055614710431897E-4,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6803842086859244E-4,2.56012128990215E-4,1.1558060007367109E-7,1.5262027503531203E-4,6.202743997205742E-4,3.3507723011303245E-4,1.393850415597409E-7,1.1325835101956868E-7,2.128312794039249E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.7030456937771756E-4,2.875735721037531E-7,4.6661074799731644E-4,1.8758066108971806E-4,4.098418575728882E-4,1.4366968545237506E-4
ssd,3.305241971641619E-8,2.3359186502314547E-7,5.314353482601558E-4,6.551580572322348E-4,1.0568622541751609E-7,4.4906037314874805E-4,2.1528659705302792E-7,2.528228586236647E-4,6.088448182288016E-5,5.616088790837072E-4,1.513552882251186E-7,1.6787055031827418E-7,2.56012128990215E-4,4.6243798089475805E-4,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.3952442660130065E-4,2.2662996039015692E-4,1.4191115964253705E-4,1.6591056641469584E-4,3.2718541040992734E-7,1.1311538413295136E-4,2.4701293433828075E-7,1.1355529600960107E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,2.8719584474545703E-4
refer,4.2971450873312685E-4,2.3359186502314547E-7,3.5434926086923415E-4,9.367422015275915E-5,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,4.258264308111729E-4,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,0.0012790376194606048,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,4.255916386880885E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,5.623671967335105E-4,2.0481851952668078E-7,1.43526159293082E-7
configur,3.305241971641619E-8,2.3359186502314547E-7,5.314353482601558E-4,9.358063951324593E-8,1.0568622541751609E-7,4.4906037314874805E-4,4.307884807031088E-4,2.528228586236647E-4,6.082365816471545E-8,4.8139049898319195E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,3.8143627958600476E-4,1.5502984246952618E-7,3.347424876254071E-7,1.3952442660130065E-4,2.2662996039015692E-4,7.099103988114922E-5,4.974002096009014E-4,6.546980062302646E-4,1.1300238175120018E-7,2.47259947272619E-4,3.4055238948206703E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.4366968545237506E-4
happier,1.9834757071821355E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,3.1716436247796576E-4,8.978963283199107E-4,0.0010766482718621926,1.6857665448382307E-4,4.258264308111729E-4,8.029859848061574E-5,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.634827351841446E-5,4.65244557251048E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6591056641469584E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,5.754347177796099E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.4366968545237506E-4
strength,2.6445241015104587E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,1.217081399875956E-4,8.029859848061574E-5,1.515066435133437E-4,1.6803842086859244E-4,2.5575637261759743E-7,3.468573808210869E-4,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,0.0012431392016449532,2.4701293433828075E-7,2.8380311611395055E-4,2.875735721037531E-7,0.0016325546460415855,1.8758066108971806E-4,2.0502333804620743E-4,1.43526159293082E-7
marketplac,3.305241971641619E-8,2.338254568881686E-4,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,4.307884807031088E-4,1.6857665448382307E-4,1.217081399875956E-4,8.021838010051524E-8,1.515066435133437E-4,8.395206221416893E-4,2.56012128990215E-4,2.3127678074741581E-4,7.627200151689757E-8,1.5502984246952618E-7,6.698197177384395E-4,2.7890946816104155E-4,3.398883114097256E-4,5.674318782108641E-4,1.6591056641469584E-4,0.0013090688270501194,1.1311538413295136E-4,2.4701293433828075E-7,7.945465764269988E-4,2.875735721037531E-7,0.0013993658664327318,1.8758066108971806E-4,2.0481851952668078E-7,1.43526159293082E-7
niec,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,1.8725485966600508E-4,1.0579191164293359E-4,2.2441797758558126E-7,0.0010766482718621926,8.424620413984163E-8,6.082365816471545E-8,1.6051697858113098E-4,0.0033299676962408346,1.6787055031827418E-7,2.5575637261759743E-7,1.1569618067374474E-4,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,2.2611776588415155E-4,2.47259947272619E-4,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,2.8719584474545703E-4
numer,4.2971450873312685E-4,2.3359186502314547E-7,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,6.734783507343293E-4,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.515066435133437E-4,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,4.65244557251048E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,1.4191115964253705E-4,9.946346743802098E-4,3.2718541040992734E-7,6.781272928889523E-4,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
microusb,6.613789185254878E-5,2.3359186502314547E-7,5.314353482601558E-4,3.7441613869249697E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,1.6051697858113098E-4,1.513552882251186E-7,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.3507723011303245E-4,2.7890946816104155E-4,0.0024917969807815308,7.092011976138784E-8,3.316553880077986E-4,3.2718541040992734E-7,2.2611776588415155E-4,2.4701293433828075E-7,1.7030456937771756E-4,2.875735721037531E-7,6.997995276061702E-4,1.873932678218962E-7,4.098418575728882E-4,1.4366968545237506E-4
4gb,3.305241971641619E-8,9.346010519576052E-4,1.7708608739092164E-7,6.551580572322348E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,1.6857665448382307E-4,6.082365816471545E-8,3.209537387821615E-4,4.542172199635809E-4,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,4.65244557251048E-4,3.3507723011303245E-4,1.3952442660130065E-4,2.2662996039015692E-4,7.092011976138784E-8,1.6574482159310276E-7,6.546980062302646E-4,3.3912014763535174E-4,2.4701293433828075E-7,3.973016628501835E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
sister,3.305241971641619E-8,2.3359186502314547E-7,7.085214356510774E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,6.460750777561367E-4,2.528228586236647E-4,3.04179114481742E-4,2.407353586816462E-4,0.0013623489493142925,1.6787055031827418E-7,2.56012128990215E-4,1.1569618067374474E-4,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,0.0014381554340908694,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.4366968545237506E-4
flat,1.3224273128538118E-4,2.3359186502314547E-7,1.7708608739092164E-7,5.615774177189888E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.433045034398145E-5,1.8253179815231105E-4,8.029859848061574E-5,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,6.102522841366974E-4,1.551848723119957E-4,3.347424876254071E-7,1.3952442660130065E-4,3.398883114097256E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,6.781272928889523E-4,7.412858159491805E-4,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.4366968545237506E-4
extens,1.6529515100179737E-4,2.3359186502314547E-7,5.314353482601558E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.088448182288016E-5,4.8139049898319195E-4,1.513552882251186E-7,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,4.577082811029023E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,6.796633644684316E-4,7.092011976138784E-8,6.631450311940042E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.7030456937771756E-4,2.875735721037531E-7,2.331887796088538E-7,5.623671967335105E-4,2.0481851952668078E-7,1.43526159293082E-7
natur,5.949766073152078E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,5.898076751830313E-4,6.082365816471545E-8,1.6051697858113098E-4,1.513552882251186E-7,3.359089711868666E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,9.303340846596266E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6591056641469584E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,2.2705384274583404E-4,2.875735721037531E-7,2.3342196838846264E-4,1.8758066108971806E-4,2.0481851952668078E-7,1.43526159293082E-7
att,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,9.367422015275915E-5,0.0029593199979158677,2.2441797758558126E-7,2.1550188365008092E-4,8.424620413984163E-8,1.8253179815231105E-4,8.021838010051524E-8,1.513552882251186E-7,5.037795215051408E-4,2.56012128990215E-4,1.1558060007367109E-7,7.634827351841446E-5,1.5502984246952618E-7,3.3507723011303245E-4,1.393850415597409E-7,1.1337160937058823E-4,1.4191115964253705E-4,4.974002096009014E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.47259947272619E-4,2.8380311611395055E-4,2.875735721037531E-7,2.331887796088538E-7,9.371537323773029E-4,2.0481851952668078E-7,2.8719584474545703E-4
advanc,3.636096693002945E-4,2.3359186502314547E-7,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2464239556316682E-4,2.1528659705302792E-7,1.6857665448382307E-4,2.4335545631702654E-4,2.407353586816462E-4,4.542172199635809E-4,1.6787055031827418E-7,2.5575637261759743E-7,2.3127678074741581E-4,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,4.942728816108998E-4,2.2705384274583404E-4,2.875735721037531E-7,0.001166177086823878,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
