,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
recompos,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,1.7794631331456747E-4,1.0562258599579706E-7,7.217706208640596E-5,1.0475911477605497E-4,2.751964958019325E-8,9.117705197602554E-8,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2971240905877254E-4,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.9720267262695093E-4,1.238839296775351E-7,1.9134830136285915E-7,5.668513964008082E-4,2.431339553935418E-4
crack,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,1.3840708138154506E-4,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,1.9266506671093296E-4,9.117705197602554E-8,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,0.001125976011002838,1.473823711819123E-7,1.2958282623254E-7,1.918333054814115E-4,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
stori,1.2824340392876233E-7,7.369683962036334E-5,1.3629754719833478E-4,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,2.1638697634495933E-4,2.792994592879759E-4,2.751964958019325E-8,9.126822902800155E-5,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,5.208959958000197E-4,2.2528527127454044E-4,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,2.557491802222679E-4,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
16gb,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,7.210495712927668E-8,6.985104587367077E-5,1.101061179703532E-4,9.117705197602554E-8,2.3848364769838245E-4,1.0317072526543764E-7,3.459895647425911E-4,6.516896535380823E-5,1.125863424660372E-7,0.0022108829500998664,1.2958282623254E-7,1.9164166381759393E-7,8.745358232937902E-5,1.6868890931149284E-7,3.8355986499101746E-4,2.969057668600909E-7,1.2400781360721261E-4,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
accid,1.2824340392876233E-7,2.9456648883224157E-4,2.2712472454313407E-8,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,1.4428201921568265E-4,3.4908068902384194E-8,5.506681880996669E-5,9.117705197602554E-8,3.1795170757788346E-4,1.0317072526543764E-7,1.1529142443938391E-7,2.60480549830756E-4,9.008033260707636E-4,1.475297535530942E-4,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6885759822080431E-4,1.2781068476874958E-7,2.969057668600909E-7,1.2400781360721261E-4,1.9153964966422198E-4,7.935692831724543E-4,2.428910643292126E-7
f8,1.2824340392876233E-7,7.36232164039594E-8,1.1358507474402136E-4,8.352354428485137E-8,1.7794631331456747E-4,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,5.506681880996669E-5,9.117705197602554E-8,7.954752793938047E-5,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,1.1341562285751597E-4,2.428910643292126E-7
upset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.830683085339704E-4,1.2384497671264093E-4,1.473823711819123E-5,2.72123935088334E-4,1.9164166381759395E-5,8.736621611326576E-6,3.5424670955413497E-4,1.2781068476874958E-5,2.9690576686009088E-5,7.55691971032964E-4,4.018314328620042E-4,1.1902689055511421E-4,2.428910643292126E-5
mine,0.0011543188787627896,7.369683962036334E-5,3.8613474419578226E-4,2.506541563988389E-4,9.886784944852262E-5,1.0562258599579706E-7,0.0010095415047670028,3.4908068902384194E-8,4.953812120930588E-4,5.471534889081292E-4,0.0010331642464933924,1.0317072526543764E-7,0.0012683209602576623,0.001237038472215495,0.0028147711479933964,1.473823711819123E-7,9.072093664540126E-4,1.9164166381759393E-7,8.736621611326575E-8,3.3754650753229715E-4,2.557491802222679E-4,2.969057668600909E-7,1.238839296775351E-7,9.569328551156586E-4,5.668513964008082E-4,0.0012146982127103922
yield,1.2824340392876233E-7,7.36232164039594E-8,1.1358507474402136E-4,8.352354428485137E-8,1.977159292810787E-4,1.0562258599579706E-7,7.210495712927668E-8,1.396671836784392E-4,2.751964958019325E-8,9.117705197602554E-8,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,4.8602501972275436E-4
gift,1.283716473326911E-4,2.9456648883224157E-4,2.2712472454313407E-8,8.352354428485137E-8,9.886784944852262E-5,0.0025350476864851256,3.6059689060351273E-4,6.985104587367077E-5,1.651454171307397E-4,0.0015501010606444102,5.563558872163864E-4,3.096153465215783E-4,0.015795040439620035,0.001171934610723179,3.378716137405776E-4,5.896768670988311E-4,1.2958282623254E-7,1.918333054814115E-4,1.7481979844264476E-4,3.3754650753229715E-4,2.557491802222679E-4,2.969057668600909E-7,1.2400781360721261E-4,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
disappear,1.2824340392876233E-7,7.36232164039594E-8,2.2735184926767718E-5,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,7.210495712927668E-8,2.4439139038559174E-4,5.506681880996669E-5,9.117705197602554E-8,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,1.3027282684612416E-4,1.125863424660372E-7,5.896768670988311E-4,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.6736151164604434E-5,2.428910643292126E-7
24x,1.2824340392876233E-7,8.099290036599572E-4,2.2712472454313407E-8,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,7.210495712927668E-8,6.985104587367077E-5,2.751964958019325E-8,9.117705197602554E-8,7.954752793938047E-5,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
rendit,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,3.9541208894619095E-4,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,2.751964958019325E-8,9.117705197602554E-8,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,2.478917432847477E-4,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
nit,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,2.751964958019325E-8,9.117705197602554E-8,2.3848364769838245E-4,1.0317072526543764E-7,1.1540671586382328E-4,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,2.834540379362506E-4,2.428910643292126E-7
apart,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,2.3725516121410114E-4,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,1.651454171307397E-4,9.117705197602554E-8,4.768878273368855E-4,1.0317072526543764E-7,3.459895647425911E-4,1.9537668833844007E-4,1.1269892880850322E-4,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
japanes,1.2824340392876233E-7,7.36232164039594E-8,1.8172249210696156E-4,8.352354428485137E-8,1.976961596651122E-8,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,2.751964958019325E-8,9.126822902800155E-5,1.5901558781888147E-4,1.0317072526543764E-7,1.1529142443938391E-7,6.510386149231593E-8,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,8.673113916724232E-4,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
subsequ,1.2824340392876233E-7,7.36232164039594E-8,2.2712472454313407E-8,8.352354428485137E-8,3.955900154898895E-5,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,1.3762576755054645E-4,9.117705197602554E-8,7.946805987950099E-8,1.0317072526543764E-7,1.1529142443938391E-7,2.60480549830756E-4,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
gap,1.2824340392876233E-7,2.9456648883224157E-4,9.087260228970796E-5,8.352354428485137E-8,9.886784944852262E-5,1.0562258599579706E-7,7.210495712927668E-8,3.4908068902384194E-8,2.751964958019325E-8,2.736223329800526E-4,7.946805987950099E-8,1.0317072526543764E-7,2.306981403032072E-4,1.9537668833844007E-4,1.125863424660372E-7,1.473823711819123E-7,1.2958282623254E-7,1.9164166381759393E-7,8.736621611326575E-8,1.6868890931149284E-7,1.2781068476874958E-7,2.969057668600909E-7,1.238839296775351E-7,1.9134830136285915E-7,5.667947169291153E-8,2.428910643292126E-7
