,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
rough,1.1743035147139057E-7,1.5031522606057162E-7,3.762685742643329E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4987978174149826E-4,1.4758653219762547E-7,4.6149306906847614E-4,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,0.0011759456287186469,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,5.33332290719947E-4,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
round,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.611478751501605E-4,5.849683742791702E-4,1.3719894093393514E-7,1.4987978174149826E-4,1.4758653219762547E-7,5.768375002278053E-4,1.4596760481596851E-4,1.1308781064938866E-7,1.6119448985651435E-7,1.3272894151254773E-4,1.4697483173586387E-7,2.40631594231188E-4,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,3.556140998769123E-4,3.4656035813661714E-4,1.705644626213097E-7,1.5048363727219617E-4,1.9681606711900245E-7,2.2873423506468374E-7,2.2200605648490553E-4
dust,1.1743035147139057E-7,1.5031522606057162E-7,1.255064454643776E-4,3.221347634120591E-4,1.4620554218424649E-7,1.3733613987486907E-4,1.4973005168980844E-7,1.4773411872982307E-4,1.154597755904885E-4,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,1.3272894151254773E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,3.556140998769123E-4,3.4656035813661714E-4,8.529928775691699E-4,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
buggi,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,1.1320089846003804E-4,1.6119448985651435E-7,5.305179770146889E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,0.0022231879531610615,1.9191370363539384E-4,1.7789590903387768E-4,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,8.873588731229843E-4
logo,1.1743035147139057E-7,1.5031522606057162E-7,3.762685742643329E-4,1.6098688826189864E-7,1.463517477264307E-4,1.3719894093393514E-7,1.4987978174149826E-4,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,3.3937651975881537E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,5.844336174162386E-4,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,5.197539404137872E-4,1.705644626213097E-7,7.51816853145108E-4,1.9701288318612145E-4,2.2873423506468374E-7,2.217842722126929E-7
happier,1.1743035147139057E-7,3.007807673472038E-4,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,4.3761117088183973E-4,1.1308781064938866E-7,1.6119448985651435E-7,6.631143221820691E-4,1.4697483173586387E-7,2.40631594231188E-4,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,5.753576669428741E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,3.008169412404241E-4,1.9681606711900245E-7,2.2873423506468374E-7,6.655746009102913E-4
teenag,7.046995391798149E-4,1.5031522606057162E-7,1.2538106439997764E-7,8.050954281977551E-4,5.849683742791702E-4,1.3719894093393514E-7,1.4973005168980844E-7,2.953206509274485E-4,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,3.979216318473084E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9191370363539384E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,4.437903286975984E-4
desktop,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,7.38080247520325E-4,1.1534443115932919E-7,2.917893878489041E-4,6.786399517069814E-4,1.6119448985651435E-7,5.305179770146889E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.781416249361608E-4,1.9172198165374012E-7,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,5.906450174241264E-4,2.2873423506468374E-7,2.217842722126929E-7
alright,1.1743035147139057E-7,1.5046554128663218E-4,1.2538106439997764E-7,1.6098688826189864E-7,8.773794586476631E-4,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,2.262887091094267E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,0.0012021964063438277,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,1.7336677585944713E-4,6.824284149478601E-4,1.5033330396822794E-7,1.9701288318612145E-4,2.2873423506468374E-7,2.217842722126929E-7
cloud,3.5240848476564306E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,5.990699368109237E-4,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,1.3272894151254773E-4,5.880463017751915E-4,2.403912030281599E-7,1.9474629037528778E-7,4.959247919272069E-4,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,6.929475226909572E-4,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
