S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,
work (0.053),NUM (0.056),NUM (0.056),great (0.056),NUM (0.042),good (0.059),batteri (0.067),good (0.041),great (0.041),NUM (0.042),NUM (0.034),NUM (0.035),sim (0.030),NUM (0.051),app (0.051),NUM (0.046),nt (0.029),NUM (0.049),nt (0.038),nt (0.032),NUM (0.028),NUM (0.031),NUM (0.029),NUM (0.041),NUM (0.040),nt (0.044),
sim (0.037),great (0.023),nt (0.025),NUM (0.048),batteri (0.028),price (0.035),NUM (0.051),screen (0.034),NUM (0.037),nt (0.031),nt (0.028),card (0.030),nt (0.028),tmobil (0.034),NUM (0.037),nt (0.025),NUM (0.028),nt (0.026),NUM (0.031),NUM (0.031),batteri (0.027),nt (0.028),work (0.028),nt (0.032),work (0.021),call (0.041),
unlock (0.036),nt (0.022),price (0.024),love (0.040),good (0.025),great (0.033),charg (0.046),NUM (0.028),good (0.032),work (0.024),great (0.019),nt (0.027),good (0.028),servic (0.028),nt (0.031),work (0.022),screen (0.028),batteri (0.024),work (0.028),button (0.028),nt (0.025),batteri (0.017),nt (0.026),work (0.024),support (0.018),NUM (0.028),
card (0.033),android (0.021),good (0.023),price (0.033),life (0.021),nt (0.027),nt (0.038),camera (0.027),love (0.024),buy (0.022),good (0.017),work (0.026),work (0.027),nt (0.027),window (0.020),servic (0.018),work (0.020),android (0.016),text (0.024),call (0.023),card (0.024),call (0.017),charger (0.025),call (0.023),nt (0.017),good (0.024),
att (0.027),window (0.021),great (0.023),good (0.026),great (0.021),NUM (0.027),day (0.027),great (0.025),work (0.024),time (0.017),work (0.016),app (0.021),NUM (0.024),call (0.025),android (0.020),month (0.017),great (0.017),life (0.014),call (0.023),screen (0.022),screen (0.023),time (0.016),charg (0.022),internet (0.015),blu (0.014),work (0.018),
nt (0.023),price (0.021),smart (0.017),window (0.025),nt (0.021),qualiti (0.022),work (0.026),batteri (0.017),price (0.022),purchas (0.016),music (0.013),sd (0.017),card (0.022),plan (0.021),work (0.015),purchas (0.016),good (0.016),app (0.011),time (0.023),time (0.016),work (0.022),screen (0.015),great (0.017),wifi (0.014),call (0.013),hear (0.018),
NUM (0.023),app (0.020),work (0.016),camera (0.021),fast (0.017),work (0.018),time (0.022),qualiti (0.017),nt (0.018),product (0.016),camera (0.013),good (0.016),call (0.015),work (0.020),download (0.010),custom (0.015),problem (0.015),screen (0.011),screen (0.021),work (0.014),sim (0.016),good (0.014),good (0.016),time (0.014),product (0.013),qualiti (0.017),
good (0.020),nokia (0.018),buy (0.015),nokia (0.021),screen (0.017),nice (0.018),life (0.020),nice (0.016),screen (0.015),seller (0.015),featur (0.013),great (0.015),batteri (0.012),card (0.018),card (0.010),batteri (0.015),order (0.014),samsung (0.010),batteri (0.018),set (0.013),good (0.013),great (0.013),usb (0.014),text (0.014),problem (0.013),speaker (0.015),
network (0.017),good (0.017),window (0.015),nt (0.019),android (0.016),batteri (0.018),hour (0.016),work (0.016),camera (0.014),bought (0.015),nice (0.012),music (0.013),bought (0.012),sim (0.017),googl (0.009),replac (0.014),time (0.013),good (0.010),good (0.017),batteri (0.012),box (0.012),cell (0.012),batteri (0.013),great (0.013),day (0.012),sound (0.015),
great (0.016),iphon (0.016),nokia (0.014),work (0.017),price (0.013),product (0.016),great (0.015),nt (0.014),samsung (0.013),money (0.014),mp3 (0.011),nokia (0.012),time (0.011),month (0.013),good (0.009),time (0.014),batteri (0.013),iphon (0.009),day (0.015),text (0.011),case (0.011),problem (0.012),screen (0.011),problem (0.013),email (0.012),time (0.015),
tmobil (0.015),screen (0.013),android (0.013),lumia (0.015),work (0.013),featur (0.015),charger (0.012),fast (0.013),easi (0.012),great (0.013),rington (0.011),download (0.010),screen (0.010),custom (0.012),store (0.009),warranti (0.014),return (0.012),updat (0.009),turn (0.014),turn (0.010),charg (0.011),work (0.012),cabl (0.010),good (0.013),return (0.011),connect (0.015),
servic (0.012),camera (0.012),money (0.013),recommend (0.015),app (0.013),expect (0.013),problem (0.012),pictur (0.011),smart (0.011),receiv (0.012),bluetooth (0.011),batteri (0.009),great (0.010),buy (0.011),screen (0.009),buy (0.014),receiv (0.011),work (0.009),messag (0.013),press (0.010),camera (0.010),year (0.010),port (0.010),connect (0.011),receiv (0.011),problem (0.014),
problem (0.012),best (0.012),time (0.012),bought (0.015),camera (0.012),bad (0.013),good (0.012),feel (0.010),time (0.011),amazon (0.012),player (0.011),wifi (0.009),fine (0.009),problem (0.011),updat (0.009),good (0.014),nice (0.011),version (0.008),app (0.013),good (0.010),sd (0.010),text (0.010),replac (0.010),servic (0.011),buy (0.011),great (0.012),
