,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S0-T30,S0-T31,S0-T32,S0-T33,S0-T34,S0-T35,S0-T36,S0-T37,S0-T38,S0-T39,S0-T40,S0-T41,S0-T42,S0-T43,S0-T44,S0-T45,S0-T46,S0-T47,S0-T48,S0-T49,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29,S1-T30,S1-T31,S1-T32,S1-T33,S1-T34,S1-T35,S1-T36,S1-T37,S1-T38,S1-T39,S1-T40,S1-T41,S1-T42,S1-T43,S1-T44,S1-T45,S1-T46,S1-T47,S1-T48,S1-T49
panoram,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,0.0025319787823384144,1.948410000019484E-6,1.738407861775714E-6,0.0020645062776054202,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,0.0010589914296807472,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,0.0022888477864748654,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
trade,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,0.0015230380424776982,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,0.002797666234643245,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.0014020076525375217,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,0.0015610404233055068,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,0.001991885206919264,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,0.0016503472983600393,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,0.005741107881757852,2.0766749941333934E-6,0.00479236670107463,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
recomend,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,0.0034785541314132037,1.0317372701676264E-6,1.478767122274817E-6,0.001959384629846686,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,0.0021169249258653103,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,0.00183926546976604,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,0.0024382579974131565,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,0.012423640939138817,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
quicktim,1.7353910443409766E-6,0.001730611058786289,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,0.0020645062776054202,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,0.005018570340888993,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,0.0029416131683129014,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,0.008046156395656588,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,0.00839348994095749,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
negat,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,0.0016882670921223482,0.0019503584100195033,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,0.0015520783966355345,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,0.0024867155729010105,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,0.03322887658112843,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
fare,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,0.0017183398879731656,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,0.0024867155729010105,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,0.037690294649019296,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
describ,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,0.0010327690074377939,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,0.005881756265077422,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,0.0020241072999298334,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
awsom,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,0.0028333184658451316,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,0.007917542655322825,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
32mb,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,0.008464525902972687,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,0.007159056068734573,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,0.002108004411955261,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,0.0017584880867263133,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,0.0015387240426784558,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
pool,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,0.0020730616976728043,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,0.002632067021028913,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.013541530185203E-4,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,0.009815784049946793,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,0.0052445490500315824,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,0.002100562598234352,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
raw,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,0.0033756904725544806,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,0.003103381141898438,0.012446084425126965,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,0.020149123038130056,0.009188977636663305,0.002387147341032808,1.2103035562349393E-6,0.014753091953488213,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.007707889148208534,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,0.006563977038384747,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,0.008792171582869258,0.002241685496675542,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,0.014691347402835866,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,0.009681747167203252,0.0016449233327691403,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,0.007274463747669917,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,0.016490828875556782,1.3955974482896256E-6,2.9802794906106294E-6,0.001991885206919264,2.441769892488872E-6
