,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S0-T30,S0-T31,S0-T32,S0-T33,S0-T34,S0-T35,S0-T36,S0-T37,S0-T38,S0-T39,S0-T40,S0-T41,S0-T42,S0-T43,S0-T44,S0-T45,S0-T46,S0-T47,S0-T48,S0-T49,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29,S1-T30,S1-T31,S1-T32,S1-T33,S1-T34,S1-T35,S1-T36,S1-T37,S1-T38,S1-T39,S1-T40,S1-T41,S1-T42,S1-T43,S1-T44,S1-T45,S1-T46,S1-T47,S1-T48,S1-T49
email,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,0.013909001302067486,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,0.008343540881403818,1.16926379643585E-6,0.0020730616976728043,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,0.003174858422049873,1.24032699981023E-6,1.3454622268207132E-6,9.513047891211026E-4,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,0.001054528943711752,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.013541530185203E-4,1.3712925392086819E-6,1.4700715483822597E-6,0.0011320468787284885,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,0.004923392924816952,0.006868209682098538,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,0.001991885206919264,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,0.005809822685218347,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,0.012122490237286657,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
intern,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,0.0010327690074377939,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,0.0057881572075649665,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,0.007406592406788125,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,0.0077608604842745905,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,0.03115234361172351,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,0.001901093746142261,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,0.0024382579974131565,2.4842313415594517E-6,1.9359622409924516E-6,0.0065747634909184135,0.004970946914460462,3.0718285673913114E-6,0.002083077544174354,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
starter,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,0.00878155734980351,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,0.006087587620332939,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,0.0011449958192210595,1.2372577913216263E-6,0.0013707840857582242,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,0.0056557107297913805,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
interv,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,0.0017401462696374896,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,0.00124156732681004,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,0.001991885206919264,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,0.03916639537473779,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
closer,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,0.010673396900606326,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,0.005150062155922571,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,0.0041881879423171665,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
flower,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,0.0028948019425987246,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,0.003405432578449206,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,0.0017183398879731656,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,0.0365728078161601,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
pull,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,0.0071701800787979135,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,0.0073270538386817465,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,0.001937898203233444,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,0.0103854516456611,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
remov,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,0.008813803624812605,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,0.009419581049971813,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,0.026904489839841755,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.006306582149170531,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,0.006437246898424717,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,0.009497871952504943,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,0.0029317006061192106,2.2394460506249177E-6,2.1952017280628004E-6,0.003888918041198043,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,0.007309902347888995,2.4842313415594517E-6,1.9359622409924516E-6,0.0016449233327691403,0.009939409597579366,3.0718285673913114E-6,0.008326067187054538,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,0.002426437258053178,2.869119381188332E-6,0.008308776651527707,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
assist,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,0.0010381243654322215,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,0.006467599280429466,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,0.0075300033371890835,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,0.0044811315473004595,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
tv,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,0.005216961993188917,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,0.0028948019425987246,2.768250382710616E-6,0.05142874345083469,1.7786030495927888E-6,1.0579334961845628E-6,0.00248189432662027,1.3454622268207132E-6,0.002852013658493935,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,0.006052728084730932,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.005605928649651529,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,0.0023035907018702576,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,0.029303820001494424,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,0.0016235793680529536,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,0.00398178051852692,2.441769892488872E-6
firmwar,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,0.0023277297692669862,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,0.017049496388160043,0.01470126176183625,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,0.02867355252437646,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,0.002241685496675542,2.1952017280628004E-6,1.9434872769605414E-6,0.002298301644628839,1.6905056133238892E-6,2.0984641341002523E-6,0.005241564330115503,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,0.019851490143729354,1.9247833175180307E-6,0.014546503482095028,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
