,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
hit,1.2216351586598661E-6,1.79026988318489E-6,7.706683621370634E-7,1.5833432292285159E-6,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,4.0538726338266843E-4,1.2729529325653183E-6,2.214471571721198E-6,2.573505758219134E-6,7.98355387900924E-7,2.377697200261547E-6,2.5279656196675726E-6,1.5808402165751095E-6,0.002596122673928548,2.306406042783832E-6,1.3744287530495137E-6,7.665331621409271E-7,0.006140505697732418,0.001189720583049753,2.0178580436866267E-6
general,1.2216351586598661E-6,1.79026988318489E-6,7.714390304992003E-4,1.5833432292285159E-6,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,5.06708748856967E-4,1.2729529325653183E-6,2.214471571721198E-6,2.573505758219134E-6,0.001597509131189749,2.377697200261547E-6,2.5279656196675726E-6,1.5808402165751095E-6,2.5935291447837647E-6,2.306406042783832E-6,1.3744287530495137E-6,7.665331621409271E-7,0.0015362774814871654,0.0013596563897987535,2.0178580436866267E-6
hot,1.2216351586598661E-6,1.79026988318489E-6,7.706683621370634E-7,0.00316826980168626,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,5.06708748856967E-4,1.2729529325653183E-6,2.214471571721198E-6,2.573505758219134E-6,7.98355387900924E-7,2.377697200261547E-6,2.5279656196675726E-6,0.0015824210567916845,2.5935291447837647E-6,2.306406042783832E-6,1.3744287530495137E-6,7.665331621409271E-7,0.0015362774814871654,8.498489695517519E-4,0.0020198759017303132
cheaper,0.001222856793818526,0.0035823300362529645,7.714390304992003E-4,1.5833432292285159E-6,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,0.0015421073926362636,1.0620502880811405E-6,4.0538726338266843E-4,0.0012742258854978835,2.214471571721198E-6,2.573505758219134E-6,7.99153743288825E-4,2.377697200261547E-6,2.5279656196675726E-6,1.5808402165751095E-6,0.002596122673928548,2.306406042783832E-6,1.3744287530495137E-6,7.665331621409271E-7,1.5347427387484173E-6,5.099773560537507E-4,2.0178580436866267E-6
amateur,0.001222856793818526,1.79026988318489E-6,7.714390304992003E-4,1.5833432292285159E-6,0.0016584517251377207,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,9.119946907541611E-4,1.2729529325653183E-6,0.002216686043292919,2.573505758219134E-6,7.98355387900924E-7,2.377697200261547E-6,2.5279656196675726E-6,1.5808402165751095E-6,2.5935291447837647E-6,2.306406042783832E-6,0.0013758031818025631,7.665331621409271E-7,1.5347427387484173E-6,3.4004154930475014E-4,2.0178580436866267E-6
event,1.2216351586598661E-6,1.79026988318489E-6,7.706683621370634E-7,1.5833432292285159E-6,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.714390304992003E-4,1.0620502880811405E-6,6.080302343312655E-4,0.0012742258854978835,2.214471571721198E-6,0.0025760792639773528,7.99153743288825E-4,2.377697200261547E-6,2.5279656196675726E-6,0.0015824210567916845,2.5935291447837647E-6,2.306406042783832E-6,1.3744287530495137E-6,7.665331621409271E-7,1.5347427387484173E-6,0.0010197847763007526,2.0178580436866267E-6
call,1.2216351586598661E-6,1.79026988318489E-6,0.002312775754773327,1.5833432292285159E-6,0.0016584517251377207,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.714390304992003E-4,1.0620502880811405E-6,2.0274429243407135E-4,1.2729529325653183E-6,2.214471571721198E-6,2.573505758219134E-6,0.003992575294892522,2.377697200261547E-6,0.00253049358528724,1.5808402165751095E-6,2.5935291447837647E-6,2.306406042783832E-6,1.3744287530495137E-6,7.67299695303068E-4,1.5347427387484173E-6,8.498489695517519E-4,2.0178580436866267E-6
reduct,1.2216351586598661E-6,0.0035823300362529645,7.706683621370634E-7,1.5833432292285159E-6,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,6.080302343312655E-4,1.2729529325653183E-6,2.214471571721198E-6,2.573505758219134E-6,7.98355387900924E-7,2.377697200261547E-6,0.00253049358528724,1.5808402165751095E-6,0.002596122673928548,2.306406042783832E-6,0.0013758031818025631,7.665331621409271E-7,1.5347427387484173E-6,0.0010197847763007526,2.0178580436866267E-6
weak,0.001222856793818526,1.79026988318489E-6,7.706683621370634E-7,1.5833432292285159E-6,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.086159507530155E-7,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,3.040657779083699E-4,0.0012742258854978835,0.002216686043292919,0.005149585022196487,7.98355387900924E-7,2.377697200261547E-6,2.5279656196675726E-6,1.5808402165751095E-6,2.5935291447837647E-6,0.0023087124488266157,1.3744287530495137E-6,7.665331621409271E-7,1.5347427387484173E-6,0.001189720583049753,2.0178580436866267E-6
rock,1.2216351586598661E-6,0.007162869802622746,7.706683621370634E-7,0.00316826980168626,1.6567949302075135E-6,1.41327774440872E-6,2.0097472742802592E-6,9.095245667037683E-4,2.042587958943982E-6,7.706683621370634E-7,1.0620502880811405E-6,6.080302343312655E-4,1.2729529325653183E-6,2.214471571721198E-6,2.573505758219134E-6,7.98355387900924E-7,0.0023800748974618082,2.5279656196675726E-6,1.5808402165751095E-6,2.5935291447837647E-6,2.306406042783832E-6,1.3744287530495137E-6,7.665331621409271E-7,1.5347427387484173E-6,1.6993580674900056E-7,2.0178580436866267E-6
