,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S0-T30,S0-T31,S0-T32,S0-T33,S0-T34,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29,S1-T30,S1-T31,S1-T32,S1-T33,S1-T34
corner,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.002114513482225333,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,0.002431457764663084,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,0.0032529790068495748,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
model,7.013541530185203E-4,0.004208749249940458,8.141737886518829E-7,0.002670709880291869,9.57635177387552E-7,0.0010786276807995287,0.006164644451265287,0.0059027027792629945,7.260903880880515E-7,0.0010589914296807472,9.155505342695142E-7,0.021070562840338418,0.003443648049666756,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,0.02044592374665087,9.056010519461819E-7,9.928130265011581E-7,0.009240126475097327,7.046029597551927E-7,0.0029016503922207532,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,0.0058437625964142936,0.009562752275157401,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,0.00479426365933767,1.6325491111586366E-6,1.3878499290114763E-6,0.0010699714282354877,1.3820955055636254E-6,0.002627573899695222,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,0.011143111269564509,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,0.0018518552777875416,1.895594448941216E-6
moder,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,0.0019162279899524915,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,0.004232791918234436,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,0.002454494939520803,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,0.0022072961008847937,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
sky,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,0.021356336229160524,9.57635177387552E-7,3.5942275268228213E-7,0.0036992797437006846,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.266467883496151E-4,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,0.001931021704452351,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.0014099105224701406,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,0.0061396691871107465,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,0.0018116368256358374,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
decid,7.013541530185203E-4,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.585928125649395E-4,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,0.014649724098846498,1.0534754682435087E-6,0.0013778723750016353,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.659933663952041E-4,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.606218556940521E-4,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,8.000070330288617E-4,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,0.00525383466900579,0.052834404752470324,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,0.005420909034739995,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
reduct,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,0.002875741444210939,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.002114513482225333,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,0.007791034371294099,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,0.0017889727078898878,0.0030385444142260365,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
christma,7.006534995190013E-7,8.415815336813554E-7,0.017098463735478193,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.250641464707283E-4,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,0.004782172900807759,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,0.0015554612851746358,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
closeup,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,0.001233915036136083,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.266467883496151E-4,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.250641464707283E-4,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.002114513482225333,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,0.022080641382465755,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
experi,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,0.004931962097482986,1.180304494953608E-6,0.005083358807004449,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.005637528281001297,9.668944992405043E-7,5.42229071177868E-7,0.0011057853229920495,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,0.016327123660697523,1.3878499290114763E-6,0.0010699714282354877,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,0.005363343752624929,1.5185129506376997E-6,0.004336944020794785,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,0.001672405641069337,1.8500052725150267E-6,1.895594448941216E-6
stereo,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,0.02142193679545273,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,0.0010699714282354877,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
slr,0.02031965213955056,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.754063137339352E-4,1.013953007333922E-6,9.65028338057147E-7,8.717697273825396E-4,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,0.010560050262697832,7.046029597551927E-7,9.668944992405043E-7,0.0037961457273162536,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,0.0022758317135613865,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,0.018048065833359307,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,0.002169013992904365,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,0.005777291964784655,1.670734906163174E-6,0.025901923820482887,1.895594448941216E-6
viewer,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.005637528281001297,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,0.0013337081750581913,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,0.0015627463745376939,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
8x10,0.0014020076525375217,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,0.009745293250402683,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,0.005142758238952324,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,0.002666083974317124,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
crystal,7.013541530185203E-4,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,0.0036992797437006846,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,0.002747567153342812,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,0.001320583749494304,0.003523719401735719,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
optim,7.013541530185203E-4,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.266467883496151E-4,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,0.0033151466076914494,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,0.0030385444142260365,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
amaz,7.006534995190014E-5,0.006816810422818978,0.004966460110776485,1.334687596347761E-4,0.0020110338725138595,0.003989592554773332,0.011217409419418936,0.001298334944448969,0.004429151367337114,0.008569261319094959,9.155505342695143E-5,0.0011588230150678597,0.0021346348638206247,0.0028697353085752318,0.00286178765720215,0.013739489534114371,0.06600834077743832,0.016501984580777215,8.708988285539858E-5,0.002555143710348909,1.0222450750787896E-4,9.961611571408001E-4,0.001092094329151274,0.004025767552181537,0.006411886933772253,0.009765634442329094,0.01252549154420875,0.00121514870658467,0.009670414684964263,0.002575931720636525,0.0026574238932778565,0.002875770809282988,0.0035257762678862063,9.744318818520832E-5,8.102158496044931E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plate,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,0.0032977838661632213,0.0010232673201538683,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,0.0018587326080376722,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
