,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
bang,4.036752206791513E-7,0.003281863869917998,3.862138643825464E-7,0.002552092617522571,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.024535084641407E-4,8.32959195827874E-7,0.01169246118480922,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
curv,8.077541165789816E-4,4.687707284556489E-7,3.862138643825464E-7,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,0.010232080017381478,8.32959195827874E-7,6.501946361865467E-4,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
playback,4.036752206791513E-7,4.687707284556489E-7,0.0011590278070120216,3.645325835627155E-7,2.9967915469521786E-4,7.288982853587611E-4,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,0.005297398907943251,5.67363332102155E-7,6.355101462372398E-7,5.544050834681499E-4,8.49950575374042E-7,6.024535084641407E-4,8.32959195827874E-7,6.495450910954514E-7,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
stick,4.036752206791513E-7,4.687707284556489E-7,0.0038625248576898462,3.645325835627155E-7,0.0032934769038981937,3.6426700917479316E-7,3.6559876486113277E-7,9.661201214716575E-4,0.0010222313341600852,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,0.0019071659488579563,0.001662107547939978,0.004250602827445584,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,0.009833715643315985,0.002921421003710008,5.179714355053118E-4,5.982510728137363E-7,0.0012926769698893706
band,4.036752206791513E-7,4.687707284556489E-7,3.862138643825464E-7,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,0.0019867315071912662,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
lumix,4.036752206791513E-7,4.687707284556489E-7,3.862138643825464E-7,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,6.048535187451692E-4,0.0012294733115791436,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
usbav,4.036752206791513E-7,4.687707284556489E-7,3.862138643825464E-7,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,5.462871864516408E-7,7.301727077505643E-7,0.004140149306171828,5.982510728137363E-7,4.307487403829959E-7
benefit,4.036752206791513E-7,4.687707284556489E-7,3.862138643825464E-7,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,3.0729150501853123E-7,3.0181945824010883E-7,2.8001486318893805E-7,9.935312869656706E-4,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,0.003590104687955232,4.307487403829959E-7
highest,4.036752206791513E-7,4.687707284556489E-7,0.0011590278070120216,3.645325835627155E-7,0.0017965780292967062,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0257789718336547E-4,0.0012294733115791436,3.0181945824010883E-7,5.60309741241065E-4,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,0.003248375000568352,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
qualiti,0.0020187797786164357,0.03328319049107953,0.025490501263112444,0.009478211705214165,0.008382933077543253,0.0145710446340009,0.009505933485154314,0.05311922231354381,0.017579067580304236,0.030227864431801935,0.027656542743172828,0.0428586648895537,0.01708118666938841,0.004966332167868052,0.004539474020149341,0.006991247118755874,5.53851232235914E-7,0.016149910882682174,0.004815415106115475,0.005831547329990946,0.010393371002618317,0.0027319822194446556,0.002921421003710008,0.004140149306171828,0.0029918536151414955,0.0025849231910383586
mic,4.036752206791513E-7,4.687707284556489E-7,7.728139426294753E-4,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,6.13420562650353E-4,3.0227562156180374E-7,3.075987965235497E-4,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,0.0032782694058962965,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,0.005169415633336333
cute,4.036752206791513E-7,4.687707284556489E-7,3.862138643825464E-7,3.645325835627155E-7,2.9937977492029764E-7,3.6426700917479316E-7,3.6559876486113277E-7,3.219327295806923E-7,2.0440538575486605E-7,3.0227562156180374E-7,0.0018440563216162058,3.0181945824010883E-7,2.8001486318893805E-7,3.3106674007519847E-7,5.67363332102155E-7,6.355101462372398E-7,5.53851232235914E-7,8.49950575374042E-7,6.018516568073334E-7,8.32959195827874E-7,6.495450910954514E-7,5.462871864516408E-7,7.301727077505643E-7,5.174539815237882E-7,5.982510728137363E-7,4.307487403829959E-7
