,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24
loud,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.097139792548203E-4,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.0010656055824807482,1.019119704781404E-6,0.00338828180089525,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,0.002553797577402018,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
booni,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,0.01163463379088541,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
averag,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,0.0142626547251761,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.0019291600103736937,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.003926741825067938,4.714225978307961E-7,0.0033921944591330617,3.550834996603626E-7,0.0010201388244861851,0.00242033956381619,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,0.0012199298266139696,0.011788526846696764,0.0010399578614476918,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
whistl,0.0036276499345016047,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
float,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,0.0016186190534354602,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,0.003109368662971475,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,0.0034356942961978948,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
manipul,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.0013093501736312185,4.714225978307961E-7,0.001017895767609071,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.0011704909920159763,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.0011202644764246438,1.4608371473356523E-6,1.0044809896950295E-6
hassl,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,0.0015536422056360594,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.021343587696270993,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,0.0013110004858952848,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
backhand,6.045075711550749E-7,7.897403254835778E-7,8.825300487816059E-4,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,0.008898764721061218,7.651507102295527E-4,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
edg,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,0.0011653287325953047,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,0.0016962668223302114,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
anticip,6.045075711550749E-7,0.0023700107167762166,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.215771759588649E-4,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,0.00105026193564167,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
histogram,0.001209619649881305,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3952471288793066E-4,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.012910700895820401,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.0011202644764246438,1.4608371473356523E-6,1.0044809896950295E-6
vga,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,0.0026248675363038446,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.651507102295527E-4,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,7.105220828203855E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
spend,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.097139792548203E-4,0.01201477200900524,7.208563196392258E-7,5.09362334387204E-7,7.740255281506357E-4,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.002618045999349578,4.7189402042862677E-4,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,9.684262081975996E-4,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.0015627463745376939,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.0021526799843793534,0.0025769853993726274,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
cmos,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,0.004663276040768314,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,0.003064634606855866,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
spent,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.001420689082141111,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,0.0020532785245126156,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,0.0014622979844829877,1.0044809896950295E-6
improv,6.0511207872623E-4,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,0.0013355679567812612,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,0.0014852598536711004,6.838827305249006E-7,0.011547632606722832,9.640979562087426E-7,3.883134730407547E-7,8.097139792548203E-4,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,0.00338828180089525,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,0.0010688289542667203,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
inconveni,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,7.105220828203855E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.0012566867410133088,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,0.009610918498855894,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
jack,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,0.0024755844350825206,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.0019248917068046508,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.0018939196754686764,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
egg,0.01027723321720743,7.897403254835778E-7,0.013225607654118753,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.001420689082141111,1.019119704781404E-6,0.00242033956381619,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,0.0018399340161594205,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,0.009169145256496394,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.0010768778932352487,0.0034356942961978948,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,0.0014622979844829877,1.0044809896950295E-6
year,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,0.008898764721061218,6.674502532639986E-7,0.0014424334955980907,0.008659669046916856,0.0015472778040253965,1.008838433516034E-6,0.003712036245981597,6.838827305249006E-7,0.008398421405398484,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.7189402042862677E-4,0.0020354523496907816,0.0017757725818014736,0.002039258529267589,0.00242033956381619,8.24919838414702E-7,0.008774880245493083,1.553907377796839E-6,1.1408505497188375E-6,0.012555568528345756,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,0.0012199298266139696,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,0.013555725602836093,9.61964870966842E-7,1.0261261991567295E-6,0.0010768778932352487,0.013740201058101104,9.464865944371197E-7,1.2762606583718233E-6,0.0022986674469318803,1.1191453310935506E-6,1.4608371473356523E-6,0.014063738336720108
yeah,6.045075711550749E-7,0.0023700107167762166,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,6.787102402485008E-4,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,0.002009966460379754
10mp,6.045075711550749E-7,0.006318712344194105,0.0035274752499252805,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.098716967215912E-4,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,0.0019419556786768142,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,7.105220828203855E-4,0.006115737348393205,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
neat,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.0019291600103736937,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.550022607720389E-4,4.714225978307961E-7,0.003731379986493632,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
instruct,0.002418634792191455,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,0.007209284052711897,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,0.007537017297207677,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.0011704909920159763,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.003354800629150881,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.0022394098075181946,1.4608371473356523E-6,1.0044809896950295E-6
