,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24
boat,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,7.7701525955455E-4,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,0.005775263788741329,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,0.0036979122383520692,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,0.0017182765025473598,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
graini,6.045075711550749E-7,0.0031597510422597948,8.816484003812247E-7,6.652302128936251E-7,8.097139792548203E-4,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,0.0020186857054655836,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.004821453878999922,0.005436776936043605,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.7189402042862677E-4,0.006105678678017624,3.550834996603626E-7,1.019119704781404E-6,0.0048401951565138395,8.24919838414702E-7,0.0017554440115142152,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.006246301942582732,1.1178942449686374E-6,9.19507254452484E-7,0.0050483320063744504,1.03248294596294E-6,1.2187111154984711E-6,0.023575744002598428,0.0020788768039528786,0.02028853042959236,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.0580943887238728,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
movement,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,0.0014424334955980907,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.006626352647654275,0.001277536919030195,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
onoff,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,0.03729533097450194,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.0022369063841822436,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
rma,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.25393402087612E-4,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.003767549360420519,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,0.0261951255927988,1.0389189425051868E-6,0.0010688289542667203,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.003358555138611745,1.4608371473356523E-6,0.0010054854706847245
glove,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.658954431065186E-4,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,0.0018861618139210151,6.787102402485008E-4,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.007572839242091394,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
mode,0.001209619649881305,0.0039494913677433725,0.0026458268495440553,0.019957571617021646,0.00323642920179674,0.0020030182100452595,0.00504671509379422,0.0142626547251761,0.005413539183399201,0.0020186857054655836,7.430010562342686E-4,0.008891159379554231,0.0036746046034119603,0.006749649791417407,0.02562907753416285,0.016178910388686976,0.016817263512248146,8.373533270978422E-7,0.06543544563383083,0.02168591092281445,0.015263687916753017,0.007457108576367276,0.011211335872300223,0.00532416627505337,0.0033005042734972232,0.006435068167500127,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.00312393156388604,0.01565163732380589,9.204267617069364E-4,0.0012630293272633901,0.036137935591648865,0.03168770771407575,1.3096907951001848E-6,0.0322075261366033,1.0677611930736467E-6,0.02432580781966688,0.01971685895563861,0.0028868565777714927,0.0020532785245126156,0.0010768778932352487,8.595676057220925E-4,0.014198245403151233,0.01531640416112025,0.006128503246551807,0.003358555138611745,0.01607066945783951,1.0044809896950295E-6
rear,0.0018141272210363798,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,0.0016186190534354602,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,9.684262081975996E-4,8.24919838414702E-7,5.855379725177371E-4,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,0.01708524685037142,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,0.0017182765025473598,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,0.0014622979844829877,1.0044809896950295E-6
smudg,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,0.0015295370341352,8.3819068042494E-4,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.001420689082141111,1.019119704781404E-6,4.844550896580695E-4,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.011180060343931342,9.19507254452484E-7,1.2617675597036865E-6,0.002065998374871843,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
buffer,0.00302314236334653,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,0.0013355679567812612,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.25393402087612E-4,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,0.008153976757956012,4.8397111853953E-7,8.24919838414702E-7,0.0017554440115142152,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.0015627463745376939,0.001119012139213606,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
read,0.0066501877902769785,0.0015802703912926389,0.012343959253737527,6.652302128936251E-7,8.089050741806398E-7,0.0026704684633092586,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,0.011134624220349915,6.845666132554253E-4,5.248685335540581E-7,0.0028932579665824363,0.0019419556786768142,8.089050741806398E-7,7.643863239056472E-7,0.01256113725979473,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.0010656055824807482,1.019119704781404E-6,0.0014523973267371296,8.24919838414702E-7,0.006435068167500127,1.553907377796839E-6,1.1408505497188375E-6,0.0012566867410133088,0.021858153836066187,0.004472694874119519,0.02666662988637649,0.003786564446670763,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.004304284166667564,8.587088968252674E-7,0.018930678375336834,1.2762606583718233E-6,0.0038306017667798513,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
simplic,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,0.0020186857054655836,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,0.002293923358040847,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.844550896580695E-4,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
touch,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,0.003337918716573257,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.430010562342686E-4,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.7189402042862677E-4,0.0027138234044119217,0.002841023080782561,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,0.009127945248300417,1.2554313097036053E-6,1.5611851893483458E-6,0.001119012139213606,9.19507254452484E-7,1.2617675597036865E-6,0.005163447212760664,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.0018939196754686764,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
rememb,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,6.787102402485008E-4,7.105220828203855E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.0011704909920159763,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.001119012139213606,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,0.0017182765025473598,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
real,6.045075711550749E-7,0.00473923169322695,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,0.0036050024545157687,0.01680946639711212,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.845666132554253E-4,5.248685335540581E-7,9.640979562087426E-7,0.0034952095708398324,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,0.00290431068235572,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,0.0018399340161594205,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,0.005844809426489945,1.0044809896950295E-6
unit,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,0.0038670346316496797,1.008838433516034E-6,7.430010562342686E-4,6.838827305249006E-7,0.00105026193564167,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.5543858316002295E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,0.007183909520296264,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,0.003064634606855866,1.1191453310935506E-6,1.4608371473356523E-6,0.0010054854706847245
panorama,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,0.0020379586998832033,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.0021308560814618364,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.0019248917068046508,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
sensor,6.045075711550749E-7,7.897403254835778E-7,0.0017641784491628306,0.005987737146255518,8.089050741806398E-7,0.004672819223101254,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,0.0030275241389816176,7.422587974368319E-7,6.838827305249006E-7,0.01207250114027689,9.640979562087426E-7,0.005436776936043605,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.0019636980864903984,4.714225978307961E-7,6.787102402485008E-4,3.550834996603626E-7,1.019119704781404E-6,0.00629210851213243,8.24919838414702E-7,0.0029253500505106935,0.020202349818736705,1.1408505497188375E-6,1.2554313097036053E-6,0.00312393156388604,1.1178942449686374E-6,0.0036789485250643887,1.2617675597036865E-6,1.03248294596294E-6,0.0012199298266139696,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.009465812430965634,1.2762606583718233E-6,0.006128503246551807,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
bodi,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,0.0026615860817873938,8.089050741806398E-7,0.006675169982893249,0.0036050024545157687,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.650620541649512E-4,3.883134730407547E-7,8.089050741806398E-7,0.002293923358040847,8.3819068042494E-4,6.543479128591798E-7,0.0018861618139210151,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,9.684262081975996E-4,8.24919838414702E-7,0.0023403970310124545,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.007807487131931077,0.01676953156877453,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,0.0031177957464580655,1.0677611930736467E-6,1.057597835731789E-6,0.0012334588972310633,9.629268358378088E-4,0.003079404723669345,0.0021526799843793534,8.587088968252674E-7,0.015144731997588354,1.2762606583718233E-6,0.0022986674469318803,1.1191453310935506E-6,0.018992343752510812,1.0044809896950295E-6
disappoint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8495301949823904E-5,1.553907377796839E-4,0.01494514220131677,0.0038918370600811766,1.5611851893483457E-4,0.0023475779144341387,9.19507254452484E-5,0.005173246994785114,1.0324829459629401E-4,0.0025592933425467894,1.3096907951001848E-4,1.0389189425051869E-4,0.0011745373123810115,1.057597835731789E-4,1.232226670560503E-4,0.0010581613580635263,1.0261261991567295E-4,1.0758020911441049E-4,8.587088968252674E-5,9.464865944371198E-5,1.2762606583718232E-4,7.659671599239855E-5,0.0034693505263900066,1.4608371473356522E-4,1.0044809896950296E-4
resolv,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,0.0038670346316496797,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.629268358378088E-4,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,0.00292313513181864,1.0044809896950295E-6
today,0.004836665076811754,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.550022607720389E-4,4.714225978307961E-7,0.001017895767609071,7.105220828203855E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.0019248917068046508,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
ant,6.045075711550749E-7,7.897403254835778E-7,0.004409123650306505,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.8870178651379537E-4,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
reason,0.002418634792191455,7.897403254835778E-7,0.00529077205068773,6.652302128936251E-7,8.089050741806398E-7,0.0026704684633092586,7.208563196392258E-7,0.01833755340027373,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.8870178651379537E-4,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,0.001414739216090219,3.3952471288793066E-4,7.105220828203855E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.005850115148001888,1.553907377796839E-6,1.1408505497188375E-6,0.01130013721864215,1.5611851893483458E-6,0.011180060343931342,9.19507254452484E-7,1.2617675597036865E-6,0.0010335154289089028,1.2187111154984711E-6,1.3096907951001848E-6,0.0031177957464580655,1.0677611930736467E-6,0.005289046776494677,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,0.0022986674469318803,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
thought,6.045075711550749E-7,0.00473923169322695,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,0.0036050024545157687,5.098716967215912E-4,7.740255281506357E-4,0.0010098472719495498,0.010392365422913084,6.838827305249006E-7,0.0031497360698579027,0.008677845703834891,3.883134730407547E-7,0.00404533427597738,0.003058309681946495,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.003767549360420519,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,0.003098481320834783,1.2187111154984711E-6,1.3096907951001848E-6,0.04259671556165516,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.0019248917068046508,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.0037868928643429163,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
