,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
pure,1.1186986223673945E-7,4.4363686760784524E-8,1.1503564149280371E-7,5.254872343911637E-8,9.42742474588805E-5,7.925840761299197E-8,1.271139365431975E-7,2.5895143053558526E-4,1.4371533280364924E-4,3.0244138667788765E-4,7.6993211816487E-8,9.512794613627383E-8,2.0990067919661773E-7,2.6628303465829313E-4,0.0014179436869452566,1.1641058858147676E-4
owner,3.3572145657245506E-4,1.3313542396911436E-4,1.1503564149280371E-7,2.6279616591902096E-4,9.418006739148902E-8,7.925840761299197E-8,1.271139365431975E-7,3.698777753686406E-8,4.308588548888625E-4,1.5114512077855455E-7,3.8504305229425146E-4,9.512794613627383E-8,2.0990067919661773E-7,2.6628303465829313E-4,2.026501905276379E-4,3.4911541333205505E-4
tvs,0.0026849885635439833,0.004125867232439722,0.001955720941019156,9.459295706275338E-4,0.001977875595288661,0.002932640340088316,0.0019068361620845058,0.0017754503095470113,0.0014358611821871088,0.0016627474736848787,0.0033877783131372437,5.708628047637793E-4,0.0033586207678250805,0.0023944191757835132,0.0024306882672932724,0.0019780491865861024
buyer,1.1186986223673945E-7,9.316817856632359E-4,1.1503564149280371E-7,5.254872343911637E-8,9.418006739148902E-8,7.933766602060495E-5,1.271139365431975E-7,1.4798809792499309E-4,1.4357176104260665E-7,1.512962658993331E-4,7.6993211816487E-8,9.512794613627383E-8,0.0027289187302352268,0.0013303511052209034,1.0127445803480156E-7,5.82343823938322E-5
plain,1.1186986223673945E-7,4.4368123129460605E-4,1.151506771342965E-4,5.254872343911637E-8,9.418006739148902E-8,7.925840761299197E-8,1.271139365431975E-7,7.401254285126497E-5,1.4357176104260665E-7,1.5114512077855455E-7,7.6993211816487E-8,9.52230740824101E-5,2.0990067919661773E-7,2.660170176406525E-7,1.0127445803480156E-7,5.82343823938322E-5
hang,1.1186986223673945E-7,1.774991107298989E-4,1.1503564149280371E-7,7.357346768710682E-4,9.418006739148902E-8,0.0021400562639583964,2.543549870229382E-4,1.1100032038812902E-4,4.308588548888625E-4,1.5114512077855455E-7,6.160226877437124E-4,9.512794613627383E-8,2.0990067919661773E-7,2.660170176406525E-7,1.0127445803480156E-7,5.817620618764456E-8
alot,1.1186986223673945E-7,4.8804491805539053E-4,2.3018631862710022E-4,2.102474424799046E-4,9.418006739148902E-8,7.925840761299197E-8,1.271139365431975E-7,1.4798809792499309E-4,1.4357176104260665E-7,1.5114512077855455E-7,7.6993211816487E-8,9.512794613627383E-8,2.0990067919661773E-7,2.660170176406525E-7,6.077480226668442E-4,5.82343823938322E-5
perform,7.832009055194129E-4,0.001020409159184805,3.4522196011990393E-4,0.0010510270175057665,0.002354595864854617,7.926633345375326E-4,3.814689235661357E-4,8.877436486622743E-4,1.4357176104260665E-7,3.0244138667788765E-4,7.700091113766864E-4,5.708628047637793E-4,6.299119382690497E-4,0.0037245042639867756,7.090224807016457E-4,5.236440318949887E-4
help,0.0030205981502542016,0.0031055024369416777,5.752932431055114E-4,7.882834003101846E-4,6.593546518078147E-4,0.002536348302023356,5.085828601093333E-4,0.0017754503095470113,1.4357176104260665E-7,3.0244138667788765E-4,0.0055435882439988805,0.0021880378890804346,0.003568521447021698,2.6628303465829313E-4,0.0014179436869452566,0.0013381109185220126
glitchi,1.1198173209897617E-4,4.4363686760784524E-8,1.151506771342965E-4,2.102474424799046E-4,9.418006739148902E-8,7.925840761299197E-8,1.271139365431975E-7,7.401254285126497E-5,1.4357176104260665E-7,1.5114512077855455E-7,7.6993211816487E-8,9.52230740824101E-5,2.0990067919661773E-7,2.660170176406525E-7,1.0127445803480156E-7,1.7458679476912132E-4
elimin,7.832009055194129E-4,4.4363686760784524E-8,1.1503564149280371E-7,3.1534488935813733E-4,9.418006739148902E-8,1.5859607363359694E-4,3.814689235661357E-4,3.702476531440091E-5,1.4357176104260665E-7,1.5114512077855455E-7,7.6993211816487E-8,3.8060691249123163E-4,4.2001125907243205E-4,2.660170176406525E-7,7.090224807016457E-4,5.817620618764456E-8
readi,1.1198173209897617E-4,8.429544121416669E-4,1.1503564149280371E-7,5.254872343911637E-8,6.593546518078147E-4,7.933766602060495E-5,1.271139365431975E-7,6.288292059042259E-4,4.308588548888625E-4,1.5114512077855455E-7,7.6993211816487E-8,9.52230740824101E-5,0.0010497132966622853,2.660170176406525E-7,2.026501905276379E-4,0.0019198729803984581
advic,1.1186986223673945E-7,1.3313542396911436E-4,1.1503564149280371E-7,5.254872343911637E-8,9.418006739148902E-8,7.925840761299197E-8,1.272410504797407E-4,1.8497587546185715E-4,1.4357176104260665E-7,1.5114512077855455E-7,3.080498404777645E-4,1.9035102021868394E-4,2.0990067919661773E-7,2.660170176406525E-7,3.0392464856243944E-4,5.817620618764456E-8
