S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,
0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,5.509641873278238E-4,0.9922865013774106,5.509641873278238E-4,
0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.9348837209302325,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,4.962779156327543E-4,0.3478908188585608,4.962779156327543E-4,4.962779156327543E-4,4.962779156327543E-4,4.962779156327543E-4,4.962779156327543E-4,0.09975186104218361,0.09975186104218361,0.4471464019851117,4.962779156327543E-4,4.962779156327543E-4,4.962779156327543E-4,4.962779156327543E-4,4.962779156327543E-4,
0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.32063492063492066,0.0031746031746031746,0.32063492063492066,0.0031746031746031746,0.0031746031746031746,0.32063492063492066,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,
0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.9348837209302325,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,
0.0024096385542168672,0.725301204819277,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.2433734939759036,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.0024096385542168672,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.9348837209302325,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,
0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.638095238095238,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.32063492063492066,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,
0.004651162790697674,0.004651162790697674,0.9348837209302325,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,
0.001226993865030675,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.49202453987730055,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.49202453987730055,0.001226993865030675,0.001226993865030675,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.46976744186046515,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.46976744186046515,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,
0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,
0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.32063492063492066,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.638095238095238,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.8782608695652174,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,
