,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
respond,2.013460790770618E-7,8.455534836676694E-8,2.0577939666715572E-7,1.8343329530761122E-7,5.214982936179625E-4,3.1599839852011633E-7,4.645098817086348E-4,1.626658195030787E-7,8.388368315615083E-4,1.6887181313498793E-4,1.5051334674470905E-4,5.674498584022571E-4,5.755668009847629E-4,4.7017635314956465E-4,1.8096195250078836E-4,8.261236793543252E-4,3.459390863821303E-4,0.0012731318683300334,0.0025869686899384404,0.0014881151663974099,2.206997880973363E-4,2.775487977090717E-4,5.219673656925276E-4,2.3323218053663457E-7,0.0023080741437806526,5.262226392497921E-4
lose,6.042395833102624E-4,3.3830594881543454E-4,2.0577939666715572E-7,1.8343329530761122E-7,0.001737922170767492,3.1599839852011633E-7,0.001702790139512393,1.626658195030787E-7,8.388368315615083E-4,1.6887181313498793E-4,3.0087633050565713E-4,1.8927601074996976E-4,2.879272202827324E-4,1.1751470960998865E-7,9.043575837120859E-8,0.0016520821670111187,3.455934928892411E-7,0.001485285154170732,1.9898228520409513E-7,4.059479696717232E-4,0.0011026170232515274,0.001941177954806405,0.0018262336467833012,2.3323218053663457E-7,1.9232348502463567E-7,0.0023670814472200796
technolog,2.013460790770618E-7,0.0015220808259501718,2.0577939666715572E-7,5.504833192181412E-4,1.7377483959278992E-7,3.1599839852011633E-7,0.001083650010610514,8.134917633348965E-4,0.0011183559357139604,8.436842532348399E-4,0.0018045061681151381,3.783629345761134E-4,2.8763958070203045E-7,1.1751470960998865E-7,4.522692276144141E-4,4.957402842916076E-4,3.455934928892411E-7,2.1215328584069876E-7,1.991812674892992E-4,8.117606684438557E-4,0.001543575640828623,8.320918500748495E-4,2.6085325621815473E-7,2.3323218053663457E-7,1.9232348502463567E-7,2.629798297100411E-7
older,2.013460790770618E-7,0.001099304084116337,2.0577939666715572E-7,5.504833192181412E-4,6.952731332107526E-4,9.48311193958869E-4,1.5478503222546977E-7,3.2549430482566044E-4,2.797986232566044E-4,0.0013497935833097288,0.0010526912493103978,9.456237060545444E-4,5.755668009847629E-4,1.1751470960998865E-7,1.8096195250078836E-4,4.957402842916076E-4,3.455934928892411E-7,4.245187249672382E-4,3.981635526933943E-4,8.117606684438557E-4,8.821377144629796E-4,2.772715261828889E-7,0.0023479401592196103,2.3323218053663457E-7,1.9251580850966027E-4,2.629798297100411E-7
tile,2.013460790770618E-7,0.0024521896579846082,2.0577939666715572E-7,0.002201382976986642,1.739486144323827E-4,3.1599839852011633E-7,1.5478503222546977E-7,6.508259438318179E-4,2.79519104152452E-7,1.68703110024963E-7,1.5051334674470905E-4,1.8908692382614365E-7,2.8763958070203045E-7,1.1751470960998865E-7,0.004883621387803634,1.6519169753135875E-7,3.455934928892411E-7,2.1215328584069876E-7,1.9898228520409513E-7,1.3540617049030153E-4,2.206997880973363E-4,2.772715261828889E-7,2.6085325621815473E-7,2.3323218053663457E-7,1.9232348502463567E-7,2.629798297100411E-7
budget,2.013460790770618E-7,0.004058741276953179,2.0577939666715572E-7,0.0016510830910638084,0.001911697010360282,0.0025283031865594506,1.5478503222546977E-7,8.134917633348965E-4,8.388368315615083E-4,1.6887181313498793E-4,1.5036298376094811E-7,7.565367822284008E-4,2.8763958070203045E-7,4.7017635314956465E-4,9.052619412957978E-5,1.653568892288901E-4,3.455934928892411E-7,0.0016974384400114306,1.991812674892992E-4,1.3527089959071082E-7,2.2047930878854776E-7,8.320918500748495E-4,2.6085325621815473E-7,2.3323218053663457E-7,1.9232348502463567E-7,2.629798297100411E-7
entri,2.013460790770618E-7,0.0014375254775834047,0.003292676126071159,0.005136315701908422,1.7377483959278992E-7,3.163143969186364E-4,1.5478503222546977E-7,1.626658195030787E-7,2.79519104152452E-7,1.68703110024963E-7,0.0018045061681151381,1.8908692382614365E-7,5.755668009847629E-4,9.402351915895192E-4,9.043575837120859E-8,3.3054858676024885E-4,3.455934928892411E-7,2.1236543912653942E-4,1.9898228520409513E-7,0.0010823024676252773,2.206997880973363E-4,2.772715261828889E-7,2.611141094743728E-4,2.3323218053663457E-7,3.8483929353429593E-4,7.892024689598332E-4
easier,8.055856623873242E-4,8.456380390160361E-4,2.0577939666715572E-7,1.8343329530761122E-7,1.7377483959278992E-7,3.1599839852011633E-7,1.5493981725769524E-4,1.6282848532258174E-4,0.002236432352323768,1.6887181313498793E-4,7.519652817885016E-4,0.0011347106298806881,8.632063816867933E-4,2.3514693392958727E-4,5.427049859856228E-4,1.653568892288901E-4,3.459390863821303E-4,2.1215328584069876E-7,7.961281231015847E-4,0.0010823024676252773,0.002205013567194266,2.772715261828889E-7,0.0010436738781288372,0.0016328584959369788,1.9251580850966027E-4,2.629798297100411E-7
biggest,8.055856623873242E-4,8.455534836676694E-8,0.0014406615560667573,7.339166145257525E-4,0.001390372491581912,3.1599839852011633E-7,0.0012384350428359836,1.626658195030787E-7,2.797986232566044E-4,5.062780331849139E-4,7.519652817885016E-4,9.456237060545444E-4,8.632063816867933E-4,1.1751470960998865E-7,6.331407443568313E-4,1.653568892288901E-4,6.915325792713714E-4,0.0019095917258521292,7.961281231015847E-4,8.117606684438557E-4,2.2047930878854776E-7,2.772715261828889E-7,2.6085325621815473E-7,2.3323218053663457E-7,5.771627785589316E-4,7.892024689598332E-4
sprint,0.0030203925322350037,8.463990371513369E-5,6.175439693981343E-4,9.173499098333637E-4,6.952731332107526E-4,3.1599839852011633E-7,6.192949139341047E-4,1.626658195030787E-7,0.0013978750398664123,5.062780331849139E-4,6.016022980275534E-4,1.8908692382614365E-7,2.879272202827324E-4,0.0029379852549593264,9.043575837120859E-8,8.261236793543252E-4,3.459390863821303E-4,0.0010609785824893345,1.9898228520409513E-7,1.3540617049030153E-4,2.2047930878854776E-7,8.320918500748495E-4,2.6085325621815473E-7,0.0023325550375468823,5.771627785589316E-4,0.0013151621283799156
