,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
respond,1.5352790231449453E-7,1.202288098526067E-7,0.0019064520225460203,2.0515034032389957E-7,2.849429857579797E-7,0.0013772077913647243,2.1360793630382224E-7,4.98103075092431E-4,0.0028603440497559905,4.440278585874455E-4,2.0905308568626064E-7,4.609033706063885E-4,1.691625472767029E-7,0.0017694371237992684,2.6784705076290876E-7,0.004352826302377914,2.2719661640623118E-7,2.5546216426523715E-7,6.73764569603073E-4,1.112783501070609E-7,2.0196006280150112E-7,2.2959613580519595E-7,1.8682949230580102E-7,6.761332836465866E-4,1.3136333864654252E-7,1.0944108079244526E-4
lose,0.0010748488441037762,7.214930879254928E-4,5.867021415434681E-4,4.10505830988123E-4,2.849429857579797E-7,1.9671586792811371E-7,0.001068253289455415,8.715870104279205E-4,1.9067689152429776E-7,6.659308363922658E-4,2.0926213877194689E-4,2.3056685356171656E-4,0.001184306993484197,0.0020642941682584032,0.0013395031008653067,2.418102495626862E-7,0.0018178001278662556,0.0022994149405513994,1.3472596872686923E-7,1.112783501070609E-7,2.0196006280150112E-7,6.89018003551393E-4,1.8682949230580102E-7,2.2530266032875262E-7,3.9422137927827404E-4,6.560998260094546E-4
technolog,0.0018424883556762489,1.202288098526067E-7,1.467855145426172E-4,2.0515034032389957E-7,2.849429857579797E-7,1.9671586792811371E-7,2.1382154424012605E-4,1.244946451118298E-7,1.9067689152429776E-7,2.2190297780482034E-7,8.364213958307289E-4,9.215764046957325E-4,0.001184306993484197,2.9485704445913485E-7,2.6784705076290876E-7,4.8386230937493496E-4,4.546204294288686E-4,0.0015330284477556883,5.390386008762039E-4,7.790597290995334E-4,8.080422112688061E-4,2.298257319410011E-4,0.0028026292140793207,2.2530266032875262E-7,7.883113952179016E-4,5.467680769660528E-4
older,1.53681430216809E-4,2.4057784851506597E-4,7.333410172104183E-4,8.208065116359222E-4,2.849429857579797E-7,3.936284517241555E-4,2.1360793630382224E-7,1.246191397569416E-4,3.815444599401198E-4,2.2212488078262514E-4,2.0905308568626064E-7,0.0011519129217404044,1.691625472767029E-7,5.900089459627289E-4,8.038089993394891E-4,2.418102495626862E-7,6.818170458350997E-4,7.666419549599766E-4,4.0431263214933455E-4,5.565030288854116E-4,2.021620228643026E-4,0.0022961909541877644,0.002055311244856117,2.2552796298908135E-4,6.569480565713591E-4,7.654315750528565E-4
tile,1.5352790231449453E-7,0.0034867557145354467,1.4663887566695027E-7,0.0028723099148749176,2.849429857579797E-7,1.9671586792811371E-7,2.1360793630382224E-7,1.244946451118298E-7,1.9067689152429776E-7,2.2190297780482034E-7,2.0905308568626064E-7,2.303365170446719E-7,1.691625472767029E-7,2.9485704445913485E-7,2.6784705076290876E-7,2.418102495626862E-7,2.2719661640623118E-7,2.5546216426523715E-7,0.001886298288144896,0.003449740131668995,2.021620228643026E-4,2.2959613580519595E-7,1.8682949230580102E-7,2.2530266032875262E-7,3.9422137927827404E-4,0.0012027585712264639
budget,1.5352790231449453E-7,1.202288098526067E-7,1.4663887566695027E-7,2.0515034032389957E-7,2.852279287437376E-4,1.9671586792811371E-7,2.1360793630382224E-7,1.244946451118298E-7,5.722213514644176E-4,2.2190297780482034E-7,2.0905308568626064E-7,4.609033706063885E-4,1.691625472767029E-7,2.9485704445913485E-7,8.038089993394891E-4,2.420520598122488E-4,2.2719661640623118E-7,0.003576725761877585,0.003637735881594196,4.4522467877835067E-4,2.021620228643026E-4,2.2959613580519595E-7,1.870163217981068E-4,2.2530266032875262E-7,5.255847179248165E-4,0.005029369787745529
entri,1.53681430216809E-4,2.4057784851506597E-4,1.4663887566695027E-7,0.0018465582132554197,2.849429857579797E-7,1.9671586792811371E-7,2.1382154424012605E-4,1.244946451118298E-7,0.001716282700610204,0.001997348703221188,2.0905308568626064E-7,2.303365170446719E-7,1.691625472767029E-7,2.9515190150359395E-4,2.6784705076290876E-7,2.418102495626862E-7,2.2719661640623118E-7,2.5546216426523715E-7,2.6958666342246534E-4,0.001112894779420716,4.0412208566580375E-4,4.5942186774619706E-4,0.0029894587063851222,6.761332836465866E-4,1.3136333864654252E-7,0.003826720548268108
easier,4.607372348457981E-4,9.61950707630706E-4,2.934243902095675E-4,2.0515034032389957E-7,8.55113900259697E-4,1.9671586792811371E-7,2.1360793630382224E-7,2.491137848687714E-4,0.0015256058090859063,0.0015535427476115473,2.0905308568626064E-7,4.609033706063885E-4,5.076568043773853E-4,2.9485704445913485E-7,2.6784705076290876E-7,7.256725589376211E-4,0.0011362102786475622,0.0015330284477556883,1.3472596872686923E-7,8.903380792065941E-4,4.0412208566580375E-4,4.5942186774619706E-4,0.0016816522602445148,4.5083062331783397E-4,0.0010510380725109864,1.0933174904340187E-7
biggest,1.5352790231449453E-7,1.202288098526067E-7,1.4663887566695027E-7,2.0515034032389957E-7,5.701709145017172E-4,1.9671586792811371E-7,0.002136292970974526,1.244946451118298E-7,7.628982429887154E-4,4.440278585874455E-4,0.0012545275672032502,2.303365170446719E-7,1.693317098239796E-4,0.0029488653016358076,0.0016073501516282154,9.674828085003074E-4,6.818170458350997E-4,5.111797906947396E-4,1.3472596872686923E-7,8.903380792065941E-4,6.060821484673048E-4,2.298257319410011E-4,5.606753064097089E-4,2.2530266032875262E-7,7.883113952179016E-4,0.0013120903202698657
sprint,7.677930394747872E-4,3.608066583676727E-4,7.333410172104183E-4,4.10505830988123E-4,8.55113900259697E-4,7.870601875803831E-4,2.1360793630382224E-7,0.0023655227517698782,7.628982429887154E-4,8.878338141970863E-4,2.0905308568626064E-7,0.002303595506963764,1.691625472767029E-7,0.0011797230348809986,0.0016073501516282154,2.420520598122488E-4,2.274238130226374E-4,2.5546216426523715E-7,4.0431263214933455E-4,7.790597290995334E-4,0.0016158824624748103,2.2959613580519595E-7,1.870163217981068E-4,0.0029291598869341127,1.3136333864654252E-7,1.0933174904340187E-7
