,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
knock,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,0.0028500484696305423,7.995477757780199E-7,5.303050792090181E-7,7.345672987663525E-4,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
proper,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,0.0010611404634972453,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.858230814294082E-4,5.368530853215239E-7,6.050679279509313E-7,0.0017220335948613277,1.149283938642029E-6,0.0010110018412151413,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
mmo,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.704656104979349E-4,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,0.006438201517287632,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
speed,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,0.0017102570400642386,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,0.0014799124625491918,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,0.0015474357497098075,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
recal,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,0.008568033317545928,7.733312092502786E-7,8.818551907441324E-4,1.21196402405991E-6,0.0028149144504257075,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
peopl,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.238741168282855E-4,0.008935576841995927,5.852378435858225E-7,0.004295361535657513,6.056729958788822E-4,0.00401731329477646,0.010344704731716904,0.002020993690580917,0.003698671776715896,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,0.002320766958960086,0.0035247778403269476,1.21196402405991E-6,0.0018769222976680576,1.0963625978092482E-6,8.590275636174339E-7,0.0019615589345039295
wiimot,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,0.0011710609250152307,0.006442773876943609,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
interest,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,0.0016180763818763799,0.0011174357390684236,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
audiovideodata,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,0.011110920334872897,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.389301449104076E-4,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
middl,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.238741168282855E-4,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,0.0029590853386603283,1.0682539496019153E-6,0.004583418491495335,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
bedroom,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.704656104979349E-4,8.003473235537978E-4,5.303050792090181E-7,7.338334653010515E-7,3.238741168282855E-4,5.584386502091073E-7,0.004682487986530165,0.0026848022796929416,6.050679279509313E-7,0.0011482136698825448,0.004598285038506759,0.007070952937409796,7.395864380555681E-7,0.005342338001959178,9.16500398219423E-7,0.008568033317545928,0.0038674293774606434,8.818551907441324E-4,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
bass,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,0.0010611404634972453,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.858230814294082E-4,5.368530853215239E-7,6.050679279509313E-7,0.003443493369797677,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,0.004583418491495335,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
money,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,9.709752493523326E-4,0.008935576841995927,5.852378435858225E-7,0.0016110961090498933,6.050679279509313E-7,0.005738773069712808,0.0034490010998647295,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,0.0017628294072717374,1.21196402405991E-6,9.379921527576501E-7,0.0010974589604070574,8.590275636174339E-7,0.0019615589345039295
step,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,0.0016180763818763799,5.584386502091073E-7,5.858230814294082E-4,5.368530853215239E-7,6.050679279509313E-7,0.0028696734448188936,1.149283938642029E-6,1.0099918493657758E-6,7.403260244936236E-4,1.0682539496019153E-6,9.16500398219423E-7,0.0012250537567295348,7.733312092502786E-7,8.809742165276049E-7,0.0072729961083835195,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
televis,0.009423796212846811,0.008877870542052557,0.0034175929587847344,0.0011403613252810867,0.004798086202443898,0.003712665859542336,0.002936067694669507,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,0.004832214620979037,0.0024208767797316766,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,0.02203016251237598,0.002320766958960086,8.809742165276049E-7,1.21196402405991E-6,0.004690898755941008,1.0963625978092482E-6,0.0025779417184159186,0.005882716224866608
base,6.730802237587896E-7,5.918185815647328E-7,0.004271777652307537,0.0028500484696305423,7.995477757780199E-7,0.005833886176378408,7.338334653010515E-7,0.002265177514400427,0.0011174357390684236,0.004682487986530165,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,0.0014799124625491918,1.0682539496019153E-6,0.003666918093275912,0.008568033317545928,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,0.006579271949453299,8.590275636174339E-7,9.802893225906695E-7
trend,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.308353842882271E-4,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,0.0072729961083835195,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
1yr,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,5.698957147831518E-7,7.995477757780199E-7,5.303050792090181E-7,7.338334653010515E-7,3.238741168282855E-4,5.584386502091073E-7,0.006438201517287632,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,0.004598285038506759,1.0099918493657758E-6,7.395864380555681E-7,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,8.809742165276049E-7,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
lost,6.730802237587896E-7,5.918185815647328E-7,8.541846935228028E-7,0.0034199441844136942,7.995477757780199E-7,0.0010611404634972453,7.338334653010515E-7,3.2355056626202355E-7,5.584386502091073E-7,5.852378435858225E-7,5.368530853215239E-7,6.050679279509313E-7,5.73819924978783E-7,1.149283938642029E-6,1.0099918493657758E-6,0.0014799124625491918,1.0682539496019153E-6,9.16500398219423E-7,1.2238299268027322E-6,7.733312092502786E-7,0.002643803623799342,1.21196402405991E-6,9.379921527576501E-7,1.0963625978092482E-6,8.590275636174339E-7,9.802893225906695E-7
