,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
bedroom,4.094560207010492E-4,0.0021629830782962673,3.715114609428144E-7,8.633533056594298E-4,4.660468554187501E-7,0.002744729206451388,4.871615871139914E-7,3.239698487741143E-7,0.002508295681731696,5.851008743162365E-7,5.451751994845615E-4,0.005291292216754502,6.480432011519616E-7,0.0027968124950016977,5.847587314711887E-7,0.003932101033285032
bass,4.094560207010492E-4,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.924402136348863E-4,4.871615871139914E-7,3.239698487741143E-7,0.004389047255137116,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,0.0011190605483900012,5.847587314711887E-7,0.0013109915788121743
money,4.0904697372732194E-7,0.0030280897989427096,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.007057259026614975,4.871615871139914E-7,3.239698487741143E-7,0.0018813784905965555,5.851008743162365E-7,0.0010898057684002075,6.613288609866894E-7,0.0019447776466570367,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
step,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.665129022741688E-4,3.9204816546941696E-7,0.0014619719229290882,0.0016201732137193457,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,0.001984647911821055,6.480432011519616E-7,5.592506488705653E-7,0.004093895879029792,4.368515757454763E-7
televis,4.0904697372732194E-7,0.0030280897989427096,0.005573043425603158,0.002157736072765022,4.660468554187501E-7,7.844883791043032E-4,0.008769395729638961,0.00194414306249346,0.0012544612994614154,5.851008743162365E-7,0.0021790669062315,6.613288609866894E-7,6.486912443531135E-4,0.01454107612128357,0.004093895879029792,4.368515757454763E-7
base,0.0032727848367923025,0.0030280897989427096,0.0052015319646603435,4.314609223685307E-7,4.665129022741688E-4,0.003136777371920805,4.876487487011054E-4,0.00194414306249346,0.0012544612994614154,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,0.001754860953145037,4.368515757454763E-7
trend,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.3189238329089915E-4,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,0.0038889072501129217,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
1yr,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,0.00559302831188042,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,0.002339619684616226,4.368515757454763E-7
lost,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,9.325597576929189E-4,3.9204816546941696E-7,4.871615871139914E-7,0.0022681129112675745,0.002508295681731696,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
work,0.00490897273170159,0.007569900082336531,0.008916646574088489,0.002157736072765022,0.026099089950305424,0.006665210861145558,0.02630721286574265,0.006155751096556947,0.003135212872866836,0.002926089472455499,0.014160939422375712,0.017195211714514914,0.006481080054720768,0.0050338150904839585,0.008187206999328112,4.3728842732122173E-4
lose,4.0904697372732194E-7,0.0017304297179730462,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
wors,4.0904697372732194E-7,2.1627668016161058E-7,0.0011149058942893858,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,0.003932101033285032
love,0.0074037502244645274,0.0032657778704403197,0.007838891825893384,0.002631911626448037,0.0019107921072168753,4.3125298201635866E-4,0.001997362507167365,0.008455613053004385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preset,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.0011765365445737203,4.871615871139914E-7,0.0016201732137193457,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,0.003307305633794434,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
eas,4.0904697372732194E-7,2.1649295684177217E-4,7.433944333465715E-4,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
loud,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,0.002157736072765022,4.660468554187501E-7,7.844883791043032E-4,0.0053592646198410195,3.239698487741143E-7,6.269171911351402E-7,0.0023409885981392625,5.44630568915646E-7,6.619901898476761E-4,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
skeptic,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,0.002923456684271063,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.451751994845615E-4,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
opinion,4.0904697372732194E-7,0.0015141530378114357,3.715114609428144E-7,4.314609223685307E-7,9.325597576929189E-4,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.598098995194359E-4,5.847587314711887E-7,4.368515757454763E-7
averag,4.0904697372732194E-7,0.00324436647910432,3.715114609428144E-7,0.0060408843740817975,0.001398606613111669,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,0.0013233190508343655,6.486912443531135E-4,5.592506488705653E-7,5.853434902026598E-4,0.0017478431545576508
finicki,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,0.0046786546105009805,4.368515757454763E-7
footbal,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.856859751905526E-4,5.44630568915646E-7,6.619901898476761E-4,6.480432011519616E-7,0.006152316388225089,5.847587314711887E-7,4.368515757454763E-7
edg,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,8.633533056594298E-4,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,9.72233516171117E-4,6.269171911351402E-7,0.007606896466985391,5.44630568915646E-7,6.619901898476761E-4,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,0.0013109915788121743
cloudi,4.0904697372732194E-7,2.1627668016161058E-7,0.0014864173552322005,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,0.0013233190508343655,6.480432011519616E-7,5.592506488705653E-7,5.853434902026598E-4,4.368515757454763E-7
htpc,0.0036818318105196245,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,8.741400030666981E-4
vga,0.013908006153702673,4.327696370033827E-4,0.0011149058942893858,8.633533056594298E-4,0.00466093460104292,3.9204816546941696E-7,0.0053592646198410195,3.239698487741143E-7,6.269171911351402E-7,0.0011707868495067892,0.0027236974751471458,6.613288609866894E-7,6.486912443531135E-4,5.592506488705653E-7,0.002339619684616226,0.004805804184775985
spend,4.0904697372732194E-7,6.490463171649933E-4,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,0.006481080054720768,5.592506488705653E-7,5.847587314711887E-7,0.0013109915788121743
spent,4.0904697372732194E-7,0.0021629830782962673,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.002352681040981971,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
improv,4.0904697372732194E-7,0.0017304297179730462,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,9.72233516171117E-4,0.002508295681731696,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,0.004536950451264884,5.592506488705653E-7,5.847587314711887E-7,0.0017478431545576508
jack,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.665129022741688E-4,3.9204816546941696E-7,0.0014619719229290882,3.239698487741143E-7,6.269171911351402E-7,0.004681392095404208,0.0010898057684002075,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,0.0017478431545576508
egg,8.185029944283712E-4,4.327696370033827E-4,7.433944333465715E-4,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,0.0038879621551381454,0.01316588793102908,5.851008743162365E-7,0.003812958612978438,6.613288609866894E-7,0.001296734445505075,5.592506488705653E-7,0.003509137147558603,4.368515757454763E-7
refus,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,0.006896716019677677,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.3728842732122173E-4
year,0.0020456439156103373,0.00324436647910432,0.003343974659946272,0.012944259131978289,0.0023307003239491694,7.844883791043032E-4,0.0024362950971570712,3.2429381862288836E-4,0.003135212872866836,0.004096291221087972,0.0032683280440627916,0.02909913121227532,0.018145857675456078,0.003356063143872263,5.847587314711887E-7,0.0026215463060486033
laptop,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.3189238329089915E-4,0.0027967471793679194,3.9204816546941696E-7,4.871615871139914E-7,0.0012962033649452315,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,0.0017478431545576508
music,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.0011765365445737203,4.871615871139914E-7,0.0029160526088158026,0.004389047255137116,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.3728842732122173E-4
saver,4.0904697372732194E-7,2.1627668016161058E-7,0.0018579288161750147,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.3728842732122173E-4
volum,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.002744729206451388,0.004384941445613037,0.00647972094533106,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,0.007426913639248843
instruct,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,0.0018646534685304193,0.002352681040981971,4.871615871139914E-7,3.239698487741143E-7,6.269171911351402E-7,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.598098995194359E-4,5.847587314711887E-7,4.368515757454763E-7
version,4.0904697372732194E-7,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,3.9204816546941696E-7,4.871615871139914E-7,6.482636673970027E-4,6.269171911351402E-7,0.0011707868495067892,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,0.002237561846131132,5.847587314711887E-7,4.368515757454763E-7
guess,4.0904697372732194E-7,0.0015141530378114357,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.004704970033798472,0.00194913351004308,6.482636673970027E-4,0.01253897073989394,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,5.592506488705653E-7,5.847587314711887E-7,4.368515757454763E-7
handl,0.0016365969418830153,2.1627668016161058E-7,3.715114609428144E-7,4.314609223685307E-7,4.660468554187501E-7,0.0019606328755125543,4.871615871139914E-7,6.482636673970027E-4,6.275441083262752E-4,5.851008743162365E-7,5.44630568915646E-7,6.613288609866894E-7,6.480432011519616E-7,0.0016783111972605666,0.008771965730799301,4.3728842732122173E-4
