,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
logo,5.491020808223353E-7,4.663841933069204E-7,1.9889774462152594E-4,3.381628626162646E-7,5.976732580065804E-7,3.398869196218418E-7,4.6271553868186223E-7,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,3.808755571874565E-4,4.716636283667939E-7,5.157992525121795E-4,7.984318797880963E-7,6.995673176140558E-7,1.114261996423219E-6,0.0015010570427938196,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,8.344076331610282E-7,7.339691953128727E-7,3.823477989205983E-4,6.754680149008245E-7,9.095415455839485E-7
breaker,5.491020808223353E-7,4.663841933069204E-7,3.314520562653287E-4,3.381628626162646E-7,5.976732580065804E-7,3.398869196218418E-7,4.6271553868186223E-7,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,3.8049506212533126E-7,4.716636283667939E-7,8.595508369921394E-4,0.0023960940712440767,6.995673176140558E-7,1.114261996423219E-6,3.7517046808143454E-7,7.848179669216084E-4,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,8.344076331610282E-7,7.339691953128727E-7,1.910783602801591E-7,6.754680149008245E-7,9.095415455839485E-7
upcom,5.491020808223353E-7,4.663841933069204E-7,3.314520562653287E-4,3.381628626162646E-7,5.976732580065804E-7,3.398869196218418E-7,4.6271553868186223E-7,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,3.8049506212533126E-7,4.716636283667939E-7,1.7187579223997988E-7,7.984318797880963E-7,6.995673176140558E-7,1.114261996423219E-6,3.7517046808143454E-7,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,8.344076331610282E-7,0.002202641555133931,1.910783602801591E-7,6.754680149008245E-7,9.095415455839485E-7
mother,5.491020808223353E-7,4.663841933069204E-7,6.634343297772324E-5,3.381628626162646E-7,5.976732580065804E-7,3.398869196218418E-7,4.6271553868186223E-7,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,3.8049506212533126E-7,4.716636283667939E-7,1.7187579223997988E-7,7.984318797880963E-7,6.995673176140558E-7,1.114261996423219E-6,3.7517046808143454E-7,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,0.005445013637031755,8.352420407941891E-4,7.339691953128727E-7,3.823477989205983E-4,6.754680149008245E-7,9.095415455839485E-7
sky,5.491020808223353E-7,4.663841933069204E-7,6.627715582190135E-8,3.381628626162646E-7,5.98270931264587E-4,3.398869196218418E-7,4.6271553868186223E-7,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,3.8049506212533126E-7,4.716636283667939E-7,5.157992525121795E-4,7.984318797880963E-7,6.995673176140558E-7,0.006686686240535737,3.7517046808143454E-7,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,8.344076331610282E-7,7.339691953128727E-7,1.910783602801591E-7,6.754680149008245E-7,9.095415455839485E-7
standalon,5.491020808223353E-7,4.663841933069204E-7,2.651749004434273E-4,3.381628626162646E-7,5.976732580065804E-7,3.398869196218418E-7,4.6271553868186223E-7,0.0010197971108296745,5.926039943048447E-4,4.908806644560674E-7,3.8049506212533126E-7,4.716636283667939E-7,1.7187579223997988E-7,7.984318797880963E-7,6.995673176140558E-7,1.114261996423219E-6,3.7517046808143454E-7,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,8.344076331610282E-7,7.339691953128727E-7,1.910783602801591E-7,6.754680149008245E-7,9.095415455839485E-7
unaccept,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.984318797880963E-5,6.995673176140557E-5,1.114261996423219E-4,3.7517046808143455E-5,7.840339329886199E-5,6.416611323394003E-5,1.1280888482776903E-4,1.0887849704122684E-4,9.178483964771312E-4,7.339691953128728E-5,4.012645565883341E-4,0.00276941886109338,9.095415455839485E-5
matter,5.491020808223353E-7,4.663841933069204E-7,0.001524440861059553,0.0013529896133276749,5.976732580065804E-7,3.398869196218418E-7,4.6271553868186223E-7,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,0.0015223607435634503,4.716636283667939E-7,3.439234602721997E-4,7.984318797880963E-7,0.004198103473001949,1.114261996423219E-6,0.0011258865747123849,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,0.003338464940277274,0.0014686723598210582,1.910783602801591E-7,6.761434829157252E-4,9.095415455839485E-7
light,0.0010987532637254929,0.002332387350727909,0.001723272328525257,0.0013529896133276749,0.00537965699531723,0.001699774485028831,4.63178254220544E-4,5.096437335480632E-7,0.0023686399412724117,4.908806644560674E-7,0.018644638539203354,0.0023587898054623366,0.016500247930830308,0.015171004147853617,0.002798968837773837,1.114261996423219E-6,0.0011258865747123849,0.0015688518999102282,6.423027934717396E-4,0.001129216937125968,0.004356228666619486,0.005007280206599331,7.339691953128727E-7,0.004012836644243622,6.754680149008245E-7,9.104510871295323E-4
bright,0.0016478553445478281,9.332347708071476E-4,0.0014581637052376516,3.381628626162646E-7,0.0023912907052843282,0.001699774485028831,9.258937929024062E-4,0.004077659512118054,0.01243284364075529,4.908806644560674E-7,0.008371271861819412,0.003302117062195924,0.015125241592910468,7.992303116678843E-4,6.995673176140558E-7,0.006686686240535737,7.507161066309504E-4,0.0015688518999102282,6.416611323394002E-7,0.004513483481959039,0.005445013637031755,0.005007280206599331,0.0014686723598210582,0.0015288179606015528,6.754680149008245E-7,9.095415455839485E-7
distort,5.491020808223353E-7,4.663841933069204E-7,6.627715582190135E-8,3.381628626162646E-7,5.976732580065804E-7,3.398869196218418E-7,9.258937929024062E-4,5.096437335480632E-7,5.920119823225223E-7,4.908806644560674E-7,3.8049506212533126E-7,4.716636283667939E-7,0.0015470540059520587,7.984318797880963E-7,6.995673176140558E-7,1.114261996423219E-6,3.7517046808143454E-7,7.840339329886198E-7,6.416611323394002E-7,1.1280888482776903E-6,1.0887849704122685E-6,8.344076331610282E-7,7.339691953128727E-7,7.645045194809166E-4,6.754680149008245E-7,9.095415455839485E-7
