,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
logo,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,4.3583829387296386E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,0.0013909482331550468,5.690046117823786E-7
breaker,3.1937096694350803E-7,3.10930287874807E-7,0.001909228148150505,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,3.87417196897854E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
upcom,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,1.453117120223047E-4,2.630087410955103E-7,0.0012372936211968476,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,6.956479416503996E-4,5.690046117823786E-7
mother,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,3.056089946839315E-7,3.437317038413133E-4,4.8421096975109866E-8,2.630087410955103E-7,4.1229377580701353E-7,5.84368863128973E-4,4.7048749561858524E-7,0.0015134114400105314,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
sky,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,9.689061504719483E-5,0.0018413241964096677,4.1229377580701353E-7,1.9472471280538921E-7,4.7095798311420374E-4,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
standalon,3.1937096694350803E-7,3.10930287874807E-7,9.547731499082927E-4,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,1.9373280899741459E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
unaccept,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.122937758070136E-5,6.036466096967065E-4,4.7048749561858526E-5,0.001240749230962443,4.1468739827199764E-5,4.581995963261557E-5,3.476501457523236E-5,5.690046117823786E-5
matter,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,0.001833959577098273,3.433883155257876E-7,9.684703605991724E-4,2.630087410955103E-7,0.004947937603459969,7.790935759343623E-4,4.7048749561858524E-7,3.0262176364937636E-7,0.0016591642804862626,4.581995963261557E-7,0.001043298087402723,5.690046117823786E-7
light,0.017246351585916378,0.002798683521161138,9.547731499082927E-4,0.009938700178764599,0.007640530476092972,6.87120019367101E-4,0.002517945463802688,0.002367341678600688,4.127060695828205E-4,0.0019474418527666974,0.0014119329743513742,0.001210789676361155,0.010782287042470211,0.006873452144488661,0.0031291989619166645,0.003983601287088432
bright,0.003194029040402024,9.331017939122958E-4,3.181516660807373E-7,0.015035338818165947,0.009779793438880491,0.0027474499125218262,0.0016463657182507103,0.0039453941251737495,4.1229377580701353E-7,0.00136326771435053,0.004705345443681471,3.0262176364937636E-7,0.009538224847654217,4.5865779592248174E-4,0.0013909482331550468,0.007966633569565082
distort,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,0.0015292464237523747,3.056089946839315E-7,0.0010305083348928885,1.9373280899741459E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,0.0011385782281765394
600hz,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.5508676390203745E-4,3.056089946839315E-7,3.433883155257876E-7,2.4215390597252446E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,0.0020738516787582604,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
sluggish,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,2.4215390597252446E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,0.00274965577755326,3.476501457523236E-7,5.690046117823786E-7
letter,9.584322717974676E-4,9.331017939122958E-4,3.181516660807373E-7,2.5508676390203745E-4,3.056089946839315E-7,3.433883155257876E-7,3.3899609992274417E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.029243854130257E-4,4.1468739827199763E-7,4.581995963261557E-7,0.002433898670412018,5.690046117823786E-7
despit,0.003194029040402024,3.10930287874807E-7,3.181516660807373E-7,2.548319319700674E-7,6.115235983625469E-4,3.433883155257876E-7,4.842593908480737E-4,5.262804909321161E-4,4.1229377580701353E-7,0.00136326771435053,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
receiv,0.0015971742056844838,9.331017939122958E-4,3.181516660807373E-7,0.00101958255981224,0.0021395685717822046,0.0017172849659444639,0.002760050948678237,0.006575481536128853,0.003298762500231915,0.007594458524122984,0.002352907965588545,0.004842250840153672,0.004147288670118248,0.00274965577755326,3.476501457523236E-7,5.695736163941608E-4
seller,3.1937096694350803E-7,3.10930287874807E-7,0.0028636831463927166,2.548319319700674E-7,3.056089946839315E-7,3.433883155257876E-7,1.453117120223047E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.581995963261557E-7,3.476501457523236E-7,5.690046117823786E-7
mount,0.007665222577611137,6.221715060374887E-4,3.181516660807373E-7,0.001784078355722442,3.059146036786154E-4,0.0027474499125218262,0.002856893142628457,0.0026303504196961984,4.127060695828205E-4,0.002336891278377476,0.005646320434918641,3.029243854130257E-4,0.008708850051110223,0.0013750569885747931,0.006605700419439901,0.001707582839958918
fit,0.0012778032387409759,0.0012440320817871029,3.181516660807373E-7,0.0015292464237523747,0.0012227415877304102,3.433883155257876E-7,3.3899609992274417E-4,2.630087410955103E-7,0.0024741749486178882,1.9472471280538921E-7,0.004705345443681471,3.029243854130257E-4,0.0012444768822142648,4.581995963261557E-7,0.0031291989619166645,5.695736163941608E-4
bottom,0.0025552871065150076,6.221715060374887E-4,3.181516660807373E-7,2.548319319700674E-7,0.004278831534569725,3.433883155257876E-7,0.0010168914575742823,5.262804909321161E-4,0.0012372936211968476,1.9491943751819457E-4,4.7048749561858524E-7,0.001210789676361155,4.1468739827199763E-7,0.004124254566531727,0.0013909482331550468,0.005690615122435567
shot,3.1937096694350803E-7,3.10930287874807E-7,3.181516660807373E-7,0.00101958255981224,3.056089946839315E-7,3.433883155257876E-7,2.905750029476343E-4,2.630087410955103E-7,4.1229377580701353E-7,1.9472471280538921E-7,4.7048749561858524E-7,3.0262176364937636E-7,4.1468739827199763E-7,4.5865779592248174E-4,3.476501457523236E-7,5.690046117823786E-7
