,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
equip,1.0786636925520616E-4,2.2749344761997493E-7,3.2729604884480524E-4,5.982271158687743E-4,9.732084783264762E-4,3.3947830643682605E-4,1.061826888026426E-7,6.833789630983901E-4,1.3868219463463553E-7,9.106418358801625E-4,3.52489407992806E-4,1.5278405050512603E-4,1.670639726375943E-7,4.4843590265730114E-8,4.3439137540933666E-4,1.9709647941582256E-4,0.0019313011764730348,6.378402007036489E-4,6.16134746858064E-4,2.4553548957689567E-7,3.714351945847887E-4,2.9488840768219187E-4,1.5460101740134068E-4,7.400844696323818E-4,2.6035259365699893E-4,3.492310546516058E-4
experienc,5.3906231511847164E-8,2.2749344761997493E-7,1.637298075430535E-4,9.571274953520906E-4,0.0020852878707863834,8.484836451807699E-8,2.124715602940878E-4,5.125769228338586E-4,6.935496553678123E-4,1.822740407350615E-4,1.1745731689197134E-7,1.5263141908604002E-7,3.342950092478262E-4,4.4848074624756685E-4,5.067778735612007E-4,3.9399605925180916E-4,5.943493582854099E-4,4.7842000557651843E-4,6.16134746858064E-4,2.4553548957689567E-7,3.714351945847887E-4,9.82633814335861E-8,1.5444657083051018E-7,8.457957208296938E-4,1.3011124120789552E-7,1.7452826319420582E-7
honest,3.77397526814442E-4,2.2749344761997493E-7,3.2729604884480524E-4,0.0010767609551798627,1.390099240574884E-7,3.3947830643682605E-4,1.061826888026426E-7,1.708020402645314E-7,0.0011095962392717188,9.106418358801625E-4,1.1745731689197134E-7,9.159411459353262E-4,1.6723103661023188E-4,6.278551073104873E-4,1.448453828018801E-4,0.0011815943785957557,7.428995603062571E-4,1.5942019512713043E-7,1.2320230890983083E-7,2.4553548957689567E-7,9.283558974875998E-8,9.82633814335861E-8,1.5460101740134068E-4,1.0571125119731206E-7,1.3011124120789552E-7,1.7452826319420582E-7
rememb,4.313037583262891E-4,2.2772094106759489E-4,1.6356624130175175E-7,5.981672991388604E-8,1.390099240574884E-7,8.484836451807699E-8,1.061826888026426E-7,1.708020402645314E-7,6.935496553678123E-4,1.8209194878627523E-7,1.1745731689197134E-7,1.5263141908604002E-7,3.342950092478262E-4,8.072294683734078E-4,2.896183791056084E-4,3.9399605925180916E-4,1.4855020202084724E-7,3.18999810449388E-4,2.4652782012857147E-4,2.4553548957689567E-7,8.356131433285885E-4,6.879419334165363E-4,7.723873007233814E-4,9.515069720270058E-4,0.001301242523320163,1.7452826319420582E-7
compat,5.3960137743359E-5,2.2772094106759489E-4,3.2729604884480524E-4,7.776773056104324E-4,4.171687820965227E-4,8.484836451807699E-8,1.061826888026426E-7,0.0013665871241565154,8.322318500024478E-4,0.0010927337846664378,1.1745731689197134E-7,6.106783077632461E-4,1.670639726375943E-7,4.4843590265730114E-8,7.238649815186413E-8,1.9709647941582256E-4,0.0010399999643479515,1.5942019512713043E-7,1.2332551121874063E-4,2.4553548957689567E-7,0.0024138181690575083,3.93151789115778E-4,1.5460101740134068E-4,4.229507160404456E-4,7.807975584885811E-4,1.747027914574E-4
decis,1.6177260076705331E-4,6.827078363075448E-4,1.6356624130175175E-7,6.580438457826604E-4,1.3914893398154587E-4,2.5462994191874903E-4,1.061826888026426E-7,1.708020402645314E-7,1.3868219463463553E-7,9.106418358801625E-4,3.52489407992806E-4,6.106783077632461E-4,1.670639726375943E-7,4.933243365132969E-4,0.0010858698587761137,3.9399605925180916E-4,1.4855020202084724E-7,1.5942019512713043E-7,1.2320230890983083E-7,2.4553548957689567E-7,5.571063740823087E-4,9.82633814335861E-8,1.5444657083051018E-7,0.0016914857304081905,1.3011124120789552E-7,1.7452826319420582E-7
pull,5.3906231511847164E-8,6.827078363075448E-4,1.6356624130175175E-7,4.187769261271162E-4,2.781588580390343E-4,2.5462994191874903E-4,8.495676931099433E-4,5.125769228338586E-4,1.3882087682927014E-4,1.8209194878627523E-7,1.1745731689197134E-7,1.5263141908604002E-7,1.670639726375943E-7,7.623858781076777E-4,3.6200487725747253E-4,5.908956390877957E-4,1.4855020202084724E-7,1.5942019512713043E-7,4.929324379482332E-4,2.4578102506647254E-4,8.356131433285885E-4,8.844686962837083E-4,4.6349415906236105E-4,1.0571125119731206E-7,5.2057507607279E-4,3.492310546516058E-4
trust,2.1567883227890052E-4,2.2749344761997493E-7,1.6356624130175175E-7,2.991434662993441E-4,1.3914893398154587E-4,8.484836451807699E-8,8.495676931099433E-4,1.708020402645314E-7,1.3882087682927014E-4,1.8209194878627523E-7,1.1745731689197134E-7,6.106783077632461E-4,1.670639726375943E-7,1.3457561438745606E-4,0.0016649618439910268,1.968995798359866E-7,8.914497623271043E-4,1.5942019512713043E-7,0.001108943982497387,2.4553548957689567E-7,9.283558974875998E-8,0.0012775222220180527,3.090475882318509E-4,8.457957208296938E-4,1.3011124120789552E-7,1.7452826319420582E-7
tough,5.3906231511847164E-8,0.0020476685220273943,1.6356624130175175E-7,4.187769261271162E-4,1.390099240574884E-7,8.484836451807699E-8,0.0024423080251495823,1.708020402645314E-7,2.7750307146390566E-4,1.8209194878627523E-7,8.223186755606914E-4,1.5263141908604002E-7,1.670639726375943E-7,3.139499754503765E-4,7.238649815186413E-8,0.0021660922777756884,1.4855020202084724E-7,1.5942019512713043E-7,1.2320230890983083E-7,2.4553548957689567E-7,9.283558974875998E-8,0.0011792588405844667,9.268338715538916E-4,8.457957208296938E-4,1.3011124120789552E-7,0.001919985423399458
mark,1.0786636925520616E-4,0.0013651881791674697,6.544285314483088E-4,0.001375844604749293,1.390099240574884E-7,0.0011879619516175959,2.124715602940878E-4,3.417748825693273E-4,4.1618526609854117E-4,1.8209194878627523E-7,5.874040417767486E-4,1.5278405050512603E-4,1.670639726375943E-7,1.794192046531862E-4,5.067778735612007E-4,1.968995798359866E-7,1.4855020202084724E-7,4.7842000557651843E-4,1.2332551121874063E-4,2.4553548957689567E-7,9.283558974875998E-8,8.844686962837083E-4,1.5444657083051018E-7,1.0581696244850936E-4,6.506863172806855E-4,1.7452826319420582E-7
