,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
august,1.306658945559534E-4,3.795373788526175E-8,6.364211341202808E-8,4.008519547104634E-8,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,3.2251942155856947E-4,7.771054779253088E-8,9.081309992354635E-5,3.5466345505443E-4,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,5.363424852958936E-4,1.1316997473819825E-7
xbr,6.53655974265414E-5,3.795373788526175E-8,6.37057555254401E-5,1.6038086707965643E-4,2.042209843900584E-4,7.262640440674674E-5,1.166141223546593E-4,3.2251942155856947E-4,7.771054779253088E-8,4.53838580327568E-8,1.182605521686243E-4,2.8843798395907053E-4,6.574842373380053E-4,2.0739477953862382E-4,1.0724704764964879E-7,1.1328314471293642E-4
histori,6.53655974265414E-5,2.2776038104945577E-4,6.37057555254401E-5,4.008519547104634E-8,6.805097780408478E-8,2.902879560753185E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,9.081309992354635E-5,5.910072572145143E-8,7.216356459460873E-5,1.316020239102866E-4,3.110403465244428E-4,2.146013423469472E-4,1.1316997473819825E-7
choppi,6.5300297129412E-8,4.1752907047576447E-4,1.273478689374682E-4,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,6.219770474818999E-4,1.0724704764964879E-7,2.2645311945113466E-4
wobbl,6.5300297129412E-8,3.799169162314701E-5,6.37057555254401E-5,4.008519547104634E-8,6.811902878188885E-5,7.262640440674674E-5,1.166141223546593E-4,3.2251942155856947E-4,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,7.930782958094812E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
justifi,1.306658945559534E-4,1.138991673936705E-4,6.364211341202808E-8,1.2029567160861006E-4,2.722719621941432E-4,7.255385055619057E-8,1.166141223546593E-4,1.0757812095305831E-4,7.771054779253088E-8,4.542924189078955E-5,1.773612778900757E-4,7.209147312148725E-8,2.630725772672163E-4,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
encount,6.5300297129412E-8,3.795373788526175E-8,6.364211341202808E-8,1.6038086707965643E-4,2.042209843900584E-4,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,2.3320935392538513E-4,2.723485320545736E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
saver,6.5300297129412E-8,7.594542950840876E-5,6.364211341202808E-8,4.810624308480271E-4,6.805097780408478E-8,7.255385055619057E-8,3.4960937181451805E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.915982644717287E-5,1.44255037716096E-4,1.3147055335692967E-7,1.0374921255280482E-4,1.0724704764964879E-7,1.1328314471293642E-4
qwerti,6.53655974265414E-5,4.93436546246288E-4,6.364211341202808E-8,4.008519547104634E-8,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,2.2696467402181676E-4,5.910072572145143E-8,2.1634651083758324E-4,1.316020239102866E-4,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
wrote,6.5300297129412E-8,1.5185290527893226E-4,6.364211341202808E-8,8.021047613756372E-5,6.811902878188885E-5,1.451802549629373E-4,1.1649762472992939E-7,2.1504877125581387E-4,7.771054779253088E-8,4.53838580327568E-8,4.1376418077588147E-4,7.209147312148725E-8,1.316020239102866E-4,1.0364556698581902E-7,2.146013423469472E-4,1.1316997473819825E-7
shine,6.53655974265414E-5,3.795373788526175E-8,6.364211341202808E-8,2.806364534927954E-4,1.3617000658597362E-4,1.451802549629373E-4,1.1649762472992939E-7,1.0747065030275557E-7,1.5549880613285427E-4,9.081309992354635E-5,1.773612778900757E-4,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
data,6.5300297129412E-8,2.2776038104945577E-4,6.364211341202808E-8,8.021047613756372E-5,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,2.1504877125581387E-4,7.771054779253088E-8,2.2696467402181676E-4,5.910072572145143E-8,7.209147312148725E-8,2.630725772672163E-4,1.0364556698581902E-7,1.0724704764964879E-7,3.396230941893329E-4
flesh,6.5300297129412E-8,3.795373788526175E-8,6.37057555254401E-5,7.215736036743052E-4,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.542924189078955E-5,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,2.0739477953862382E-4,1.0724704764964879E-7,1.1316997473819825E-7
480i,6.53655974265414E-5,3.795373788526175E-8,6.37057555254401E-5,2.405512580217491E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,2.1504877125581387E-4,2.3320935392538513E-4,4.542924189078955E-5,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,3.110403465244428E-4,1.0724704764964879E-7,1.1316997473819825E-7
weather,1.959661916853654E-4,4.5548280836102623E-4,6.364211341202808E-8,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,2.1634651083758324E-4,3.9454313062414596E-4,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
subpar,1.306658945559534E-4,7.594542950840876E-5,1.273478689374682E-4,1.2029567160861006E-4,6.805097780408478E-8,5.079495077438902E-4,1.1649762472992939E-7,1.0747065030275557E-7,2.3320935392538513E-4,4.53838580327568E-8,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,3.110403465244428E-4,1.0724704764964879E-7,1.1316997473819825E-7
flatscreen,6.53655974265414E-5,3.795373788526175E-8,1.273478689374682E-4,4.008519547104634E-8,6.805097780408478E-8,2.902879560753185E-4,1.1649762472992939E-7,8.598726730723472E-4,3.886304495104469E-4,4.53838580327568E-8,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,3.2184838999659596E-4,1.1316997473819825E-7
elit,6.5300297129412E-8,1.138991673936705E-4,6.364211341202808E-8,4.008519547104634E-8,0.0011569346736472453,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
lamp,6.5300297129412E-8,3.799169162314701E-5,3.1827420917355246E-4,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,9.081309992354635E-5,1.182605521686243E-4,5.768038764450195E-4,1.3147055335692967E-7,1.0374921255280482E-4,4.290954376462448E-4,1.1328314471293642E-4
bestbuy,1.959661916853654E-4,1.138991673936705E-4,5.728426628216647E-4,4.008519547104634E-8,2.042209843900584E-4,7.262640440674674E-5,1.1649762472992939E-7,1.0747065030275557E-7,7.778825834032338E-5,4.542924189078955E-5,2.955627293329786E-4,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
split,4.571673802030134E-4,3.795373788526175E-8,6.364211341202808E-8,2.0046606255070276E-4,6.805097780408478E-8,1.451802549629373E-4,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,4.3262093020204504E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
surfac,6.5300297129412E-8,1.138991673936705E-4,6.37057555254401E-5,1.6038086707965643E-4,1.3617000658597362E-4,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,9.081309992354635E-5,5.910072572145143E-8,6.488953495665067E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
implement,6.53655974265414E-5,3.4162159470524096E-4,6.364211341202808E-8,2.0046606255070276E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,2.1504877125581387E-4,7.771054779253088E-8,1.3619695795630314E-4,5.915982644717287E-5,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
meh,6.53655974265414E-5,3.4162159470524096E-4,6.364211341202808E-8,4.008519547104634E-8,6.811902878188885E-5,4.353956571876996E-4,3.4960937181451805E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,2.0739477953862382E-4,1.0724704764964879E-7,1.1316997473819825E-7
honor,6.5300297129412E-8,3.795373788526175E-8,4.455584359976086E-4,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,2.3311174708458868E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,4.728649064973328E-4,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,2.146013423469472E-4,1.1316997473819825E-7
minimum,6.5300297129412E-8,3.795373788526175E-8,6.364211341202808E-8,2.0046606255070276E-4,2.042209843900584E-4,7.255385055619057E-8,1.1649762472992939E-7,5.374607221640806E-4,1.5549880613285427E-4,9.081309992354635E-5,5.915982644717287E-5,7.209147312148725E-8,1.3147055335692967E-7,2.0739477953862382E-4,1.0724704764964879E-7,4.527930689275312E-4
slowli,6.5300297129412E-8,3.0366785681997926E-4,1.9098998234949626E-4,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,7.778825834032338E-5,2.723485320545736E-4,5.915982644717287E-5,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
combo,2.612664888147774E-4,1.8980664316419401E-4,4.455584359976086E-4,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,2.1504877125581387E-4,1.5549880613285427E-4,4.53838580327568E-8,5.910072572145143E-8,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,1.1316997473819825E-7
ownership,6.5300297129412E-8,1.8980664316419401E-4,1.273478689374682E-4,4.008519547104634E-8,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,1.773612778900757E-4,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,0.0010725777235441375,1.1316997473819825E-7
tomorrow,6.5300297129412E-8,3.795373788526175E-8,4.455584359976086E-4,4.0125280666517384E-5,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,1.8158081598905996E-4,3.5466345505443E-4,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,2.146013423469472E-4,1.1316997473819825E-7
dongl,6.5300297129412E-8,1.5185290527893226E-4,6.364211341202808E-8,4.008519547104634E-8,6.805097780408478E-8,1.451802549629373E-4,1.1649762472992939E-7,6.449313724668362E-4,7.771054779253088E-8,5.446516802511143E-4,5.910072572145143E-8,7.209147312148725E-8,2.630725772672163E-4,1.0364556698581902E-7,2.146013423469472E-4,1.1328314471293642E-4
accessori,3.265667859441894E-4,1.5185290527893226E-4,6.364211341202808E-8,4.0125280666517384E-5,2.042209843900584E-4,7.255385055619057E-8,1.1649762472992939E-7,5.374607221640806E-4,7.771054779253088E-8,4.542924189078955E-5,1.182605521686243E-4,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
sluggish,1.959661916853654E-4,3.795373788526175E-8,6.364211341202808E-8,1.6038086707965643E-4,6.805097780408478E-8,2.1773410551912786E-4,1.1649762472992939E-7,1.0747065030275557E-7,1.5549880613285427E-4,3.631162481200871E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
winner,4.571673802030134E-4,3.795373788526175E-8,6.37057555254401E-5,4.008519547104634E-8,2.042209843900584E-4,7.255385055619057E-8,8.155998707342357E-4,1.0747065030275557E-7,7.778825834032338E-5,4.53838580327568E-8,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
nicer,1.959661916853654E-4,3.795373788526175E-8,6.364211341202808E-8,1.2029567160861006E-4,6.805097780408478E-8,4.353956571876996E-4,1.1649762472992939E-7,1.0747065030275557E-7,2.3320935392538513E-4,1.3619695795630314E-4,5.910072572145143E-8,7.209147312148725E-8,2.630725772672163E-4,2.0739477953862382E-4,1.0724704764964879E-7,1.1316997473819825E-7
inferior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548160257178396E-5,4.992224383603248E-5,1.24111524015048E-4,1.5139209355512323E-4,2.7608816204955234E-4,6.322379586134959E-4,2.2521880006426244E-4,1.2448697221201807E-4
fake,1.306658945559534E-4,3.795373788526175E-8,6.37057555254401E-5,1.6038086707965643E-4,1.3617000658597362E-4,1.451802549629373E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,1.182605521686243E-4,1.44255037716096E-4,1.3147055335692967E-7,5.183314804960809E-4,1.0724704764964879E-7,1.1328314471293642E-4
consumpt,1.306658945559534E-4,3.795373788526175E-8,1.9098998234949626E-4,4.0089203990593443E-4,6.811902878188885E-5,1.451802549629373E-4,1.1649762472992939E-7,4.2999007186132504E-4,7.771054779253088E-8,4.53838580327568E-8,1.182605521686243E-4,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,2.2645311945113466E-4
rebat,1.959661916853654E-4,3.795373788526175E-8,2.546320957615244E-4,4.0125280666517384E-5,6.805097780408478E-8,5.805033583000807E-4,1.166141223546593E-4,3.2251942155856947E-4,1.5549880613285427E-4,4.53838580327568E-8,1.182605521686243E-4,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,4.290954376462448E-4,1.1328314471293642E-4
eagl,6.5300297129412E-8,3.795373788526175E-8,7.001268896457208E-4,4.008519547104634E-8,6.811902878188885E-5,2.1773410551912786E-4,4.661069965444475E-4,1.0757812095305831E-4,7.771054779253088E-8,4.53838580327568E-8,1.182605521686243E-4,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,1.1316997473819825E-7
upset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409026981568457E-4,1.4068995990154607E-4,5.910072572145143E-6,1.5139209355512323E-4,4.07558715406482E-4,4.249468246418579E-4,5.469599430132087E-4,1.1316997473819824E-5
recal,1.306658945559534E-4,3.795373788526175E-8,1.9098998234949626E-4,8.021047613756372E-5,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0757812095305831E-4,2.3320935392538513E-4,4.53838580327568E-8,5.910072572145143E-8,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,6.435895329455424E-4,3.396230941893329E-4
holiday,1.959661916853654E-4,1.5185290527893226E-4,4.455584359976086E-4,4.008519547104634E-8,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,9.081309992354635E-5,2.3646200361152717E-4,7.209147312148725E-8,1.3147055335692967E-7,2.0739477953862382E-4,1.0724704764964879E-7,1.1316997473819825E-7
