,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
flashlight,6.5300297129412E-8,3.795373788526175E-8,1.273478689374682E-4,4.4097723537698077E-4,2.042209843900584E-4,1.451802549629373E-4,1.1649762472992939E-7,1.0757812095305831E-4,2.3320935392538513E-4,4.53838580327568E-8,5.915982644717287E-5,9.372612420524558E-4,7.88954790694935E-4,1.0364556698581902E-7,5.363424852958936E-4,3.396230941893329E-4
gray,1.306658945559534E-4,7.594542950840876E-5,6.364211341202808E-8,5.612328217901198E-4,3.4032293999822796E-4,7.255385055619057E-8,1.166141223546593E-4,2.1504877125581387E-4,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,5.768038764450195E-4,2.630725772672163E-4,1.0374921255280482E-4,2.146013423469472E-4,1.1328314471293642E-4
reinstal,6.5300297129412E-8,1.5185290527893226E-4,6.364211341202808E-8,4.0125280666517384E-5,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,0.0011346418346769528,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,0.0012449828920949187
bell,1.306658945559534E-4,3.795373788526175E-8,3.1827420917355246E-4,3.2072164896384175E-4,6.805097780408478E-8,7.255385055619057E-8,0.0015145856191138118,1.0747065030275557E-7,2.3320935392538513E-4,2.2696467402181676E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
detect,3.265667859441894E-4,1.138991673936705E-4,6.364211341202808E-8,2.405512580217491E-4,1.3617000658597362E-4,7.255385055619057E-8,4.661069965444475E-4,1.0747065030275557E-7,3.886304495104469E-4,4.992678222183575E-4,5.910072572145143E-8,2.1634651083758324E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
parti,1.306658945559534E-4,2.2776038104945577E-4,1.273478689374682E-4,4.0125280666517384E-5,2.042209843900584E-4,1.451802549629373E-4,1.1649762472992939E-7,1.0747065030275557E-7,1.5549880613285427E-4,2.723485320545736E-4,5.910663579402356E-4,7.209147312148725E-8,1.3147055335692967E-7,3.110403465244428E-4,1.0724704764964879E-7,1.1316997473819825E-7
log,6.53655974265414E-5,4.93436546246288E-4,1.9098998234949626E-4,4.008519547104634E-8,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,6.808032543493847E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,3.2184838999659596E-4,3.396230941893329E-4
iphon,6.5300297129412E-8,5.693440220168115E-4,6.37057555254401E-5,8.021047613756372E-5,6.811902878188885E-5,1.451802549629373E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,2.723485320545736E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0374921255280482E-4,1.0724704764964879E-7,0.0010186429426185222
ignor,6.53655974265414E-5,1.5185290527893226E-4,1.9098998234949626E-4,1.2029567160861006E-4,1.3617000658597362E-4,7.255385055619057E-8,2.3311174708458868E-4,2.1504877125581387E-4,2.3320935392538513E-4,4.53838580327568E-8,3.5466345505443E-4,2.8843798395907053E-4,6.574842373380053E-4,1.0374921255280482E-4,2.146013423469472E-4,1.1316997473819825E-7
max,3.265667859441894E-4,1.5185290527893226E-4,6.364211341202808E-8,2.0046606255070276E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,4.2999007186132504E-4,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,4.3262093020204504E-4,2.630725772672163E-4,5.183314804960809E-4,1.0724704764964879E-7,7.92302993142126E-4
odd,6.5300297129412E-8,3.799169162314701E-5,1.9098998234949626E-4,3.2072164896384175E-4,6.805097780408478E-8,1.451802549629373E-4,1.166141223546593E-4,2.1504877125581387E-4,3.1091990171791604E-4,1.8158081598905996E-4,2.955627293329786E-4,2.8843798395907053E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,3.396230941893329E-4
disconnect,6.5300297129412E-8,1.5185290527893226E-4,3.1827420917355246E-4,4.008519547104634E-8,6.811902878188885E-5,7.255385055619057E-8,2.3311174708458868E-4,1.0747065030275557E-7,4.6634099730297776E-4,6.808032543493847E-4,3.5466345505443E-4,7.209147312148725E-8,1.316020239102866E-4,1.0374921255280482E-4,1.0724704764964879E-7,3.396230941893329E-4
shape,6.5300297129412E-8,1.5185290527893226E-4,4.455584359976086E-4,2.0046606255070276E-4,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,3.2251942155856947E-4,5.440515450955086E-4,4.53838580327568E-8,1.773612778900757E-4,3.6052945708055776E-4,1.316020239102866E-4,1.0374921255280482E-4,1.0735429469729841E-4,1.1328314471293642E-4
serv,4.571673802030134E-4,2.2776038104945577E-4,1.9098998234949626E-4,3.608068444348881E-4,1.3617000658597362E-4,7.255385055619057E-8,4.661069965444475E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,7.216356459460873E-5,1.3147055335692967E-7,4.146859135102619E-4,1.0724704764964879E-7,1.1328314471293642E-4
needless,6.5300297129412E-8,1.138991673936705E-4,6.364211341202808E-8,8.021047613756372E-5,6.805097780408478E-8,3.62841806631509E-4,3.4960937181451805E-4,1.0747065030275557E-7,7.778825834032338E-5,4.53838580327568E-8,4.728649064973328E-4,1.44255037716096E-4,1.316020239102866E-4,3.110403465244428E-4,4.290954376462448E-4,1.1316997473819825E-7
comfort,7.18303268423532E-5,2.3151780110009665E-4,1.3364843816525898E-4,4.4494566972861434E-4,8.234168314294257E-4,2.974707872803813E-4,2.446450119328517E-4,2.2568836563578671E-4,7.771054779253087E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
practic,1.306658945559534E-4,1.8980664316419401E-4,6.364211341202808E-8,1.6038086707965643E-4,6.805097780408478E-8,2.902879560753185E-4,1.1649762472992939E-7,1.0747065030275557E-7,3.1091990171791604E-4,1.8158081598905996E-4,2.955627293329786E-4,2.8843798395907053E-4,1.3147055335692967E-7,2.0739477953862382E-4,4.290954376462448E-4,1.1316997473819825E-7
doubl,5.877679744618374E-4,3.795373788526175E-8,3.8191632258558053E-4,1.6038086707965643E-4,6.805097780408478E-8,1.451802549629373E-4,2.3311174708458868E-4,1.0747065030275557E-7,7.771054779253088E-8,4.542924189078955E-5,5.915982644717287E-5,3.6052945708055776E-4,3.9454313062414596E-4,4.146859135102619E-4,1.0735429469729841E-4,1.1316997473819825E-7
vudu,6.5300297129412E-8,0.0015561412070336168,6.364211341202808E-8,4.008519547104634E-8,2.042209843900584E-4,1.451802549629373E-4,1.166141223546593E-4,1.0757812095305831E-4,7.778825834032338E-5,1.3619695795630314E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,1.1328314471293642E-4
philip,5.877679744618374E-4,3.0366785681997926E-4,1.273478689374682E-4,1.2029567160861006E-4,2.722719621941432E-4,2.902879560753185E-4,6.991022460043063E-4,1.0757812095305831E-4,2.3320935392538513E-4,9.081309992354635E-5,5.910072572145143E-8,3.6052945708055776E-4,6.574842373380053E-4,3.110403465244428E-4,3.2184838999659596E-4,1.1328314471293642E-4
consist,1.959661916853654E-4,3.795373788526175E-8,6.37057555254401E-5,8.021047613756372E-5,3.4032293999822796E-4,7.255385055619057E-8,1.166141223546593E-4,6.449313724668362E-4,1.5549880613285427E-4,4.53838580327568E-8,1.773612778900757E-4,3.6052945708055776E-4,1.3147055335692967E-7,1.0374921255280482E-4,1.0735429469729841E-4,9.054729678803241E-4
render,3.9186708307360144E-4,1.138991673936705E-4,3.1827420917355246E-4,1.2029567160861006E-4,1.3617000658597362E-4,7.255385055619057E-8,2.3311174708458868E-4,1.0747065030275557E-7,1.5549880613285427E-4,9.081309992354635E-5,1.182605521686243E-4,7.216356459460873E-5,1.3147055335692967E-7,6.219770474818999E-4,1.0724704764964879E-7,1.1328314471293642E-4
ip,6.5300297129412E-8,3.795373788526175E-8,1.273478689374682E-4,8.418291900874443E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,2.1504877125581387E-4,1.5549880613285427E-4,5.446516802511143E-4,5.915982644717287E-5,3.6052945708055776E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1328314471293642E-4
letter,6.5300297129412E-8,3.0366785681997926E-4,6.364211341202808E-8,2.405512580217491E-4,6.805097780408478E-8,7.255385055619057E-8,1.166141223546593E-4,4.2999007186132504E-4,7.771054779253088E-8,1.8158081598905996E-4,1.773612778900757E-4,4.3262093020204504E-4,2.630725772672163E-4,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
warehous,6.5300297129412E-8,3.799169162314701E-5,8.27411116469777E-4,1.2029567160861006E-4,1.3617000658597362E-4,7.255385055619057E-8,1.1649762472992939E-7,1.0757812095305831E-4,7.771054779253088E-8,1.8158081598905996E-4,8.274692608260414E-4,7.216356459460873E-5,1.316020239102866E-4,3.110403465244428E-4,1.0724704764964879E-7,1.1328314471293642E-4
lead,6.5300297129412E-8,1.8980664316419401E-4,1.273478689374682E-4,2.806364534927954E-4,6.811902878188885E-5,7.262640440674674E-5,2.3311174708458868E-4,1.0757812095305831E-4,7.771054779253088E-8,1.3619695795630314E-4,4.1376418077588147E-4,2.8843798395907053E-4,2.630725772672163E-4,2.0739477953862382E-4,1.0735429469729841E-4,3.396230941893329E-4
spoke,1.959661916853654E-4,3.795373788526175E-8,6.364847762336928E-4,8.021047613756372E-5,6.805097780408478E-8,7.255385055619057E-8,2.3311174708458868E-4,1.0757812095305831E-4,7.771054779253088E-8,1.8158081598905996E-4,8.274692608260414E-4,7.216356459460873E-5,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,1.1328314471293642E-4
graphic,6.530682715912494E-4,1.138991673936705E-4,6.37057555254401E-5,3.2072164896384175E-4,6.805097780408478E-8,7.262640440674674E-5,1.166141223546593E-4,2.1504877125581387E-4,6.994726406805703E-4,4.542924189078955E-5,5.910072572145143E-8,7.209147312148725E-8,5.260136839810756E-4,3.110403465244428E-4,1.0724704764964879E-7,1.1328314471293642E-4
door,2.612664888147774E-4,3.795373788526175E-8,6.364211341202808E-8,1.2029567160861006E-4,6.811902878188885E-5,7.255385055619057E-8,1.1649762472992939E-7,3.2251942155856947E-4,1.5549880613285427E-4,9.081309992354635E-5,7.092678093831385E-4,2.8843798395907053E-4,6.574842373380053E-4,1.0364556698581902E-7,3.2184838999659596E-4,1.1328314471293642E-4
modern,1.959661916853654E-4,3.795373788526175E-8,6.364211341202808E-8,4.0089203990593443E-4,2.042209843900584E-4,5.079495077438902E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,2.2696467402181676E-4,1.182605521686243E-4,7.209147312148725E-8,1.3147055335692967E-7,5.183314804960809E-4,1.0724704764964879E-7,1.1316997473819825E-7
confus,6.53655974265414E-5,3.795373788526175E-8,6.37057555254401E-5,8.021047613756372E-5,2.722719621941432E-4,7.255385055619057E-8,5.826046212743769E-4,1.0747065030275557E-7,3.1091990171791604E-4,4.538839641856007E-4,1.773612778900757E-4,7.209147312148725E-8,2.630725772672163E-4,2.0739477953862382E-4,1.0724704764964879E-7,5.659630436657295E-4
ota,0.0012407709457559575,7.594542950840876E-5,1.9098998234949626E-4,2.405512580217491E-4,2.722719621941432E-4,2.1773410551912786E-4,1.166141223546593E-4,1.0747065030275557E-7,2.3320935392538513E-4,1.3619695795630314E-4,5.915982644717287E-5,7.209147312148725E-8,2.630725772672163E-4,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
handi,6.5300297129412E-8,7.97066449328382E-4,6.37057555254401E-5,2.405512580217491E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,3.1091990171791604E-4,4.53838580327568E-8,2.3646200361152717E-4,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
heat,6.53655974265414E-5,3.799169162314701E-5,6.364211341202808E-8,4.4097723537698077E-4,6.805097780408478E-8,2.1773410551912786E-4,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,2.955627293329786E-4,7.20986822687994E-4,7.88954790694935E-4,1.0364556698581902E-7,1.0724704764964879E-7,2.2645311945113466E-4
smarttv,3.265667859441894E-4,4.93436546246288E-4,2.546320957615244E-4,2.405512580217491E-4,1.3617000658597362E-4,2.902879560753185E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.778825834032338E-5,0.0012254095507424664,5.910072572145143E-8,2.1634651083758324E-4,1.316020239102866E-4,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
logitech,6.5300297129412E-8,8.729739250989056E-4,6.364211341202808E-8,4.0125280666517384E-5,1.3617000658597362E-4,7.255385055619057E-8,3.4960937181451805E-4,2.1504877125581387E-4,8.54893736265632E-4,4.53838580327568E-8,1.182605521686243E-4,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
unus,6.5300297129412E-8,3.795373788526175E-8,3.1827420917355246E-4,4.008519547104634E-8,6.805097780408478E-8,2.1773410551912786E-4,1.1649762472992939E-7,1.0747065030275557E-7,2.3320935392538513E-4,5.900355382838711E-4,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,4.146859135102619E-4,0.0010725777235441375,1.1328314471293642E-4
attract,3.3303151536000116E-4,3.0742527687062013E-4,1.9729055157728705E-4,1.6434930143128997E-4,6.805097780408478E-6,2.974707872803813E-4,4.776402613927104E-4,5.481003165440534E-4,0.0,0.0,0.0,7.209147312148726E-5,0.0,1.0364556698581901E-4,0.0,0.0
paus,1.306658945559534E-4,3.4162159470524096E-4,6.364211341202808E-8,4.008519547104634E-8,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,1.0757812095305831E-4,2.3320935392538513E-4,1.8158081598905996E-4,1.182605521686243E-4,7.209147312148725E-8,0.0013148370041226535,1.0364556698581902E-7,1.0735429469729841E-4,9.054729678803241E-4
determin,1.959661916853654E-4,3.795373788526175E-8,6.364211341202808E-8,1.2029567160861006E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,4.2999007186132504E-4,2.3320935392538513E-4,3.631162481200871E-4,7.092678093831385E-4,7.216356459460873E-5,2.630725772672163E-4,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
advantag,1.306658945559534E-4,7.594542950840876E-5,6.364211341202808E-8,4.0089203990593443E-4,5.444758734104823E-4,2.1773410551912786E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,2.723485320545736E-4,5.910072572145143E-8,3.6052945708055776E-4,1.316020239102866E-4,1.0374921255280482E-4,1.0735429469729841E-4,1.1316997473819825E-7
facebook,6.5300297129412E-8,7.97066449328382E-4,6.37057555254401E-5,4.008519547104634E-8,1.3617000658597362E-4,7.255385055619057E-8,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.992678222183575E-4,5.915982644717287E-5,7.216356459460873E-5,1.3147055335692967E-7,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
extens,6.5300297129412E-8,3.0366785681997926E-4,5.728426628216647E-4,2.806364534927954E-4,2.722719621941432E-4,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,1.5549880613285427E-4,2.723485320545736E-4,1.182605521686243E-4,1.44255037716096E-4,2.630725772672163E-4,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
disc,0.0011754706486265456,1.138991673936705E-4,1.9098998234949626E-4,4.810624308480271E-4,6.805097780408478E-8,7.255385055619057E-8,3.4960937181451805E-4,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.915982644717287E-5,7.209147312148725E-8,1.316020239102866E-4,1.0374921255280482E-4,1.0724704764964879E-7,1.1328314471293642E-4
reput,6.53655974265414E-5,7.594542950840876E-5,3.1827420917355246E-4,8.021047613756372E-5,1.3617000658597362E-4,7.262640440674674E-5,8.155998707342357E-4,5.374607221640806E-4,7.771054779253088E-8,4.53838580327568E-8,7.092678093831385E-4,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,1.1316997473819825E-7
premium,1.959661916853654E-4,7.97066449328382E-4,1.273478689374682E-4,2.806364534927954E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.915982644717287E-5,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,0.0011318129173567206
convers,6.5300297129412E-8,3.799169162314701E-5,1.273478689374682E-4,3.608068444348881E-4,7.486288068227365E-4,7.262640440674674E-5,2.3311174708458868E-4,1.0747065030275557E-7,7.778825834032338E-5,1.3619695795630314E-4,1.773612778900757E-4,3.6052945708055776E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,2.2645311945113466E-4
sweet,4.571673802030134E-4,2.657141189347175E-4,3.1827420917355246E-4,4.008519547104634E-8,2.722719621941432E-4,5.805033583000807E-4,1.166141223546593E-4,1.0747065030275557E-7,7.771054779253088E-8,4.542924189078955E-5,5.910072572145143E-8,7.209147312148725E-8,6.574842373380053E-4,3.110403465244428E-4,1.0724704764964879E-7,1.1316997473819825E-7
pro,1.959661916853654E-4,1.8980664316419401E-4,3.1827420917355246E-4,2.806364534927954E-4,6.811902878188885E-5,2.1773410551912786E-4,1.1649762472992939E-7,2.1504877125581387E-4,6.217620928880395E-4,4.53838580327568E-8,5.910072572145143E-8,7.216356459460873E-5,1.316020239102866E-4,1.0374921255280482E-4,1.0724704764964879E-7,1.1328314471293642E-4
situat,6.5300297129412E-8,3.799169162314701E-5,1.9098998234949626E-4,3.2072164896384175E-4,6.805097780408478E-8,1.451802549629373E-4,1.1649762472992939E-7,1.0757812095305831E-4,2.3320935392538513E-4,2.723485320545736E-4,2.3646200361152717E-4,2.1634651083758324E-4,1.3147055335692967E-7,4.146859135102619E-4,1.0724704764964879E-7,2.2645311945113466E-4
moment,2.612664888147774E-4,3.4162159470524096E-4,2.546320957615244E-4,2.0046606255070276E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,3.1091990171791604E-4,4.53838580327568E-8,1.773612778900757E-4,3.6052945708055776E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,4.527930689275312E-4
lighter,1.306658945559534E-4,7.594542950840876E-5,6.364211341202808E-8,6.013180172611661E-4,2.042209843900584E-4,5.079495077438902E-4,1.166141223546593E-4,2.1504877125581387E-4,7.778825834032338E-5,4.542924189078955E-5,5.910072572145143E-8,5.047124033235323E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
smarthub,6.5300297129412E-8,3.0366785681997926E-4,6.364211341202808E-8,4.008519547104634E-8,2.042209843900584E-4,2.902879560753185E-4,2.3311174708458868E-4,1.0747065030275557E-7,7.771054779253088E-8,0.0022238544274631156,5.910072572145143E-8,7.209147312148725E-8,1.316020239102866E-4,1.0364556698581902E-7,1.0724704764964879E-7,1.1328314471293642E-4
garbag,1.959661916853654E-4,3.795373788526175E-8,3.8191632258558053E-4,4.0125280666517384E-5,2.042209843900584E-4,7.255385055619057E-8,3.4960937181451805E-4,2.1504877125581387E-4,1.5549880613285427E-4,9.081309992354635E-5,2.955627293329786E-4,7.209147312148725E-8,1.316020239102866E-4,1.0364556698581902E-7,0.0011798247711937862,4.527930689275312E-4
carri,1.959661916853654E-4,2.2776038104945577E-4,8.27411116469777E-4,4.008519547104634E-8,6.811902878188885E-5,7.255385055619057E-8,2.3311174708458868E-4,1.0757812095305831E-4,3.886304495104469E-4,4.53838580327568E-8,3.5466345505443E-4,3.6052945708055776E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,3.396230941893329E-4
elimin,3.265667859441894E-4,1.5185290527893226E-4,1.273478689374682E-4,3.608068444348881E-4,2.042209843900584E-4,2.1773410551912786E-4,1.166141223546593E-4,2.1504877125581387E-4,2.3320935392538513E-4,4.53838580327568E-8,1.182605521686243E-4,7.209147312148725E-8,1.3147055335692967E-7,9.329137484393569E-4,1.0735429469729841E-4,1.1316997473819825E-7
rock,6.5300297129412E-8,2.657141189347175E-4,2.546320957615244E-4,1.2029567160861006E-4,3.4032293999822796E-4,7.262640440674674E-5,3.4960937181451805E-4,2.1504877125581387E-4,2.3320935392538513E-4,1.3619695795630314E-4,5.915982644717287E-5,2.1634651083758324E-4,1.316020239102866E-4,1.0364556698581902E-7,2.146013423469472E-4,1.1316997473819825E-7
cancel,1.959661916853654E-4,1.8980664316419401E-4,3.8191632258558053E-4,4.008519547104634E-8,6.805097780408478E-8,7.262640440674674E-5,2.3311174708458868E-4,2.1504877125581387E-4,7.771054779253088E-8,2.2696467402181676E-4,0.0013593757923191043,3.6052945708055776E-4,1.316020239102866E-4,1.0364556698581902E-7,1.0724704764964879E-7,4.527930689275312E-4
citi,6.5300297129412E-8,1.138991673936705E-4,7.637690030577489E-4,1.2029567160861006E-4,6.805097780408478E-8,1.451802549629373E-4,9.320974954641649E-4,4.2999007186132504E-4,1.5549880613285427E-4,4.53838580327568E-8,1.773612778900757E-4,1.44255037716096E-4,5.260136839810756E-4,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
subscript,6.53655974265414E-5,4.5548280836102623E-4,6.364211341202808E-8,4.008519547104634E-8,6.811902878188885E-5,7.262640440674674E-5,1.1649762472992939E-7,1.0747065030275557E-7,7.778825834032338E-5,4.53838580327568E-8,5.910072572145143E-8,7.209147312148725E-8,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,0.0031688724626442893
1st,6.53655974265414E-5,1.138991673936705E-4,2.546320957615244E-4,1.2029567160861006E-4,6.811902878188885E-5,7.255385055619057E-8,2.3311174708458868E-4,3.2251942155856947E-4,1.5549880613285427E-4,4.53838580327568E-8,5.910663579402356E-4,3.6052945708055776E-4,1.316020239102866E-4,1.0364556698581902E-7,1.0735429469729841E-4,0.0018108327657859102
bunch,1.959661916853654E-4,1.5185290527893226E-4,1.9098998234949626E-4,2.0046606255070276E-4,6.811902878188885E-5,7.262640440674674E-5,3.4960937181451805E-4,1.0747065030275557E-7,7.771054779253088E-8,4.085001061528439E-4,2.3646200361152717E-4,7.216356459460873E-5,1.3147055335692967E-7,1.0374921255280482E-4,2.146013423469472E-4,1.1316997473819825E-7
object,6.53655974265414E-5,1.138991673936705E-4,2.546320957615244E-4,8.819143855584905E-4,6.805097780408478E-8,7.255385055619057E-8,1.1649762472992939E-7,1.0757812095305831E-4,7.778825834032338E-5,4.53838580327568E-8,1.773612778900757E-4,2.1634651083758324E-4,1.3147055335692967E-7,8.292681814535378E-4,1.0724704764964879E-7,1.1316997473819825E-7
brighter,6.5300297129412E-8,3.795373788526175E-8,1.273478689374682E-4,8.017439946163979E-4,6.811902878188885E-5,7.262640440674674E-5,1.166141223546593E-4,1.0757812095305831E-4,7.771054779253088E-8,4.53838580327568E-8,5.910072572145143E-8,5.768038764450195E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0735429469729841E-4,2.2645311945113466E-4
event,2.612664888147774E-4,3.4162159470524096E-4,1.9098998234949626E-4,1.6038086707965643E-4,2.042209843900584E-4,7.262640440674674E-5,2.3311174708458868E-4,1.0747065030275557E-7,2.3320935392538513E-4,4.53838580327568E-8,5.910072572145143E-8,2.1634651083758324E-4,1.316020239102866E-4,7.256226144677189E-4,1.0724704764964879E-7,1.1316997473819825E-7
subscrib,6.5300297129412E-8,8.350201872136438E-4,6.364211341202808E-8,4.008519547104634E-8,6.811902878188885E-5,7.255385055619057E-8,1.1649762472992939E-7,1.0747065030275557E-7,1.5549880613285427E-4,9.081309992354635E-5,5.910072572145143E-8,7.209147312148725E-8,1.316020239102866E-4,1.0364556698581902E-7,1.0724704764964879E-7,0.0016976627910477119
profil,6.5300297129412E-8,3.795373788526175E-8,1.273478689374682E-4,3.2072164896384175E-4,2.042209843900584E-4,7.981649099686524E-4,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,4.542924189078955E-5,1.182605521686243E-4,0.001009352715173943,1.3147055335692967E-7,3.110403465244428E-4,1.0724704764964879E-7,1.1316997473819825E-7
thick,6.5300297129412E-8,3.799169162314701E-5,3.1827420917355246E-4,2.0046606255070276E-4,1.3617000658597362E-4,5.805033583000807E-4,4.661069965444475E-4,1.0747065030275557E-7,7.771054779253088E-8,9.081309992354635E-5,5.910072572145143E-8,0.0013698100807813794,1.3147055335692967E-7,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
releas,6.5300297129412E-8,3.795753325905027E-4,6.364211341202808E-8,8.021047613756372E-5,2.042209843900584E-4,7.262640440674674E-5,1.166141223546593E-4,1.0747065030275557E-7,3.1091990171791604E-4,3.631162481200871E-4,2.955627293329786E-4,7.209147312148725E-8,2.630725772672163E-4,4.146859135102619E-4,1.0735429469729841E-4,4.527930689275312E-4
blame,6.53655974265414E-5,2.2776038104945577E-4,1.9098998234949626E-4,4.008519547104634E-8,1.3617000658597362E-4,7.255385055619057E-8,1.1649762472992939E-7,2.1504877125581387E-4,3.1091990171791604E-4,2.2696467402181676E-4,6.501670836616871E-4,2.8843798395907053E-4,1.3147055335692967E-7,1.0364556698581902E-7,1.0724704764964879E-7,1.1316997473819825E-7
offic,3.9186708307360144E-4,3.0366785681997926E-4,1.273478689374682E-4,4.0125280666517384E-5,6.805097780408478E-8,0.0011609341627496052,1.1649762472992939E-7,1.0747065030275557E-7,7.771054779253088E-8,4.53838580327568E-8,5.319656322187843E-4,1.44255037716096E-4,1.3147055335692967E-7,1.0374921255280482E-4,1.0724704764964879E-7,1.1316997473819825E-7
superior,6.5300297129412005E-6,7.970284955904967E-5,3.2457477840134316E-4,4.4494566972861434E-4,5.512129202130866E-4,2.2491693672419075E-4,2.446450119328517E-4,4.406296662412978E-4,0.0,0.0,0.0,0.0,0.0,1.0364556698581901E-4,0.0,0.0
artifact,1.306658945559534E-4,2.2776038104945577E-4,2.546320957615244E-4,3.608068444348881E-4,6.805097780408478E-8,7.262640440674674E-5,1.1649762472992939E-7,1.0757812095305831E-4,7.778825834032338E-5,9.081309992354635E-5,5.910072572145143E-8,2.1634651083758324E-4,3.9454313062414596E-4,7.256226144677189E-4,1.0724704764964879E-7,1.1316997473819825E-7
hesit,6.5300297129412E-8,3.799169162314701E-5,7.637690030577489E-4,8.021047613756372E-5,2.042209843900584E-4,2.902879560753185E-4,4.661069965444475E-4,1.0747065030275557E-7,7.778825834032338E-5,4.53838580327568E-8,1.773612778900757E-4,1.44255037716096E-4,1.316020239102866E-4,1.0374921255280482E-4,4.290954376462448E-4,3.396230941893329E-4
son,3.9186708307360144E-4,3.795373788526175E-8,1.273478689374682E-4,4.008519547104634E-8,0.0010208327180390756,7.255385055619057E-8,0.0010485951201940943,3.2251942155856947E-4,7.771054779253088E-8,4.53838580327568E-8,5.915982644717287E-5,1.44255037716096E-4,1.3147055335692967E-7,1.0364556698581902E-7,3.2184838999659596E-4,1.1328314471293642E-4
