,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
posit,2.3115446055319475E-4,1.850326596889017E-4,6.529690732298938E-8,5.154787412176121E-4,3.973735074572261E-4,4.037363338682173E-4,0.002899094970810024,0.0010550836936196544,4.2416450670706816E-4,7.564616066262107E-5,2.531280204452539E-4,3.5800087824140807E-4,2.521920582443483E-4,7.20790280229566E-8,4.1694861012845367E-4,0.0010420908656629212
produc,2.3115446055319475E-4,1.4803352757754363E-4,0.0014365972580130896,8.247041408682492E-4,9.933344418206712E-4,6.727817594871142E-8,5.57608320796159E-4,9.590798051264926E-8,0.0010602522448331388,4.534991110253637E-4,5.061716929996565E-4,0.0010737640470013042,5.883360878935963E-4,1.4423013507393613E-4,2.7798890003731763E-4,4.7372933544043903E-4
speed,2.3115446055319475E-4,0.0015540005478091499,8.48925092106185E-4,3.09328474783854E-4,1.9871986266941098E-4,6.727817594871142E-8,5.57608320796159E-4,2.878198495184604E-4,1.0601462302101179E-7,5.290697010979122E-4,1.6878012959378646E-4,1.192938614599827E-7,8.4036007412312E-8,2.883881911198494E-4,6.948680303107257E-4,9.472692170374704E-8
stun,3.0818027213373283E-4,3.7036131243469416E-5,9.142219994291744E-4,1.0317820835009592E-4,3.3115562586128773E-4,6.734545412466013E-5,0.0018956006922326535,9.590798051264926E-8,9.54237621812127E-4,4.534991110253637E-4,8.443223874231896E-5,1.192938614599827E-7,0.0021850202287275245,7.215110705097954E-5,6.954933490061357E-5,4.7372933544043903E-4
choos,5.392577068753471E-4,7.770187734706307E-4,3.9184674084525933E-4,3.09328474783854E-4,5.960271522450411E-4,2.691799819707944E-4,1.1149936428637453E-7,3.837278300311097E-4,8.482229987911152E-4,1.5121675073516958E-4,8.43478908514675E-8,7.158824626213562E-4,8.4036007412312E-8,2.1630916309689274E-4,0.001181227015629702,1.8954857032919782E-4
favorit,7.702581158053807E-8,0.0018499936047000145,6.529690732298938E-8,1.0307513321687905E-7,2.6493774426534936E-4,6.727817594871142E-8,1.1161086365066089E-4,9.590798051264926E-8,6.361937527490917E-4,7.557059007254852E-8,1.6878012959378646E-4,1.192938614599827E-7,0.0010925521323674682,7.20790280229566E-8,0.001181227015629702,9.472692170374704E-8
hz,4.62231895294809E-4,1.4803352757754363E-4,0.0020895663312429833,2.0625334156697497E-4,0.001324423849800363,1.3462363007337154E-4,7.80607049368908E-4,2.878198495184604E-4,0.0012722814908751622,2.2678734080771812E-4,8.435632564055263E-4,7.158824626213562E-4,6.723720953059082E-4,7.215110705097954E-5,6.954933490061357E-5,1.8954857032919782E-4
jack,3.0818027213373283E-4,1.1103439546618555E-4,6.536220423031236E-5,3.09328474783854E-4,1.3250198107347263E-4,2.691799819707944E-4,3.3460959222340994E-4,0.004028231089511781,7.422083757701035E-4,0.0018137697323312371,1.6878012959378646E-4,1.192938614599827E-7,4.202640730689723E-4,2.1630916309689274E-4,6.954933490061357E-5,9.472692170374704E-8
commerci,7.71028373921186E-5,0.0024049805863703855,1.9595601887629116E-4,1.0307513321687905E-7,6.621788159593835E-8,6.727817594871142E-8,1.1161086365066089E-4,9.600388849316189E-5,1.0601462302101179E-7,5.290697010979122E-4,8.43478908514675E-8,0.002028114938681166,8.41200434197243E-5,2.1630916309689274E-4,6.253881752651577E-4,9.472692170374704E-8
finish,7.71028373921186E-5,1.4803352757754363E-4,0.001501894165336079,4.124036080007331E-4,9.933344418206712E-4,6.727817594871142E-8,5.57608320796159E-4,2.878198495184604E-4,1.0601462302101179E-7,2.2678734080771812E-4,8.43478908514675E-8,9.544701855413215E-4,4.202640730689723E-4,2.883881911198494E-4,6.954933490061357E-5,0.0014209985524779095
rep,7.702581158053807E-8,2.5903092391161783E-4,6.536220423031236E-5,2.0625334156697497E-4,3.3115562586128773E-4,0.004440426890790903,1.1149936428637453E-7,9.600388849316189E-5,1.0612063764403278E-4,3.0235793088026665E-4,2.531280204452539E-4,4.772947397013908E-4,8.4036007412312E-8,4.3254624716576254E-4,2.0850904499174962E-4,1.8954857032919782E-4
break,5.392577068753471E-4,5.180248486911243E-4,3.9184674084525933E-4,0.0011339295405188863,6.622450338409794E-4,2.0190180602208297E-4,5.57608320796159E-4,9.590798051264926E-8,2.1213526066504455E-4,3.0235793088026665E-4,0.0016870421649202016,1.192938614599827E-7,1.681560508320363E-4,1.4423013507393613E-4,4.1694861012845367E-4,7.5791010055168E-4
heard,6.933093300364231E-4,1.850326596889017E-4,6.529690732298938E-8,4.124036080007331E-4,1.9871986266941098E-4,7.401272136117744E-4,1.1149936428637453E-7,0.0011509916741323037,3.1814988368605634E-4,2.2678734080771812E-4,5.061716929996565E-4,0.0010737640470013042,5.883360878935963E-4,3.6046721914280596E-4,4.864284651740217E-4,5.684562571441861E-4
spot,2.3115446055319475E-4,1.850326596889017E-4,7.836281847831957E-4,0.004844634336326532,1.3250198107347263E-4,3.3645815791950585E-4,4.461089565097845E-4,9.600388849316189E-5,2.1213526066504455E-4,1.5121675073516958E-4,8.43478908514675E-8,1.192938614599827E-7,3.3622806565666033E-4,2.883881911198494E-4,2.7798890003731763E-4,4.7372933544043903E-4
experienc,7.702581158053807E-8,4.0702745235705006E-4,3.9184674084525933E-4,1.0317820835009592E-4,6.621788159593835E-8,8.074053895604857E-4,0.001003605777941657,6.714517715690574E-4,1.0612063764403278E-4,5.290697010979122E-4,8.435632564055263E-4,9.544701855413215E-4,8.41200434197243E-5,2.1630916309689274E-4,2.7798890003731763E-4,4.7372933544043903E-4
flaw,2.3115446055319475E-4,2.5903092391161783E-4,5.877374628142274E-4,0.0028862068052058305,1.3250198107347263E-4,2.691799819707944E-4,0.0016726019636599042,8.632677325943559E-4,6.361937527490917E-4,3.0235793088026665E-4,3.3747591129672146E-4,4.772947397013908E-4,8.4036007412312E-8,3.6046721914280596E-4,6.954933490061357E-5,9.472692170374704E-8
automat,5.392577068753471E-4,5.550239808024823E-4,5.877374628142274E-4,2.0625334156697497E-4,6.621788159593835E-8,1.3462363007337154E-4,1.1161086365066089E-4,6.714517715690574E-4,3.1814988368605634E-4,7.557059007254852E-8,8.43478908514675E-8,0.0013123517699212695,2.521920582443483E-4,7.20790280229566E-8,0.002570824116541062,9.472692170374704E-8
singl,7.702581158053807E-8,4.440265844684081E-4,1.3065911155330176E-4,3.09328474783854E-4,7.284629154369178E-4,1.3462363007337154E-4,1.1149936428637453E-7,0.0018223475377208485,1.0612063764403278E-4,6.046402911704607E-4,8.443223874231896E-5,0.0014316456313812522,8.4036007412312E-8,2.883881911198494E-4,0.0011117471605841338,9.482164862545079E-5
technic,1.5412864897265669E-4,1.4803352757754363E-4,6.530343701372168E-4,3.09328474783854E-4,9.933344418206712E-4,0.0015474653249963116,2.231102279370354E-4,6.714517715690574E-4,5.301791297280799E-4,3.0235793088026665E-4,4.2182380214818895E-4,1.1941315532144267E-4,1.681560508320363E-4,3.6046721914280596E-4,2.7798890003731763E-4,1.8954857032919782E-4
spec,5.392577068753471E-4,3.7036131243469416E-5,0.0010448158140751534,0.0010308544073020073,6.622450338409794E-4,5.3829268576564E-4,2.231102279370354E-4,4.7963581054375897E-4,3.1814988368605634E-4,7.557814713155577E-4,2.531280204452539E-4,3.5800087824140807E-4,3.3622806565666033E-4,2.1630916309689274E-4,3.474687550828857E-4,9.472692170374704E-8
deep,7.702581158053807E-8,1.1103439546618555E-4,0.0031343168484108137,8.247041408682492E-4,4.6359138905316443E-4,1.3462363007337154E-4,2.231102279370354E-4,5.755437910564082E-4,4.2416450670706816E-4,7.557059007254852E-8,1.6878012959378646E-4,2.3870701678142535E-4,1.681560508320363E-4,7.215110705097954E-5,2.7798890003731763E-4,3.7900241373669196E-4
attempt,7.702581158053807E-8,4.440265844684081E-4,5.224405554912381E-4,1.0307513321687905E-7,6.628409947753429E-5,0.001143796269304043,4.461089565097845E-4,1.9191186900581114E-4,2.1213526066504455E-4,4.534991110253637E-4,7.592153655540589E-4,0.0011930579084612869,5.043000804812843E-4,5.767043032116756E-4,8.338277404018618E-4,6.631831788479331E-4
compat,1.5412864897265669E-4,0.0018869927368113724,6.536220423031236E-5,3.09328474783854E-4,6.621788159593835E-8,6.055708617143515E-4,6.691076850825335E-4,2.878198495184604E-4,0.0015903253599381976,0.001209205011750849,5.061716929996565E-4,1.192938614599827E-7,2.521920582443483E-4,7.215110705097954E-5,5.559083202195897E-4,3.7900241373669196E-4
green,2.3115446055319475E-4,7.403526335482748E-5,0.0019589725165970046,0.0034015824712902254,3.973735074572261E-4,1.3462363007337154E-4,5.57608320796159E-4,4.7963581054375897E-4,3.1814988368605634E-4,3.779285209528152E-4,9.279111472569939E-4,1.192938614599827E-7,3.3622806565666033E-4,1.4423013507393613E-4,2.0850904499174962E-4,3.7900241373669196E-4
life,3.8520608371427095E-4,3.6999132111358067E-8,0.001175409628721132,6.185538744344912E-4,5.960271522450411E-4,3.3645815791950585E-4,1.1149936428637453E-7,3.837278300311097E-4,3.1814988368605634E-4,1.5121675073516958E-4,0.001265302710662864,4.772947397013908E-4,7.564081027182203E-4,7.20790280229566E-8,2.7798890003731763E-4,5.684562571441861E-4
wire,3.8520608371427095E-4,7.030205092479146E-4,6.536220423031236E-5,4.124036080007331E-4,6.628409947753429E-5,8.074053895604857E-4,3.3460959222340994E-4,0.0018223475377208485,2.1213526066504455E-4,9.069226514606547E-4,2.531280204452539E-4,4.772947397013908E-4,3.3622806565666033E-4,2.1630916309689274E-4,7.643478853562937E-4,0.0013262716307741622
readi,5.392577068753471E-4,2.9603005602297583E-4,2.612529261992806E-4,2.0625334156697497E-4,6.622450338409794E-4,6.055708617143515E-4,8.921064136552825E-4,6.714517715690574E-4,3.1814988368605634E-4,7.557059007254852E-8,8.443223874231896E-5,0.0011930579084612869,8.4036007412312E-8,9.370994433264586E-4,3.474687550828857E-4,7.5791010055168E-4
music,3.0818027213373283E-4,5.920231129138404E-4,2.612529261992806E-4,1.0317820835009592E-4,6.628409947753429E-5,6.727817594871142E-8,4.461089565097845E-4,0.002397795420796744,1.0601462302101179E-7,0.0018893403224037857,2.531280204452539E-4,9.544701855413215E-4,2.521920582443483E-4,2.1630916309689274E-4,2.0850904499174962E-4,4.7372933544043903E-4
bring,7.702581158053807E-8,5.180248486911243E-4,5.224405554912381E-4,5.154787412176121E-4,3.973735074572261E-4,7.401272136117744E-4,3.3460959222340994E-4,3.837278300311097E-4,1.0601462302101179E-7,2.2678734080771812E-4,2.531280204452539E-4,2.3870701678142535E-4,3.3622806565666033E-4,5.767043032116756E-4,0.001667586000948678,2.842754920329449E-4
easier,7.702581158053807E-8,5.550239808024823E-4,5.224405554912381E-4,1.0317820835009592E-4,6.621788159593835E-8,6.727817594871142E-8,6.691076850825335E-4,1.9191186900581114E-4,0.0012722814908751622,3.779285209528152E-4,8.443223874231896E-5,1.1941315532144267E-4,7.564081027182203E-4,3.6046721914280596E-4,0.0019455054211309501,2.842754920329449E-4
feet,7.71028373921186E-5,2.2203179180025975E-4,0.0010448158140751534,1.0307513321687905E-7,2.6493774426534936E-4,2.691799819707944E-4,1.1149936428637453E-7,1.9191186900581114E-4,5.301791297280799E-4,7.557059007254852E-8,8.43478908514675E-8,0.0029824658303610274,9.244801175428443E-4,7.215110705097954E-5,2.0850904499174962E-4,0.002273540847811633
space,6.162835184558851E-4,7.403526335482748E-5,5.877374628142274E-4,6.185538744344912E-4,4.6359138905316443E-4,6.727817594871142E-8,1.1161086365066089E-4,9.590798051264926E-8,7.422083757701035E-4,6.802108812430092E-4,5.061716929996565E-4,2.3870701678142535E-4,1.681560508320363E-4,4.3254624716576254E-4,3.474687550828857E-4,0.002936629299737862
default,5.392577068753471E-4,3.330291881343339E-4,0.0014365972580130896,5.154787412176121E-4,1.9871986266941098E-4,3.3645815791950585E-4,5.57608320796159E-4,2.878198495184604E-4,8.482229987911152E-4,3.779285209528152E-4,8.443223874231896E-5,0.0017895272157612003,1.681560508320363E-4,2.1630916309689274E-4,0.001528626290857542,2.842754920329449E-4
multipl,4.62231895294809E-4,7.400196413592727E-4,4.5714364816824875E-4,1.0307513321687905E-7,6.621788159593835E-8,0.0010765180933553315,1.1161086365066089E-4,3.837278300311097E-4,1.0612063764403278E-4,6.802108812430092E-4,3.3747591129672146E-4,7.158824626213562E-4,3.3622806565666033E-4,1.4423013507393613E-4,4.864284651740217E-4,7.5791010055168E-4
knew,9.243867647780374E-4,3.330291881343339E-4,4.5714364816824875E-4,1.0317820835009592E-4,5.298092706491027E-4,6.055708617143515E-4,0.001003605777941657,2.878198495184604E-4,1.0601462302101179E-7,7.564616066262107E-5,2.531280204452539E-4,2.3870701678142535E-4,1.681560508320363E-4,0.0011533365273953286,4.864284651740217E-4,5.684562571441861E-4
buzz,3.8520608371427095E-4,1.4803352757754363E-4,4.5714364816824875E-4,0.0016493052066032818,7.284629154369178E-4,5.3829268576564E-4,0.001003605777941657,1.9191186900581114E-4,3.1814988368605634E-4,4.534991110253637E-4,3.3747591129672146E-4,0.009305040487740111,7.564081027182203E-4,3.6046721914280596E-4,4.1694861012845367E-4,1.8954857032919782E-4
sd,7.702581158053807E-8,1.4803352757754363E-4,7.183312774602062E-4,4.124036080007331E-4,6.621788159593835E-8,6.727817594871142E-8,5.57608320796159E-4,1.9191186900581114E-4,1.0601462302101179E-7,3.0235793088026665E-4,8.43478908514675E-8,1.1941315532144267E-4,0.006807000636404685,7.20790280229566E-8,3.474687550828857E-4,9.482164862545079E-5
reflect,4.62231895294809E-4,3.7036131243469416E-5,0.002220160145888962,0.0020616057394707977,7.946807970328561E-4,2.0190180602208297E-4,0.001003605777941657,9.600388849316189E-5,3.1814988368605634E-4,1.5121675073516958E-4,5.90519583851124E-4,2.3870701678142535E-4,8.4036007412312E-8,3.6046721914280596E-4,2.0850904499174962E-4,0.0014209985524779095
worri,7.702581158053807E-8,2.2203179180025975E-4,7.836281847831957E-4,1.0307513321687905E-7,9.271165602247329E-4,3.3645815791950585E-4,2.231102279370354E-4,4.7963581054375897E-4,1.0601462302101179E-7,7.564616066262107E-5,8.443223874231896E-5,4.772947397013908E-4,6.723720953059082E-4,7.208623592575888E-4,2.0850904499174962E-4,0.001989360082700392
refurbish,0.0010014125763585754,3.6999132111358067E-8,1.9595601887629116E-4,3.09328474783854E-4,8.608986786287945E-4,2.0190180602208297E-4,5.57608320796159E-4,9.590798051264926E-8,1.0612063764403278E-4,1.5121675073516958E-4,7.592153655540589E-4,9.544701855413215E-4,8.41200434197243E-5,0.001441652639487155,4.1694861012845367E-4,9.472692170374704E-8
bother,1.5412864897265669E-4,8.510170376933468E-4,5.877374628142274E-4,5.154787412176121E-4,2.6493774426534936E-4,4.037363338682173E-4,2.231102279370354E-4,8.632677325943559E-4,0.0011662668678541505,3.0235793088026665E-4,3.3747591129672146E-4,1.192938614599827E-7,4.202640730689723E-4,1.4423013507393613E-4,4.1694861012845367E-4,3.7900241373669196E-4
buck,0.0012324900111001897,2.9603005602297583E-4,6.529690732298938E-8,2.0625334156697497E-4,0.0022514741921434997,6.727817594871142E-8,8.921064136552825E-4,2.878198495184604E-4,2.1213526066504455E-4,1.5121675073516958E-4,7.592153655540589E-4,1.1941315532144267E-4,8.41200434197243E-5,7.20790280229566E-8,1.390291899461816E-4,4.7372933544043903E-4
honest,5.392577068753471E-4,4.0702745235705006E-4,6.529690732298938E-8,6.185538744344912E-4,8.608986786287945E-4,4.710145098169287E-4,3.3460959222340994E-4,0.0010550836936196544,0.0013782961138961742,3.779285209528152E-4,5.90519583851124E-4,1.1941315532144267E-4,3.3622806565666033E-4,7.20790280229566E-8,2.0850904499174962E-4,8.526370222554272E-4
realiz,7.71028373921186E-5,2.2203179180025975E-4,3.9184674084525933E-4,9.277792740851283E-4,7.284629154369178E-4,2.0190180602208297E-4,0.001003605777941657,5.755437910564082E-4,5.301791297280799E-4,6.046402911704607E-4,8.43478908514675E-8,1.192938614599827E-7,1.681560508320363E-4,8.650204153035021E-4,9.727874504929977E-4,6.631831788479331E-4
instruct,3.0818027213373283E-4,2.9603005602297583E-4,6.529690732298938E-8,2.0625334156697497E-4,6.628409947753429E-5,0.0012110744452527545,3.3460959222340994E-4,9.590798051264926E-8,2.1213526066504455E-4,7.564616066262107E-5,3.3747591129672146E-4,4.772947397013908E-4,3.3622806565666033E-4,6.487833312346323E-4,0.001181227015629702,0.002747175456330368
busi,1.5412864897265669E-4,2.2203179180025975E-4,1.9595601887629116E-4,2.0625334156697497E-4,6.628409947753429E-5,0.002085690732586003,2.231102279370354E-4,3.837278300311097E-4,7.422083757701035E-4,7.564616066262107E-5,3.3747591129672146E-4,2.3870701678142535E-4,1.681560508320363E-4,0.0015137316675101116,6.954933490061357E-5,6.631831788479331E-4
cheaper,5.392577068753471E-4,1.4803352757754363E-4,3.9184674084525933E-4,7.216290076513702E-4,0.0013906417313963013,2.691799819707944E-4,5.57608320796159E-4,5.755437910564082E-4,7.422083757701035E-4,4.534991110253637E-4,6.748674747025914E-4,1.192938614599827E-7,8.4036007412312E-8,0.0011533365273953286,3.474687550828857E-4,9.472692170374704E-8
minor,0.0012324900111001897,2.5903092391161783E-4,0.001175409628721132,0.0011339295405188863,3.3115562586128773E-4,6.734545412466013E-5,0.001226604506514406,9.590798051264926E-8,4.2416450670706816E-4,7.564616066262107E-5,3.3747591129672146E-4,8.351763240813389E-4,4.202640730689723E-4,2.1630916309689274E-4,6.947985504556802E-8,0.0013262716307741622
pain,2.3115446055319475E-4,6.660213771365565E-4,1.3065911155330176E-4,2.0625334156697497E-4,6.621788159593835E-8,6.727817594871142E-8,1.1149936428637453E-7,2.878198495184604E-4,4.2416450670706816E-4,7.557059007254852E-8,8.43478908514675E-8,0.0010737640470013042,4.202640730689723E-4,6.487833312346323E-4,0.003474062232133446,3.7900241373669196E-4
broadcast,5.392577068753471E-4,3.330291881343339E-4,6.529690732298938E-8,0.0012370046737357654,1.9871986266941098E-4,2.691799819707944E-4,3.3460959222340994E-4,4.7963581054375897E-4,7.422083757701035E-4,6.046402911704607E-4,8.443223874231896E-5,3.5800087824140807E-4,0.00495820847333382,1.4423013507393613E-4,0.001181227015629702,1.8954857032919782E-4
tuner,7.703351416169612E-4,3.7036131243469416E-5,3.2654983352226996E-4,4.124036080007331E-4,6.621788159593835E-8,2.691799819707944E-4,1.1149936428637453E-7,7.673597520817066E-4,1.0612063764403278E-4,0.0012847756018233975,1.6878012959378646E-4,1.192938614599827E-7,0.0041178483992106996,2.1630916309689274E-4,0.001320186725720838,9.482164862545079E-5
die,5.392577068753471E-4,1.1103439546618555E-4,1.3065911155330176E-4,2.0625334156697497E-4,7.284629154369178E-4,4.037363338682173E-4,2.231102279370354E-4,4.7963581054375897E-4,5.301791297280799E-4,4.534991110253637E-4,0.003711391545355421,3.5800087824140807E-4,2.521920582443483E-4,2.1630916309689274E-4,2.7798890003731763E-4,1.8954857032919782E-4
eye,3.0818027213373283E-4,1.1103439546618555E-4,0.0024813477751809195,0.0018554554730370399,6.621788159593835E-8,1.3462363007337154E-4,0.001003605777941657,3.837278300311097E-4,8.482229987911152E-4,6.802108812430092E-4,2.531280204452539E-4,1.192938614599827E-7,3.3622806565666033E-4,3.6046721914280596E-4,6.947985504556802E-8,9.472692170374704E-8
larger,2.3115446055319475E-4,1.4803352757754363E-4,4.5714364816824875E-4,3.09328474783854E-4,0.0017879490209719315,6.727817594871142E-8,2.231102279370354E-4,3.837278300311097E-4,3.1814988368605634E-4,0.0011336344216783003,3.3747591129672146E-4,4.772947397013908E-4,8.41200434197243E-5,1.4423013507393613E-4,5.559083202195897E-4,9.473639439591742E-4
vga,7.702581158053807E-8,3.6999132111358067E-8,1.3065911155330176E-4,4.124036080007331E-4,3.3115562586128773E-4,1.3462363007337154E-4,1.1161086365066089E-4,3.837278300311097E-4,5.301791297280799E-4,0.007103711037409634,1.6878012959378646E-4,2.3870701678142535E-4,8.41200434197243E-5,7.20790280229566E-8,6.947985504556802E-8,9.482164862545079E-5
burn,1.5412864897265669E-4,1.850326596889017E-4,8.48925092106185E-4,0.00505078460276029,0.0011919880866084864,0.00100923991740662,7.80607049368908E-4,6.714517715690574E-4,8.482229987911152E-4,3.779285209528152E-4,8.443223874231896E-5,0.0021474088001411486,5.043000804812843E-4,7.215110705097954E-5,3.474687550828857E-4,1.8954857032919782E-4
file,3.8520608371427095E-4,6.660213771365565E-4,1.9595601887629116E-4,1.0307513321687905E-7,6.628409947753429E-5,9.419617414579086E-4,7.80607049368908E-4,4.7963581054375897E-4,0.0012722814908751622,0.003854175664290047,8.43478908514675E-8,7.158824626213562E-4,2.521920582443483E-4,3.6046721914280596E-4,8.338277404018618E-4,9.472692170374704E-8
step,3.8520608371427095E-4,2.9603005602297583E-4,6.529690732298938E-8,6.185538744344912E-4,6.621788159593835E-8,0.0012110744452527545,0.001449603235087155,3.837278300311097E-4,1.0612063764403278E-4,6.046402911704607E-4,5.061716929996565E-4,2.3870701678142535E-4,2.521920582443483E-4,7.208623592575888E-4,6.948680303107257E-4,7.5791010055168E-4
stuck,3.8520608371427095E-4,2.9603005602297583E-4,1.3065911155330176E-4,0.002164680872687677,1.9871986266941098E-4,0.001143796269304043,7.80607049368908E-4,4.7963581054375897E-4,7.422083757701035E-4,5.290697010979122E-4,8.43478908514675E-8,5.965886011613735E-4,1.681560508320363E-4,7.215110705097954E-5,0.001181227015629702,5.684562571441861E-4
stuff,7.702581158053807E-8,0.0011100109624728534,7.183312774602062E-4,1.0307513321687905E-7,3.973735074572261E-4,3.3645815791950585E-4,1.1149936428637453E-7,9.590798051264926E-8,8.482229987911152E-4,7.557814713155577E-4,5.90519583851124E-4,1.192938614599827E-7,5.883360878935963E-4,4.3254624716576254E-4,5.559083202195897E-4,6.631831788479331E-4
