,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7
amount,7.126259431709164E-4,4.3398923249644264E-4,5.658367727333245E-4,8.09096935550802E-4,6.225820561905033E-4,8.778094510549367E-4,8.339356526211479E-4,4.0423449577627095E-4,8.54235524484262E-4,3.3022184128308986E-4,0.0010358840893430704,5.036309772895853E-4,2.58405874659333E-4,5.02985527373436E-4,7.461487731876829E-4,3.700986214311985E-4
glare,0.0015439535995656196,5.786282035000895E-4,0.001037288841332995,2.4899598793467884E-4,7.609182535442425E-4,7.321783688909187E-5,2.50239065445062E-4,6.467266948022283E-4,3.6617066261637906E-4,1.1011063229586115E-4,0.00406362006311714,6.294600391070933E-8,0.0011623744516784888,2.0125455714342037E-4,1.2433740596361988E-7,1.8509556148058688E-4
drive,2.3758156808822907E-4,0.0013741425440201478,2.829655315735222E-4,3.734628651827062E-4,1.3840536545241608E-4,4.3894129787356683E-4,8.338522673944085E-8,7.275574278108807E-4,6.102030935503205E-4,0.001650889095206462,0.0010358840893430704,6.29522985111004E-4,1.291383681455937E-7,6.035625174501078E-4,3.731365552968232E-4,9.251078012830332E-4
averag,9.501481307122603E-4,2.893502614927957E-4,3.7725594529345636E-4,4.979297424307336E-4,0.0016601035363435477,0.0010240988354487267,2.50239065445062E-4,4.0423449577627095E-4,0.0010982679554182033,4.953052480235114E-4,4.781432520688998E-4,2.518469616467481E-4,2.58405874659333E-4,4.0240853729676414E-4,6.21811367224063E-4,6.476032113571159E-4
wife,0.0016627146933362914,7.232671745037364E-4,3.7725594529345636E-4,6.846300583027746E-4,0.001037590648251721,5.120859900704618E-4,4.170095189239437E-4,4.0423449577627095E-4,1.2213823168243765E-4,5.5027802246807174E-8,7.171750394721158E-4,8.813070007538413E-4,1.2926750651373928E-4,7.041395075267797E-4,4.974739612604432E-4,8.326062713077274E-4
board,5.9439927432221255E-5,4.3398923249644264E-4,2.829655315735222E-4,6.22334386240137E-8,3.4590966148302497E-4,3.6579660567667184E-4,1.6685383870562113E-4,3.234037627676185E-4,2.441544471494084E-4,2.751940390362827E-4,7.968523019398544E-4,0.0024549570985215744,7.749593472417078E-4,5.02985527373436E-4,0.004973620575950758,0.0011101108612336448
refund,1.7820102120289313E-4,1.4471129048914874E-4,6.601271864532586E-4,0.001991532269407062,2.7674156280615536E-4,2.1950722128288183E-4,3.3362429218450286E-4,4.8506522878492337E-4,1.2213823168243765E-4,2.751940390362827E-4,1.594342021979451E-4,0.0033362011532715053,7.749593472417078E-4,1.0067756706674851E-4,6.21811367224063E-4,2.775970914558927E-4
post,9.501481307122603E-4,2.893502614927957E-4,2.829655315735222E-4,6.22334386240137E-8,4.150777601598946E-4,4.3894129787356683E-4,5.837799724028255E-4,8.09115637416611E-5,1.2213823168243765E-4,6.053608525171257E-4,0.0010358840893430704,0.0010701450124859695,0.00154978955611527,6.035625174501078E-4,0.0016165106149330219,8.326062713077274E-4
mind,0.0012470508651389399,5.063087179982661E-4,2.829655315735222E-4,7.468634969267883E-4,4.8424585883676414E-4,6.583753744642517E-4,8.338522673944085E-8,0.0013742032918801004,1.220162154669707E-7,6.603886547639329E-4,6.374977770043772E-4,3.7773896946816674E-4,6.458209790961142E-4,8.047164976034514E-4,1.2433740596361988E-7,2.775970914558927E-4
initi,3.563426618589009E-4,3.6166974699461917E-4,8.487080138931268E-4,8.713303741748157E-4,4.8424585883676414E-4,8.046647588580417E-4,6.671651991422662E-4,8.892188938281855E-4,6.102030935503205E-4,8.804998637511616E-4,3.1878872713342245E-4,5.665769812002947E-4,1.2926750651373928E-4,8.047164976034514E-4,4.974739612604432E-4,0.0011101108612336448
leav,6.532453962855805E-4,1.4471129048914874E-4,2.829655315735222E-4,6.22396619678761E-4,4.8424585883676414E-4,2.9265191347977685E-4,5.003947456633846E-4,6.467266948022283E-4,4.8818687808334984E-4,3.3022184128308986E-4,0.00167330218908498,0.0011330910163966789,3.875442428049267E-4,7.041395075267797E-4,1.2433740596361988E-7,0.001017609331258339
continu,4.7510375562957274E-4,7.231948550182346E-8,2.829655315735222E-4,9.957972514228431E-4,3.4590966148302497E-4,5.852306822673567E-4,2.50239065445062E-4,4.0423449577627095E-4,0.0017083490327530568,0.0010455832704915832,7.975693973020641E-5,5.036309772895853E-4,3.875442428049267E-4,1.0057699007667185E-7,0.002486872456678361,6.476032113571159E-4
entir,3.563426618589009E-4,7.232671745037364E-4,3.7725594529345636E-4,5.601631810547473E-4,3.4590966148302497E-4,7.314469219689498E-8,5.837799724028255E-4,4.0423449577627095E-4,8.54235524484262E-4,7.1541645701074E-4,9.562068268753318E-4,6.29522985111004E-4,0.002066343028697645,1.0057699007667185E-7,8.704861791513028E-4,6.476032113571159E-4
reset,1.7820102120289313E-4,6.50947689001913E-4,9.438470413365402E-5,2.4899598793467884E-4,1.3840536545241608E-4,7.314469219689498E-8,6.671651991422662E-4,8.083073300865246E-8,8.54235524484262E-4,0.0017059168974532693,4.781432520688998E-4,6.29522985111004E-4,7.749593472417078E-4,6.035625174501078E-4,0.004227596140169039,3.700986214311985E-4
job,0.0010095286775975963,0.001084864602012854,5.658367727333245E-4,0.0014936647604149528,3.4590966148302497E-4,6.583753744642517E-4,0.0010007061061000297,8.892188938281855E-4,1.220162154669707E-7,3.3022184128308986E-4,3.9846598960116114E-4,1.2595495382532936E-4,2.58405874659333E-4,3.0183154722009223E-4,3.731365552968232E-4,4.6260015140650433E-4
ray,0.0012470508651389399,5.063087179982661E-4,1.886751178535881E-4,4.356963038067199E-4,3.4590966148302497E-4,0.003072150216961786,8.339356526211479E-4,7.275574278108807E-4,2.441544471494084E-4,6.053608525171257E-4,2.3911146466568377E-4,2.518469616467481E-4,5.166826109505204E-4,8.047164976034514E-4,4.974739612604432E-4,1.8509556148058688E-4
shut,2.3758156808822907E-4,2.1703077599097222E-4,9.42904137199341E-8,6.22334386240137E-8,4.8424585883676414E-4,3.6579660567667184E-4,0.0010007061061000297,4.8506522878492337E-4,8.54235524484262E-4,9.355276659979688E-4,2.3911146466568377E-4,9.442530046645507E-4,6.458209790961142E-4,6.035625174501078E-4,0.005222295387877998,9.251078012830332E-4
websit,1.7820102120289313E-4,2.1703077599097222E-4,5.658367727333245E-4,0.001431431321790939,1.3840536545241608E-4,1.4636252908598686E-4,5.003947456633846E-4,4.0423449577627095E-4,0.0013423003863521446,0.0020911115131809193,7.967726246773868E-8,8.18360996843132E-4,7.749593472417078E-4,9.052934876801233E-4,4.974739612604432E-4,2.775970914558927E-4
cool,3.563426618589009E-4,0.002169656884540206,1.886751178535881E-4,1.867625493106651E-4,2.075734641292857E-4,8.046647588580417E-4,0.001417632239797234,4.8506522878492337E-4,7.322193090172912E-4,7.1541645701074E-4,7.968523019398544E-4,2.518469616467481E-4,2.58405874659333E-4,7.041395075267797E-4,4.974739612604432E-4,8.326062713077274E-4
useless,2.96962114973565E-4,5.786282035000895E-4,4.7154635901339046E-4,1.245291106866514E-4,6.923726677554648E-5,3.6579660567667184E-4,0.0012508617863183523,2.4257302975896599E-4,9.762517399512326E-4,0.0017059168974532693,3.1878872713342245E-4,6.29522985111004E-4,9.040977153873016E-4,0.001106447467833467,9.948235851149226E-4,0.0012951139211842563
touch,4.7510375562957274E-4,0.0012295035730165008,9.429984276130609E-4,3.112294265586925E-4,0.00124509494428233,5.120859900704618E-4,8.338522673944085E-8,6.467266948022283E-4,1.220162154669707E-7,3.3022184128308986E-4,7.171750394721158E-4,3.7773896946816674E-4,7.749593472417078E-4,1.0067756706674851E-4,2.4879914933320337E-4,0.0031451445206903722
error,2.96962114973565E-4,7.231948550182346E-8,9.42904137199341E-8,6.22334386240137E-8,1.3840536545241608E-4,1.4636252908598686E-4,0.0012508617863183523,8.083073300865246E-8,0.004880770634894295,0.0035218343715979063,3.9846598960116114E-4,3.147929655574574E-4,3.875442428049267E-4,1.0057699007667185E-7,1.2433740596361988E-7,1.8509556148058688E-4
damag,1.1882047431755719E-4,7.232671745037364E-4,8.487080138931268E-4,7.468634969267883E-4,4.150777601598946E-4,2.1950722128288183E-4,1.6685383870562113E-4,4.0423449577627095E-4,2.441544471494084E-4,1.1011063229586115E-4,7.968523019398544E-4,0.004595121231485692,7.749593472417078E-4,6.035625174501078E-4,2.4879914933320337E-4,3.700986214311985E-4
worst,0.0,0.0,9.429041371993409E-5,6.22334386240137E-5,0.0,0.0,0.0,0.0,0.0011103475607494335,0.0013261700341480529,0.0014421584506660702,0.002272350741176607,2.7119057310574676E-4,5.129426493910265E-4,0.0015044826121598004,0.0017667792225283408
comment,0.001068909224482932,5.786282035000895E-4,6.601271864532586E-4,8.713303741748157E-4,4.8424585883676414E-4,0.0010972435276456216,9.173208793605888E-4,2.4257302975896599E-4,4.8818687808334984E-4,6.053608525171257E-4,3.1878872713342245E-4,5.036309772895853E-4,0.00154978955611527,4.0240853729676414E-4,2.4879914933320337E-4,4.6260015140650433E-4
extend,1.1882047431755719E-4,2.893502614927957E-4,3.7725594529345636E-4,0.001431431321790939,4.150777601598946E-4,2.9265191347977685E-4,5.003947456633846E-4,2.4257302975896599E-4,4.8818687808334984E-4,4.4027744577670416E-4,3.9846598960116114E-4,0.0016996050515930628,0.002453758133134426,4.0240853729676414E-4,0.0012434983970421624,4.6260015140650433E-4
sell,4.1572320874423685E-4,6.50947689001913E-4,5.658367727333245E-4,0.002053765708031076,6.916809867686961E-8,5.120859900704618E-4,8.346861196618028E-5,8.083073300865246E-8,1.2213823168243765E-4,0.0014307778862192335,5.578205145366386E-4,0.0013219290281288067,1.2926750651373928E-4,5.02985527373436E-4,4.974739612604432E-4,9.250152997530579E-8
super,5.938648494002446E-4,0.001084864602012854,0.0016973217373725338,9.957972514228431E-4,0.001590935437666678,6.583753744642517E-4,8.338522673944085E-8,5.658959617935758E-4,7.322193090172912E-4,6.053608525171257E-4,3.9846598960116114E-4,1.2595495382532936E-4,7.749593472417078E-4,1.0057699007667185E-7,3.731365552968232E-4,2.775970914558927E-4
origin,5.938054688533593E-8,5.786282035000895E-4,9.42904137199341E-8,9.335638127988294E-4,4.8424585883676414E-4,7.315200666611467E-4,8.339356526211479E-4,6.467266948022283E-4,0.0013423003863521446,3.85249643529897E-4,7.968523019398544E-4,0.0018884430633251909,0.001033236083532895,3.0183154722009223E-4,4.974739612604432E-4,2.775970914558927E-4
backlight,0.0026128034435016663,2.893502614927957E-4,0.001131579255052929,2.4899598793467884E-4,3.4590966148302497E-4,1.4636252908598686E-4,1.6685383870562113E-4,3.234037627676185E-4,4.8818687808334984E-4,5.5027802246807174E-8,0.004222974588052618,0.0010071990085752601,5.166826109505204E-4,3.0183154722009223E-4,4.974739612604432E-4,8.326062713077274E-4
stay,1.1882047431755719E-4,5.063087179982661E-4,6.601271864532586E-4,3.734628651827062E-4,6.225820561905033E-4,5.852306822673567E-4,1.6685383870562113E-4,4.8506522878492337E-4,0.0010982679554182033,6.053608525171257E-4,4.781432520688998E-4,5.036309772895853E-4,1.2926750651373928E-4,4.0240853729676414E-4,0.0033572342984237004,5.551016813818101E-4
constant,6.532453962855805E-4,5.063087179982661E-4,3.7725594529345636E-4,6.22956720626377E-5,6.916809867686961E-8,7.321783688909187E-5,6.671651991422662E-4,2.4257302975896599E-4,0.002074397679153969,0.002696417337895798,0.0010358840893430704,6.294600391070933E-8,5.166826109505204E-4,5.02985527373436E-4,9.948235851149226E-4,2.775970914558927E-4
higher,6.532453962855805E-4,2.1703077599097222E-4,0.0016973217373725338,4.979297424307336E-4,2.075734641292857E-4,8.046647588580417E-4,3.3362429218450286E-4,4.8506522878492337E-4,8.54235524484262E-4,4.953052480235114E-4,0.0015936249266172414,2.518469616467481E-4,2.58405874659333E-4,0.0018104863983701702,3.731365552968232E-4,2.775970914558927E-4
corner,5.344843025149086E-4,7.232671745037364E-4,8.487080138931268E-4,4.356963038067199E-4,3.4590966148302497E-4,7.321783688909187E-5,8.338522673944085E-8,2.4257302975896599E-4,2.441544471494084E-4,5.5027802246807174E-8,0.006055551624810608,2.518469616467481E-4,5.166826109505204E-4,3.0183154722009223E-4,7.461487731876829E-4,0.001017609331258339
short,3.563426618589009E-4,1.4471129048914874E-4,0.001037288841332995,8.713303741748157E-4,8.300863522211121E-4,5.852306822673567E-4,4.170095189239437E-4,8.892188938281855E-4,4.8818687808334984E-4,5.503330502703185E-4,3.9846598960116114E-4,0.0010701450124859695,0.0014206511879696763,4.0240853729676414E-4,9.948235851149226E-4,7.401047413324217E-4
hulu,1.7820102120289313E-4,0.002386615341045676,2.829655315735222E-4,2.4899598793467884E-4,6.923726677554648E-5,5.120859900704618E-4,0.0013342470130577931,8.083073300865246E-8,0.001220284170885174,0.004127140196312785,7.967726246773868E-8,3.147929655574574E-4,2.58405874659333E-4,4.0240853729676414E-4,1.2433740596361988E-7,2.775970914558927E-4
incred,7.126259431709164E-4,7.239180498732528E-5,0.0028288067020117427,4.979297424307336E-4,6.225820561905033E-4,0.0016092563730238866,4.170095189239437E-4,9.70049626836838E-4,1.2213823168243765E-4,4.953052480235114E-4,3.9846598960116114E-4,1.889009577360387E-4,3.875442428049267E-4,3.0183154722009223E-4,1.2446174336958347E-4,7.401047413324217E-4
troubl,0.0,7.231948550182347E-5,0.0,6.22334386240137E-5,6.916809867686961E-5,0.0,0.0,1.616614660173049E-4,0.0011103475607494335,0.001656336847628896,7.25063088456422E-4,0.0016428907020695136,4.0032894125134047E-4,6.135196394676983E-4,0.0012558078002325606,0.0011192685127012002
720p,8.313870369415883E-4,5.063087179982661E-4,0.001037288841332995,9.335638127988294E-4,4.150777601598946E-4,0.002706426755977311,4.170095189239437E-4,8.083881608195331E-4,1.2213823168243765E-4,5.508283004905397E-5,7.967726246773868E-8,1.2595495382532936E-4,1.291383681455937E-7,0.002715679309060217,2.4879914933320337E-4,3.700986214311985E-4
shop,8.907675838269242E-4,3.6166974699461917E-4,2.829655315735222E-4,9.335638127988294E-4,4.8424585883676414E-4,8.778094510549367E-4,4.170095189239437E-4,4.0423449577627095E-4,3.6617066261637906E-4,3.85249643529897E-4,3.9846598960116114E-4,0.0023290650907001557,0.0011623744516784888,4.0240853729676414E-4,0.0012434983970421624,1.8509556148058688E-4
laptop,1.1882047431755719E-4,0.0013741425440201478,7.544176001731927E-4,6.22334386240137E-8,1.3840536545241608E-4,8.046647588580417E-4,0.0012508617863183523,0.0012125418258627954,9.762517399512326E-4,0.002971556349129834,1.594342021979451E-4,1.2595495382532936E-4,3.875442428049267E-4,0.0023133713487535294,2.4879914933320337E-4,9.250152997530579E-8
cours,7.720064900562524E-4,7.232671745037364E-4,3.7725594529345636E-4,6.846300583027746E-4,4.8424585883676414E-4,5.120859900704618E-4,3.3362429218450286E-4,7.275574278108807E-4,1.220162154669707E-7,2.751940390362827E-4,7.968523019398544E-4,0.0010071990085752601,0.001937204660552051,8.047164976034514E-4,0.0011191609910785425,0.001480116981134868
famili,1.7820102120289313E-4,9.402256310092068E-4,1.886751178535881E-4,0.0016181316376629802,0.0017984397336972867,5.852306822673567E-4,8.339356526211479E-4,4.0423449577627095E-4,6.102030935503205E-4,3.85249643529897E-4,0.0012749158767462866,3.147929655574574E-4,1.291383681455937E-7,5.02985527373436E-4,2.4879914933320337E-4,3.700986214311985E-4
toshiba,8.313870369415883E-4,5.063087179982661E-4,6.601271864532586E-4,0.001431431321790939,8.992544508979818E-4,8.046647588580417E-4,2.50239065445062E-4,0.0013742032918801004,3.6617066261637906E-4,2.2016623678947553E-4,7.171750394721158E-4,0.002580849106342993,0.003357726710153582,0.0017099094082934983,3.731365552968232E-4,0.0021276276909620085
nois,0.0019596174277629707,2.893502614927957E-4,5.658367727333245E-4,1.867625493106651E-4,6.225820561905033E-4,8.778094510549367E-4,5.003947456633846E-4,2.4257302975896599E-4,7.322193090172912E-4,1.6513843454266832E-4,0.003904265538181663,4.4068497337887603E-4,5.166826109505204E-4,0.0010058704777567951,0.001989522832823882,0.0012026123912089507
hand,5.938648494002446E-4,7.232671745037364E-4,4.7154635901339046E-4,8.09096935550802E-4,6.225820561905033E-4,3.6579660567667184E-4,3.3362429218450286E-4,8.083881608195331E-4,4.8818687808334984E-4,3.3022184128308986E-4,7.171750394721158E-4,6.924689890217133E-4,1.291383681455937E-7,1.0067756706674851E-4,3.731365552968232E-4,0.002775138400789149
screw,5.938648494002446E-4,0.0010125451165110303,4.7154635901339046E-4,1.245291106866514E-4,6.225820561905033E-4,7.314469219689498E-8,2.50239065445062E-4,0.0014550340248887527,3.6617066261637906E-4,3.3022184128308986E-4,2.3911146466568377E-4,0.0010701450124859695,0.009814645117433268,6.035625174501078E-4,3.731365552968232E-4,9.251078012830332E-4
red,0.001128289771368268,1.4471129048914874E-4,0.001037288841332995,7.468634969267883E-4,4.8424585883676414E-4,7.315200666611467E-4,3.3362429218450286E-4,4.0423449577627095E-4,1.2213823168243765E-4,4.4027744577670416E-4,0.0020716885014236733,4.4068497337887603E-4,0.0014206511879696763,0.0015087554281401545,0.0021138602387875014,3.700986214311985E-4
rang,0.0013658119589096118,7.232671745037364E-4,9.438470413365402E-5,4.979297424307336E-4,0.0013142630429591995,0.0012435329120394118,8.339356526211479E-4,8.083881608195331E-4,3.6617066261637906E-4,1.6513843454266832E-4,7.171750394721158E-4,6.294600391070933E-8,9.040977153873016E-4,8.047164976034514E-4,1.2446174336958347E-4,9.259403150528109E-5
60hz,4.7510375562957274E-4,2.1703077599097222E-4,0.0040545820803708854,3.734628651827062E-4,3.4590966148302497E-4,0.002340703294992836,2.50239065445062E-4,3.234037627676185E-4,3.6617066261637906E-4,1.6513843454266832E-4,0.002151365763891412,4.4068497337887603E-4,5.166826109505204E-4,7.041395075267797E-4,0.0011191609910785425,3.700986214311985E-4
tweak,0.002969086724813682,4.3398923249644264E-4,0.0016030313236525997,1.245291106866514E-4,0.0013142630429591995,7.315200666611467E-4,5.003947456633846E-4,6.467266948022283E-4,2.441544471494084E-4,1.6513843454266832E-4,3.9846598960116114E-4,6.300894991462003E-5,3.875442428049267E-4,5.02985527373436E-4,1.2433740596361988E-7,4.6260015140650433E-4
seri,0.0018408563339922992,0.0010125451165110303,0.0012258696687728631,9.335638127988294E-4,0.0011759268456054603,0.0012435329120394118,2.50239065445062E-4,4.0423449577627095E-4,0.0013423003863521446,4.953052480235114E-4,0.001434270401681764,6.924689890217133E-4,6.458209790961142E-4,1.0057699007667185E-7,8.704861791513028E-4,2.775970914558927E-4
proper,0.0010095286775975963,3.6166974699461917E-4,4.7154635901339046E-4,1.245291106866514E-4,1.3840536545241608E-4,6.583753744642517E-4,9.173208793605888E-4,4.8506522878492337E-4,9.762517399512326E-4,8.254720615043544E-4,9.562068268753318E-4,7.554149929324226E-4,0.0012915128198240826,0.0018104863983701702,1.2433740596361988E-7,6.476032113571159E-4
wors,4.7510375562957274E-4,7.231948550182346E-8,5.658367727333245E-4,3.112294265586925E-4,2.7674156280615536E-4,3.6579660567667184E-4,1.6685383870562113E-4,8.09115637416611E-5,0.001220284170885174,7.1541645701074E-4,0.0023107202888268895,0.0012589830242180973,5.166826109505204E-4,9.052934876801233E-4,0.0016165106149330219,0.001480116981134868
total,2.96962114973565E-4,4.3398923249644264E-4,6.601271864532586E-4,7.468634969267883E-4,9.684225495748514E-4,3.6579660567667184E-4,4.170095189239437E-4,6.467266948022283E-4,4.8818687808334984E-4,7.1541645701074E-4,0.00167330218908498,0.0013219290281288067,1.291383681455937E-7,3.0183154722009223E-4,0.0011191609910785425,7.401047413324217E-4
complain,0.0,0.0,1.8858082743986818E-4,0.0,2.0750429603060884E-4,1.4628938439378996E-4,0.0,0.0,6.222826988815505E-4,7.758920116799811E-4,0.0012828039257305928,0.0017687827098909323,0.001949989358998465,2.112116791610109E-4,8.82795582341701E-4,6.567608628246711E-4
night,9.501481307122603E-4,7.955866600055599E-4,8.487080138931268E-4,3.734628651827062E-4,6.917501548673729E-4,7.315200666611467E-4,8.338522673944085E-8,2.4257302975896599E-4,0.0014643166018191154,5.503330502703185E-4,0.0020716885014236733,4.4068497337887603E-4,2.58405874659333E-4,8.047164976034514E-4,0.0011191609910785425,6.476032113571159E-4
lag,2.96962114973565E-4,4.3398923249644264E-4,0.001791612151092468,3.734628651827062E-4,3.4590966148302497E-4,0.0013166776042363066,6.671651991422662E-4,0.0010508803598454906,2.441544471494084E-4,6.603886547639329E-4,0.002231043026359151,2.518469616467481E-4,7.749593472417078E-4,0.002816256299136889,7.461487731876829E-4,0.0018501231010360913
navig,1.1882047431755719E-4,7.955866600055599E-4,7.544176001731927E-4,1.245291106866514E-4,4.150777601598946E-4,2.1950722128288183E-4,0.0018345583734944383,0.0021016798889579723,1.220162154669707E-7,0.002036083710934112,3.9846598960116114E-4,1.889009577360387E-4,3.875442428049267E-4,1.0057699007667185E-7,1.2433740596361988E-7,0.0023126307509126203
edg,0.0010095286775975963,6.50947689001913E-4,1.886751178535881E-4,6.22396619678761E-4,9.684225495748514E-4,5.852306822673567E-4,2.50239065445062E-4,8.083881608195331E-4,4.8818687808334984E-4,5.508283004905397E-5,0.003983942800649402,6.29522985111004E-4,7.749593472417078E-4,5.02985527373436E-4,0.0012434983970421624,4.6260015140650433E-4
firmwar,9.501481307122603E-4,0.0012295035730165008,1.886751178535881E-4,1.867625493106651E-4,3.4590966148302497E-4,2.1950722128288183E-4,6.671651991422662E-4,4.8506522878492337E-4,3.6617066261637906E-4,0.003026584151376641,3.1878872713342245E-4,0.0017625510555037722,6.458209790961142E-4,9.052934876801233E-4,0.0021138602387875014,0.0013876154511595622
freez,5.9439927432221255E-5,5.786282035000895E-4,9.438470413365402E-5,1.245291106866514E-4,6.916809867686961E-8,7.314469219689498E-8,0.002918566321107169,1.6174229675031354E-4,0.00890730574530433,0.001320722281725619,7.975693973020641E-5,1.889009577360387E-4,1.2926750651373928E-4,1.0057699007667185E-7,0.0022381976447511213,6.476032113571159E-4
market,0.0010095286775975963,7.955866600055599E-4,9.429984276130609E-4,5.601631810547473E-4,9.684225495748514E-4,0.0015361116808269915,5.837799724028255E-4,2.4257302975896599E-4,1.2213823168243765E-4,4.4027744577670416E-4,6.374977770043772E-4,5.036309772895853E-4,6.458209790961142E-4,7.041395075267797E-4,4.974739612604432E-4,0.0012026123912089507
drop,8.907675838269242E-4,3.6166974699461917E-4,6.601271864532586E-4,0.001867065392159035,6.225820561905033E-4,4.3894129787356683E-4,5.003947456633846E-4,6.467266948022283E-4,6.102030935503205E-4,2.751940390362827E-4,2.3911146466568377E-4,6.924689890217133E-4,0.0014206511879696763,0.0010058704777567951,2.4879914933320337E-4,0.0011101108612336448
electron,5.938648494002446E-4,4.3398923249644264E-4,9.42904137199341E-8,0.001867065392159035,0.001037590648251721,5.852306822673567E-4,4.170095189239437E-4,6.467266948022283E-4,2.441544471494084E-4,1.1011063229586115E-4,7.968523019398544E-4,0.0014478210359502254,0.0011623744516784888,2.0125455714342037E-4,2.4879914933320337E-4,0.0012026123912089507
refresh,7.126259431709164E-4,7.231948550182346E-8,0.0063175520096493045,5.601631810547473E-4,6.225820561905033E-4,0.0016824010652207815,1.6685383870562113E-4,5.658959617935758E-4,9.762517399512326E-4,5.5027802246807174E-8,0.0015936249266172414,1.2595495382532936E-4,1.2926750651373928E-4,9.052934876801233E-4,7.461487731876829E-4,2.775970914558927E-4
hold,1.1882047431755719E-4,5.063087179982661E-4,9.429984276130609E-4,6.846300583027746E-4,6.225820561905033E-4,2.9265191347977685E-4,1.6685383870562113E-4,3.234037627676185E-4,7.322193090172912E-4,6.053608525171257E-4,1.594342021979451E-4,0.002140227078968028,0.0018080662924064574,3.0183154722009223E-4,0.0017408480208966418,0.001572618511110174
xbox,5.938648494002446E-4,7.955866600055599E-4,0.0015087409099326656,5.601631810547473E-4,1.3840536545241608E-4,0.0020481245262052566,5.837799724028255E-4,0.001293372558871448,1.220162154669707E-7,4.4027744577670416E-4,5.578205145366386E-4,1.2595495382532936E-4,2.58405874659333E-4,0.0017099094082934983,0.0011191609910785425,2.775970914558927E-4
wast,0.0,0.0,0.0,6.22334386240137E-5,0.0,0.0,0.0,0.0,0.003794704301022789,0.0014912534408884745,7.25063088456422E-4,0.0015799446981588044,0.001820850990852871,6.135196394676983E-4,0.0013801452061961805,5.642593328493653E-4
calibr,0.00504740586580044,7.955866600055599E-4,0.001131579255052929,4.356963038067199E-4,2.7674156280615536E-4,0.0016824010652207815,3.3362429218450286E-4,7.275574278108807E-4,4.8818687808334984E-4,5.5027802246807174E-8,0.0019920112389559346,1.2595495382532936E-4,2.58405874659333E-4,5.02985527373436E-4,2.4879914933320337E-4,1.8509556148058688E-4
extern,1.1882047431755719E-4,4.3398923249644264E-4,3.7725594529345636E-4,1.245291106866514E-4,0.0011067587469285908,5.852306822673567E-4,6.671651991422662E-4,0.0017783569569233626,8.54235524484262E-4,8.254720615043544E-4,3.1878872713342245E-4,2.518469616467481E-4,1.291383681455937E-7,0.004023180180056951,2.4879914933320337E-4,0.0026826368708138433
fail,5.938054688533593E-8,3.6166974699461917E-4,5.658367727333245E-4,8.09096935550802E-4,9.684225495748514E-4,2.1950722128288183E-4,8.339356526211479E-4,3.234037627676185E-4,0.0010982679554182033,0.0017059168974532693,2.3911146466568377E-4,0.001384875032039516,2.58405874659333E-4,5.02985527373436E-4,0.004973620575950758,8.326062713077274E-4
accept,6.532453962855805E-4,8.679061455073834E-4,9.42904137199341E-8,8.09096935550802E-4,0.0014525992403129388,7.315200666611467E-4,2.50239065445062E-4,6.467266948022283E-4,1.220162154669707E-7,4.4027744577670416E-4,6.374977770043772E-4,9.442530046645507E-4,9.040977153873016E-4,0.0014081784380634826,8.704861791513028E-4,0.0011101108612336448
detail,0.0021377590684189787,7.232671745037364E-4,7.544176001731927E-4,8.713303741748157E-4,2.7674156280615536E-4,6.583753744642517E-4,5.837799724028255E-4,0.0010508803598454906,4.8818687808334984E-4,3.85249643529897E-4,0.001912333976488196,4.4068497337887603E-4,9.040977153873016E-4,2.0125455714342037E-4,3.731365552968232E-4,3.700986214311985E-4
sale,8.907675838269242E-4,5.063087179982661E-4,7.544176001731927E-4,0.0026761000942712126,0.0013142630429591995,5.852306822673567E-4,1.6685383870562113E-4,4.8506522878492337E-4,2.441544471494084E-4,5.5027802246807174E-8,6.374977770043772E-4,6.924689890217133E-4,3.875442428049267E-4,2.0125455714342037E-4,6.21811367224063E-4,4.6260015140650433E-4
area,8.907675838269242E-4,2.1703077599097222E-4,0.001037288841332995,8.09096935550802E-4,8.300863522211121E-4,5.852306822673567E-4,8.346861196618028E-5,8.083881608195331E-4,0.001220284170885174,3.85249643529897E-4,0.00286846112610106,4.4068497337887603E-4,9.040977153873016E-4,5.02985527373436E-4,8.704861791513028E-4,9.251078012830332E-4
interfac,6.532453962855805E-4,0.0035437271090748516,9.429984276130609E-4,1.867625493106651E-4,6.917501548673729E-4,3.6579660567667184E-4,9.173208793605888E-4,8.892188938281855E-4,1.220162154669707E-7,0.0025313339311553765,2.3911146466568377E-4,1.889009577360387E-4,1.291383681455937E-7,3.0183154722009223E-4,6.21811367224063E-4,0.001017609331258339
front,7.720064900562524E-4,4.3398923249644264E-4,8.487080138931268E-4,6.22334386240137E-8,0.0015217673389898085,4.3894129787356683E-4,9.173208793605888E-4,2.4257302975896599E-4,6.102030935503205E-4,4.4027744577670416E-4,0.0023903975512946283,6.924689890217133E-4,7.749593472417078E-4,1.0057699007667185E-7,1.2446174336958347E-4,0.0016651200410854798
