,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19
slowli,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.804644675813304E-5,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,3.2891189829340584E-4,1.1610766245551915E-7,2.4388472162771173E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,3.013488076869373E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,0.0017744399049847528,4.482704828231717E-7,2.9491600202430344E-7
newest,2.0242140727045485E-4,3.921461594616869E-8,1.679346854986384E-7,5.458573164372522E-4,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,3.975769825425466E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,0.0014471047296841155,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,1.5543970647517404E-4,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
object,3.036068145538614E-4,1.1768306245445222E-4,6.719066766800523E-4,3.899203598775459E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6453813602783569E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,9.390213522908929E-4,0.0019238714242614786,4.530019188805041E-4,7.949949660918747E-8,5.643990617429998E-7,0.003684047672985861,1.562549806275075E-7,6.606063754568772E-4,5.308430424525798E-7,5.22794903377046E-7,9.601940517105248E-4,2.989134005176786E-4,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,7.486038201993815E-4,2.7323927344584234E-7,3.77245174656971E-7,0.0022179390064555734,4.482704828231717E-7,2.9491600202430344E-7
layout,2.530141109121581E-4,2.3532691029295828E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,0.0025847711900512504,4.695889148850141E-4,1.6227544055197663E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,3.126662162356425E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,3.9540724404596103E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.7762241983162794E-4,4.4349910147082045E-7,0.0013452597189523381,2.9491600202430344E-7
space,2.0242140727045485E-4,5.098292219161391E-4,1.679346854986384E-7,6.238257947171053E-4,1.586622613560927E-7,6.135572492432589E-5,1.2583846167010793E-7,2.1173104192824578E-4,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,2.3233143257349383E-4,1.2188142010380396E-7,1.7553101199853542E-4,1.0324503267498795E-7,2.1544696009239504E-4,1.5647747913529294E-7,6.026744364793521E-4,1.5095032285255053E-7,3.180774859333591E-4,5.649634608047427E-4,4.604484030728485E-7,1.562549806275075E-7,8.807351243595355E-4,5.308430424525798E-7,5.233176982804229E-4,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,4.660085505814159E-4,0.002245312557685649,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.952109180263277E-4
ft,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,4.6360106934439146E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,0.001842254060694467,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.49700907703959E-4,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
max,5.059270364170328E-8,5.098292219161391E-4,8.398413621786906E-4,5.458573164372522E-4,3.1748318497354144E-4,6.129443049383207E-8,8.809950701524256E-4,2.1151952240583997E-7,1.5437587685498053E-7,9.184694237381109E-4,6.576594228245462E-4,1.1610766245551915E-7,1.2188142010380396E-7,5.262423246829219E-4,1.0324503267498795E-7,2.692952380460054E-4,0.0010954988314261858,2.086332295969635E-4,3.0205159602795357E-4,7.949949660918747E-8,5.643990617429998E-7,9.213572545487698E-4,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,4.5188592481241736E-4,2.986147857319467E-7,4.822075073922411E-7,0.002666068165194936,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
rush,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.135572492432589E-5,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,3.0625850973170466E-4,1.6437376226557016E-7,1.1610766245551915E-7,3.657661417315157E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.390212623156396E-5,1.5647747913529294E-7,1.6227544055197663E-4,1.5095032285255053E-7,2.385779893241716E-4,5.643990617429998E-7,4.604484030728485E-7,4.6892119686315E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.653515944722282E-5,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
cram,1.0123599998704826E-4,1.1768306245445222E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,6.955986246200283E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.1301384021367919E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.843245293681621E-4,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
leak,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,3.0890612958681606E-4,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,4.876475618353197E-4,1.7535565634219323E-7,1.0334827770766292E-4,3.231435159996158E-4,1.566339566144282E-4,3.708854912544177E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,9.213572545487698E-4,0.0017189610418832098,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,3.9540724404596103E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,0.0010932303330568154,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
competit,3.541995181955647E-4,6.274730697546452E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,0.0024551545444470475,1.0324503267498795E-7,2.1544696009239504E-4,1.5647747913529294E-7,1.6227544055197663E-4,1.5095032285255053E-7,6.360754723701089E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,0.00113211276914557,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
superzoom,1.5182870362875155E-4,5.098292219161391E-4,1.679346854986384E-7,7.804644675813304E-5,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,8.077780175821089E-4,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,0.0011293625225477423,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.7762241983162794E-4,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
stiff,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.5882092361744877E-4,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,4.8468834986044676E-4,1.5647747913529294E-7,2.3178894522493446E-8,1.5110127317540306E-4,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,2.824498825130483E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
starter,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,3.0890612958681606E-4,1.5305272850160154E-7,0.0027945183322769583,8.128697448510897E-4,0.0010970546623543394,0.001403020606393888,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,1.3909654602948317E-4,1.5110127317540306E-4,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
weird,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,3.0653344689965417E-4,1.2583846167010793E-7,2.1151952240583997E-7,4.6328200644179656E-4,1.5305272850160154E-7,1.6453813602783569E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.390212623156396E-5,1.5647747913529294E-7,3.013488076869373E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,3.126662162356425E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,3.9540724404596103E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,0.0016833109340608796,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,0.0015093579438025411,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
semipro,1.5182870362875155E-4,7.846844650828353E-5,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,3.0890612958681606E-4,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,0.0014455337024825061,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,4.77076479151734E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
socket,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,2.692952380460054E-4,1.5647747913529294E-7,6.955986246200283E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.233176982804229E-4,1.6949252098013556E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,0.0031354387262931675,0.0012424306608470204,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
voic,5.059270364170328E-8,3.921461594616869E-8,8.398413621786906E-4,7.79684782798532E-8,1.586622613560927E-7,1.8394458591199003E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,6.251761774906576E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.6949252098013556E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
inher,5.064329634534498E-5,1.961122943467896E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,0.002822559707776742,4.604484030728485E-7,1.56411235608135E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.843245293681621E-4,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
thumb,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,1.5601492503798623E-4,3.1748318497354144E-4,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,5.262423246829219E-4,5.163284084076147E-4,0.0024232263561904193,1.5647747913529294E-7,1.8545433507447006E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,0.0032235992699130127,1.562549806275075E-7,2.2034887765156081E-4,5.308430424525798E-7,0.00731965144218202,0.0014120234978421758,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.487187533059948E-4,2.9491600202430344E-7
grip,0.0019225733310883663,1.961122943467896E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,1.8394458591199003E-4,1.2596430013177802E-4,0.0012693286539574458,4.6328200644179656E-4,1.5305272850160154E-7,6.576594228245462E-4,0.0017417310444952428,9.751732422505355E-4,3.5088666834072864E-4,1.0324503267498795E-7,0.010338923215371143,1.566339566144282E-4,0.001019894537884234,1.5110127317540306E-4,5.565759757609215E-4,5.643990617429998E-7,9.213572545487698E-4,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,0.007842446345559065,8.472366901776119E-4,2.986147857319467E-7,4.822075073922411E-7,0.0010667471302849563,0.010161138302957817,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,0.0019958611014379377,2.7323927344584234E-7,0.00113211276914557,4.4394260057229124E-4,4.482704828231717E-7,5.901269200506312E-4
electron,4.553849254789712E-4,5.098292219161391E-4,1.68102620184137E-4,2.3398340331783944E-4,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,7.720337601517577E-4,1.5305272850160154E-7,1.6437376226557016E-7,0.0010450850697621278,1.2188142010380396E-7,3.5088666834072864E-4,1.0324503267498795E-7,5.923849057676675E-4,1.566339566144282E-4,0.00152983021737909,6.039522417330546E-4,7.949949660918747E-8,5.643990617429998E-7,0.0013818056576216182,4.6892119686315E-4,4.40477626554219E-4,5.308430424525798E-7,5.22794903377046E-7,0.0015249808593750885,0.001791987329177412,0.011091254877528938,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,9.318618167407787E-4,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,0.0022418006845986815,2.952109180263277E-4
reproduct,5.059270364170328E-8,1.961122943467896E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,4.6328200644179656E-4,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,0.0013587038559958072,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
morn,5.059270364170328E-8,3.921461594616869E-8,6.719066766800523E-4,7.79684782798532E-8,1.586622613560927E-7,2.4523901640582214E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,3.9406438577691113E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,4.6892119686315E-4,6.606063754568772E-4,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
bonus,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.5882092361744877E-4,6.129443049383207E-8,2.51802761801886E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,6.967620823955705E-4,7.314104020429276E-4,1.7535565634219323E-7,1.0324503267498795E-7,1.0775040418517432E-4,0.0018778862271026503,1.1591765150698974E-4,1.5095032285255053E-7,3.180774859333591E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.1301384021367919E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,5.901269200506312E-4
height,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,1.5601492503798623E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5320578123010313E-4,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.7816991316444384E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
wast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.208389679172998E-4,4.604484030728485E-5,1.562549806275075E-5,0.0042044591040407715,0.0011147703891504176,0.0016206642004688424,5.704346757412093E-4,0.0012243206215009812,4.822075073922411E-5,0.0011195247244369857,0.0010160654462269137,5.609166724628056E-5,3.91880855679686E-5,0.0011025193965771586,0.0010227509706156163,0.0013935202945737958,3.77245174656971E-5,4.434991014708205E-5,9.413680139286606E-4,3.2440760222673384E-4
unfair,5.059270364170328E-8,1.1768306245445222E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,1.3909654602948317E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,4.6892119686315E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,0.002666068165194936,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
substitut,5.059270364170328E-8,1.1768306245445222E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,2.1544696009239504E-4,1.5647747913529294E-7,9.273875698449629E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
g1x,5.565703327623778E-4,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,6.176578832967772E-4,1.5320578123010313E-4,1.6437376226557016E-7,1.1610766245551915E-7,1.2200330152390776E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,9.273875698449629E-5,1.5095032285255053E-7,9.540734588068588E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.653515944722282E-5,2.986147857319467E-7,9.648972222918744E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
