,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19
usb,5.059270364170328E-8,2.3532691029295828E-4,8.398413621786906E-4,5.458573164372522E-4,1.586622613560927E-7,0.001900188639739288,1.2583846167010793E-7,6.347700867399258E-4,3.0890612958681606E-4,1.5305272850160154E-7,3.2891189829340584E-4,0.002554484681683877,1.2200330152390776E-4,1.7535565634219323E-7,1.0334827770766292E-4,9.154745734893297E-4,1.5647747913529294E-7,6.955986246200283E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.609088514759213E-4,3.126662162356425E-4,2.2034887765156081E-4,5.313738854950322E-4,0.007842446345559065,1.6949252098013556E-4,2.986147857319467E-7,4.822075073922411E-7,0.0010667471302849563,4.838406886794827E-7,5.609166724628056E-7,7.841535922150517E-4,0.015528597489734147,0.022450880513750264,5.467517861651306E-4,7.548675944885989E-4,4.4349910147082045E-7,0.007621046478476742,2.952109180263277E-4
star,0.0014166462946713337,0.0016078384684088622,5.039719911814138E-4,0.0021052268820343162,1.5882092361744877E-4,0.0018388942092454558,8.809950701524256E-4,4.2325056433408577E-4,7.720337601517577E-4,1.5305272850160154E-7,0.0011507807096212566,0.001161192732217647,0.006581718567025518,5.262423246829219E-4,0.0011357986044575423,8.077780175821089E-4,3.1311143574972117E-4,0.00152983021737909,1.5095032285255053E-7,0.0015105699350711713,5.649634608047427E-4,0.001842254060694467,0.008125415247611017,0.002201507617775484,5.308430424525798E-7,5.22794903377046E-7,4.5188592481241736E-4,5.975281862496253E-4,4.822075073922411E-7,0.0010667471302849563,4.838406886794827E-7,5.609166724628056E-7,7.841535922150517E-4,0.0017082839270063832,2.494514562477113E-7,0.0010932303330568154,0.002641093467773454,0.0022179390064555734,4.482704828231717E-7,2.9491600202430344E-7
mark,0.0012142754801045205,4.3139999002380166E-4,1.68102620184137E-4,2.3398340331783944E-4,0.0012694567531100975,4.291223078873183E-4,2.51802761801886E-4,6.347700867399258E-4,4.6328200644179656E-4,3.0625850973170466E-4,9.864069473556865E-4,4.6454675748453216E-4,9.751732422505355E-4,5.262423246829219E-4,1.0324503267498795E-7,5.923849057676675E-4,1.566339566144282E-4,6.026744364793521E-4,0.0025663064388162116,0.029573892238114345,5.643990617429998E-7,4.609088514759213E-4,3.126662162356425E-4,0.0026417651155808005,0.0015930599704001918,0.002091702408411561,4.5188592481241736E-4,2.986147857319467E-7,4.822075073922411E-7,0.0021329611535582764,0.0014520059067271275,5.614775891352684E-4,7.841535922150517E-4,1.5528442205312093E-7,0.0012475067326948044,0.0013664696065026577,0.0015093579438025411,0.0017744399049847528,4.487187533059948E-4,0.0014748749261235417
5d,0.0013660535910296303,8.627607654316573E-4,1.68102620184137E-4,2.3398340331783944E-4,0.0014281190144661902,6.135572492432589E-5,1.2583846167010793E-7,6.347700867399258E-4,1.5437587685498053E-7,3.0625850973170466E-4,8.220331850901163E-4,1.1622377011797466E-4,2.4388472162771173E-4,5.262423246829219E-4,6.195734410826026E-4,9.6932285144294E-4,6.26066394020307E-4,6.953900145693259E-4,0.003019157407373863,0.036172350456676904,5.643990617429998E-7,9.213572545487698E-4,7.81431158118165E-4,0.002201507617775484,0.0015930599704001918,0.0015689075050345149,3.9540724404596103E-4,0.0011947577577135187,4.822075073922411E-7,0.0015998541419216161,0.002419687284086093,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,7.486038201993815E-4,8.199910596109729E-4,0.0033955838170873958,4.4394260057229124E-4,8.969892361291665E-4,8.850429220749346E-4
cheap,8.095338509708943E-4,1.1768306245445222E-4,1.679346854986384E-7,6.238257947171053E-4,0.0012694567531100975,3.0653344689965417E-4,1.2596430013177802E-4,4.2325056433408577E-4,1.5437587685498053E-7,0.0013776276092429154,0.0021370232832146775,0.005457176243071855,0.0010970546623543394,0.004559422420553367,0.0011357986044575423,0.0017770470207470951,0.002347318664508529,2.3181212411945695E-4,1.5095032285255053E-7,7.950744655884839E-4,0.00959534844869274,0.0069071864944958,1.562549806275075E-7,0.002201507617775484,5.308430424525798E-7,5.22794903377046E-7,2.824498825130483E-4,2.986147857319467E-7,0.001929312237076357,5.331070116366599E-7,0.002903527972765576,5.609166724628056E-7,3.9227273653536567E-4,0.0013977150829001415,9.98055276447093E-4,0.0013664696065026577,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,0.0020647069301721484
small,0.00505932095687397,0.002901920794632429,0.004870273814146012,0.003196785577952261,0.0019041057985344683,0.002329249653196112,3.776412234719939E-4,0.006768836236509285,0.01883401135218448,0.01163216041885022,0.0027945183322769583,0.01044980572865918,0.0020721060231847716,0.004559422420553367,0.0013422886698075181,0.00834653693108756,0.005789823205484973,0.0033609628846560722,0.0021134554702585597,4.77076479151734E-4,0.002258160646033742,0.01013032531600574,0.0012501961000006873,0.0011008638732621936,5.313738854950322E-4,0.002091702408411561,0.0023721610708719336,0.0029864464721051985,0.001929312237076357,0.002666068165194936,0.0014520059067271275,0.0016833109340608796,0.002351677014933796,0.002018852771112625,0.003742021295171917,0.005191819434744451,0.001886603118459512,4.4349910147082045E-7,0.0035866121330681965,0.0029494549362450587
egg,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.5882092361744877E-4,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6453813602783569E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,0.005320390768079095,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,6.251761774906576E-4,2.2012874890265817E-7,5.308430424525798E-7,0.001046112601657469,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,7.486038201993815E-4,0.0013664696065026577,0.002641093467773454,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
movi,1.5182870362875155E-4,0.0010588338451625007,0.0028550575881623515,0.002884911664832848,1.5882092361744877E-4,6.743000298626465E-4,8.809950701524256E-4,0.022844319939353125,0.002007040774991602,1.5305272850160154E-7,1.6437376226557016E-7,6.967620823955705E-4,1.2200330152390776E-4,1.7553101199853542E-4,2.0659331038265085E-4,4.3084007190683643E-4,0.005163913288943802,0.001019894537884234,1.5095032285255053E-7,5.565759757609215E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,0.0019203316247402829,8.961429719815719E-4,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,0.001122394261598074,3.9188085567968604E-7,7.765773946876579E-4,2.494514562477113E-7,2.7323927344584234E-7,7.548675944885989E-4,4.4349910147082045E-7,4.487187533059948E-4,5.901269200506312E-4
photo,0.002226129552938586,0.008744898570611562,0.004870273814146012,0.006159587752586682,0.01015454338905129,0.01232024182369074,0.011325587388771385,0.0074033948037268045,0.01003458637145059,0.02846796055402639,0.006575114864385071,0.005689391567982894,0.0039003273247418305,0.0031565771698158205,0.004955864813432096,0.001561653908932654,0.006102778163755559,0.011149071444213869,0.011623325809969243,0.0034185578536916703,0.00508015595474874,4.604484030728485E-7,0.0037502757900408075,0.004843052604607383,0.0031855890977579315,0.008888036152313159,0.00508313774766184,0.001791987329177412,0.002411519744468598,0.004265389200104915,0.00919345692559885,0.002805144278986491,0.014499983541004062,0.01257819347072485,0.003991472751419629,0.015574911825686459,0.004150074166401337,0.011087921035871983,0.0013452597189523381,0.0020647069301721484
sd,2.0242140727045485E-4,9.01975381377826E-4,8.398413621786906E-4,0.004054438839030646,1.5882092361744877E-4,9.80772182331807E-4,1.2583846167010793E-7,0.004865160534856725,1.545302527318355E-4,3.0625850973170466E-4,4.93285660558976E-4,0.006037714555349452,7.314104020429276E-4,0.003331932826158014,1.0334827770766292E-4,0.0014539573530254332,0.002347318664508529,3.245277022094307E-4,0.0012077535331432565,0.0010335729554160464,5.643990617429998E-7,4.609088514759213E-4,1.562549806275075E-7,0.0011008638732621936,5.313738854950322E-4,0.001046112601657469,5.647868076645637E-8,2.989134005176786E-4,4.826897148996333E-4,0.0037322821884682557,4.843245293681621E-4,0.0016833109340608796,0.0011760344478947376,0.010248927139928036,0.009728856245116987,2.7323927344584234E-7,0.0037728289917443665,4.4349910147082045E-7,4.482704828231717E-7,0.03922412318523438
indoor,2.530141109121581E-4,3.92185374077633E-4,0.0040306003866528205,7.79684782798532E-8,0.007457284945997712,6.135572492432589E-5,5.034796851421018E-4,4.2325056433408577E-4,0.0010807855138617187,6.123639667349078E-4,1.6437376226557016E-7,5.806544199400514E-4,3.657661417315157E-4,1.7535565634219323E-7,6.195734410826026E-4,5.384827795361036E-8,0.0010954988314261858,0.0018079769516490113,0.0034720083759315146,3.180774859333591E-4,0.010159747510435739,4.609088514759213E-4,1.56411235608135E-4,2.2012874890265817E-7,5.308430424525798E-7,5.233176982804229E-4,2.824498825130483E-4,2.989134005176786E-4,4.822075073922411E-7,0.0015998541419216161,4.843245293681621E-4,0.0022442276065236856,7.841535922150517E-4,3.1072412852829496E-4,4.991523639516702E-4,0.020219979474265782,3.77245174656971E-7,0.002661438107926394,4.487187533059948E-4,5.901269200506312E-4
wifi,8.601265546125976E-4,0.0014509800046241875,0.001847449475170521,0.0019492899254746098,3.1748318497354144E-4,0.02488560007492631,1.2583846167010793E-7,2.1151952240583997E-7,0.0013895372675716798,1.5320578123010313E-4,8.220331850901163E-4,0.0012773003946731662,4.876475618353197E-4,7.015979810251152E-4,0.0013422886698075181,0.001723198742793485,0.0010954988314261858,0.0010894312214517145,1.5110127317540306E-4,6.360754723701089E-4,5.649634608047427E-4,4.604484030728485E-7,6.251761774906576E-4,2.2034887765156081E-4,5.308430424525798E-7,0.002091702408411561,0.0011861087747763502,0.006569823900888559,4.822075073922411E-7,5.336401186482964E-4,0.0033873686614450584,0.0016833109340608796,3.9188085567968604E-7,0.008540798497343703,0.004989278576410474,2.7323927344584234E-7,0.00113211276914557,4.4394260057229124E-4,0.0013452597189523381,8.850429220749346E-4
recommend,0.002433509045165928,0.0012195745559258461,0.003375487178522632,0.005699495762257268,0.003030449191901371,0.0011094291919383605,0.002151837694558846,0.0029824252659223435,0.004492338016479934,0.00491299258490141,0.021056278946219534,0.006281424538843587,0.010981515951352737,0.005278205255900017,0.005275821169691884,0.002105467667986165,7.98035143589994E-4,0.0011844415100994152,0.0012226976151056591,0.002392934847936543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nikon,0.012698819206771166,0.012744789397120768,0.001007776047677329,0.0014035105775156375,9.521322303979123E-4,0.0015324220567762956,0.0015101873785029652,0.0010578091315516058,0.0032420477898314464,0.002142891251750923,0.006246367339853931,0.0038316689686945875,0.01279767099231952,0.0019290875754204677,0.0614308976866505,0.007700357595644235,0.0015649312688320646,0.0027814905215937363,0.003019157407373863,0.006519038221449982,0.0033869587695197416,0.0013818056576216182,0.03359497708989474,0.009245627582660546,0.002654746055305352,0.002614497311788607,0.004687786982296645,0.0014933725434454652,0.004340349774037562,0.005864710235014894,4.838406886794827E-7,0.005609727641300519,0.0035273195819728537,0.0017082839270063832,0.0017464096451902267,0.0013664696065026577,0.01282671318351167,0.004435434513809675,0.00179353020177551,0.0014748749261235417
digit,0.0017202025165215533,0.002666633098955417,0.01242733466158474,3.899203598775459E-4,0.001586781275822283,0.001042066612825639,0.002265218148523613,8.462896091457658E-4,0.00416830305096133,6.123639667349078E-4,0.006739488626650641,0.0020900540318618006,0.0020721060231847716,0.004559422420553367,0.01032460651253147,0.00253092291209764,0.006415733122026145,0.0017152613735590377,7.549025645856052E-4,0.001987566914726296,0.00620895407823474,4.604484030728485E-7,9.376861387456726E-4,0.001761250119970168,0.0021239030128527717,0.002091702408411561,0.0011861087747763502,0.0020906021149093585,4.826897148996333E-4,0.004265389200104915,4.838406886794827E-7,0.001122394261598074,0.002743557870613482,3.1072412852829496E-4,2.49700907703959E-4,0.0071044943488653475,7.548675944885989E-4,0.011531420137342803,4.482704828231717E-7,0.002654538934220755
light,0.003895688773114795,0.005803802374648912,0.005877881927137842,0.0027289747082731414,0.07409543471555664,0.0019614830702331196,0.005159502766936095,0.008672511938161844,0.009725834617740629,0.016223742273898265,0.0014795282341523968,0.002438377019228358,0.0021939874432885752,0.0026305102007892407,0.0015487787351574941,0.0045233091963812234,0.0046944808515379235,0.012470268431995996,0.010717623872853941,0.00469054979943867,0.0033869587695197416,0.0032235992699130127,0.0018752160225107173,0.001761250119970168,0.00530896126756825,0.002614497311788607,0.005534967193793491,0.0020906021149093585,4.822075073922411E-7,0.002666068165194936,0.01838643001050902,0.005048810968837713,0.002351677014933796,1.5543970647517404E-4,0.002245312557685649,0.042352360623379014,0.002641093467773454,0.002661438107926394,0.004034882615891368,5.901269200506312E-4
nimh,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.5882092361744877E-4,6.129443049383207E-8,2.51802761801886E-4,0.0014808481763632856,1.5437587685498053E-7,1.5305272850160154E-7,1.6453813602783569E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0334827770766292E-4,1.6159868213878466E-4,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.233176982804229E-4,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.843245293681621E-4,5.614775891352684E-4,0.026256409211394646,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
10x,5.059270364170328E-8,1.1768306245445222E-4,0.006213751298135119,7.79684782798532E-8,1.586622613560927E-7,7.968888908503107E-4,1.2583846167010793E-7,0.005499719102074245,0.0013895372675716798,1.5305272850160154E-7,1.6453813602783569E-4,1.1622377011797466E-4,1.2200330152390776E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.390212623156396E-5,1.5647747913529294E-7,1.8545433507447006E-4,3.0205159602795357E-4,7.949949660918747E-8,0.0011293625225477423,4.604484030728485E-7,1.56411235608135E-4,2.2012874890265817E-7,5.313738854950322E-4,5.233176982804229E-4,5.653515944722282E-5,2.986147857319467E-7,0.009162424847959974,5.331070116366599E-7,4.843245293681621E-4,5.609166724628056E-7,3.9227273653536567E-4,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
excel,0.003951290154417026,0.0030234468894496055,0.018489608873400086,0.0023468511962235813,0.00937693964614508,0.0012933124834198567,0.005046122312971328,0.0017133081314873037,0.007579855553579545,0.020371318163563166,0.009056994300832915,0.002798194665178012,0.006715666247719599,0.009662096664454847,0.003107675483517137,0.005551757457017227,0.016445783057119287,0.00283014302119645,0.008317362789175534,0.0023134353513273556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shot,0.005312284475082487,0.006392021613841442,0.011923530605088824,0.008342705144422572,0.01681835836600718,0.0050262045949247235,0.010696395080420844,0.009307070505379364,0.008645203479755765,0.004438682179274947,0.006081993577588361,0.0035994536437835493,0.003534683064430419,0.0019290875754204677,0.0026844740945823615,0.001884743576654316,0.006102778163755559,0.013721928736210642,0.014491381944167703,0.00469054979943867,0.02201212780703873,0.008748980106787195,0.004062785751295823,0.0024216363666781423,0.007432333437378569,0.003137292215165653,0.006495104766823249,0.0026878316863732515,0.011091254877528938,0.007464031269924874,0.004355050038804023,0.0022442276065236856,0.00587860471605097,0.0018635683490595043,0.004490375663915051,0.027597439857303525,0.0033955838170873958,0.005322432716751316,0.005827964547184055,0.00560369895446379
imag,0.01310356083590479,0.02223472645609359,0.02720558698546492,0.005068029056668738,0.01681835836600718,0.008336103841591655,0.009060495078709442,0.004653641012450886,0.014511486800245027,0.022039745956959126,0.0014795282341523968,0.0016256233820397237,0.0029252759639113992,0.0024551545444470475,0.0023747389965573977,0.006946481704293689,0.0014084537896967716,0.008692108624829564,0.036077278112082424,0.008904023119725607,0.003951357831262742,9.213572545487698E-4,0.003906530770668315,0.004622923855704724,0.014864136031714686,0.003660087118542699,0.005817360597625772,0.0044795204007649315,0.006751387310998768,0.005331603223378235,0.0033873686614450584,0.0016833109340608796,0.00195979615925411,0.007143238698865615,0.0034925698389242058,0.01338899763811972,0.006413545214343164,0.0022179390064555734,0.003138341650245025,0.0032443709382693623
len,0.03870346887860665,0.007803747787903515,0.01780124459754117,0.002495069273433582,0.0053946755483685075,0.009500698020974464,0.0055370181519464184,0.016075695222366244,0.002315792528701563,0.006428367649795766,0.007232609913447352,0.032394153932752294,0.009872516909828226,0.0022797988881048544,0.007020765466931855,0.015831447566639397,0.0065722106011614385,0.0135133186855082,0.0061891141872774235,0.0055650442621397326,0.00508015595474874,0.09301103786911848,0.005625335557570897,0.011667043820589786,0.012209920819451789,0.007842446345559065,0.005760881916859317,0.008062897829548292,0.007233594818391009,0.02079170656084137,0.008709616236919368,0.024680894505035907,0.004311081293332225,0.002950559303431351,0.004490375663915051,0.010110126356769613,0.018108145628709264,0.005322432716751316,0.003138341650245025,0.005308782952439487
graini,5.059270364170328E-8,3.921461594616869E-8,0.0011757107331759674,5.458573164372522E-4,0.0036493906734514883,6.129443049383207E-8,2.51802761801886E-4,0.0014808481763632856,0.0010807855138617187,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,2.0659331038265085E-4,1.0775040418517432E-4,1.566339566144282E-4,4.40422174821898E-4,0.0010568032102907063,7.949949660918747E-8,5.643990617429998E-7,0.0023027024637673156,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,0.0014520059067271275,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.49700907703959E-4,0.03060307186520779,3.77245174656971E-7,4.4349910147082045E-7,4.487187533059948E-4,2.9491600202430344E-7
flash,0.001113090072821114,0.002392130787332236,0.005542012556140565,0.0011696051426760778,0.013645113138885329,0.002206660792208448,0.0026427335335339366,0.0010578091315516058,0.002624544282411524,0.007652789477808578,0.0023013970454802473,0.007314898842360162,0.0010970546623543394,7.015979810251152E-4,0.0014455337024825061,0.012277461221701114,0.0020343637062379435,0.008321246312469669,0.001962505147406009,0.0017490684248987337,0.001693761584290742,4.609088514759213E-4,7.81431158118165E-4,0.0011008638732621936,0.00637064735247341,0.002614497311788607,0.005309052470727665,0.0029864464721051985,0.003858142266645321,0.0031991751768315957,0.005806572104842472,0.001122394261598074,0.0246888857886759,0.002174137193165746,0.002245312557685649,0.030056593318316106,7.548675944885989E-4,0.009757423731459521,0.017034726617763347,0.007963026970658219
work,0.004958135549590564,0.003999930041125152,0.01679363648454934,0.016061584494128037,0.00491868876430023,0.014588135751962526,0.013087325852152895,0.0033845238780158458,0.00401392717410635,0.005203945821782954,0.008054478724775202,0.015210219889335465,0.015966587915018423,0.007014401609344072,0.0038201694540072285,0.005869516145221482,0.010797102537814348,0.007278196058957464,0.003321058053078964,0.004293052316392733,0.0033869587695197416,4.604484030728485E-7,0.007344140344473479,0.006604082595828648,0.0047781182251156705,0.0015689075050345149,0.006495104766823249,0.03284792504529987,0.013020084907097903,0.008530245293198195,0.0019358465954066103,0.018510811107945047,0.006662366427410343,0.01102534925019364,0.0062365358576490304,0.0038256230675152384,0.01320395835816864,0.005322432716751316,0.0022418006845986815,0.007963026970658219
love,0.004001882858058729,0.0016509353313337017,0.010596678654964083,0.008116518588932716,0.004458409544106205,0.003990267425148467,0.006556183853012623,0.017365752789519462,0.011593628351809038,0.026340374575125624,0.03354868487840287,0.005584778564110471,0.01049399027093752,0.008083895757375108,0.021588536332339977,0.0048517298436202925,0.005648836996784075,0.0034559731733037726,0.00424170407215667,0.009865887529200165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
life,0.0016190171092381467,0.0017254823162473683,0.0013436454186746057,0.006549430143985948,0.001586781275822283,0.0019614830702331196,0.0011326719934926415,0.009730109550191044,0.009108331110320706,0.005510051278786157,0.002630144570011388,0.0016256233820397237,0.0015845803427695553,0.001403020606393888,5.163284084076147E-4,0.001723198742793485,0.006415733122026145,0.001274862377631662,0.003773909021636616,6.360754723701089E-4,5.649634608047427E-4,4.609088514759213E-4,7.81431158118165E-4,0.0024216363666781423,0.0031855890977579315,0.00731965144218202,0.0011296300940098938,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,0.0014520059067271275,5.609166724628056E-7,0.016459387819402493,9.318618167407787E-4,0.010726662070107832,0.011476322723998823,0.0045273193410583085,8.874417020431117E-4,0.0098623988925926,8.850429220749346E-4
kodak,2.0242140727045485E-4,7.451169175931512E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,3.6782787739348625E-4,1.2583846167010793E-7,2.1173104192824578E-4,0.0015439131444266604,0.003367313079763736,1.6437376226557016E-7,1.1610766245551915E-7,3.657661417315157E-4,1.7535565634219323E-7,0.0016520237678324821,3.231435159996158E-4,0.002973228581049701,2.320207341701594E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,0.0024216363666781423,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,0.0020906021149093585,9.648972222918744E-4,0.006930924258288214,4.838406886794827E-7,5.609166724628056E-7,0.004311081293332225,0.006056247744493769,2.494514562477113E-7,0.0010932303330568154,7.548675944885989E-4,4.4349910147082045E-7,0.00179353020177551,2.9491600202430344E-7
video,0.003440354440339465,0.012234999389820575,0.017297440541045254,0.04015384428260267,0.00840925851413427,0.009132931438011471,0.006166210460296959,0.012268343819061124,0.004631430681526271,0.021886693228457522,0.00575324605305722,0.0027867000065949156,0.0045097344252608505,0.007891179891055037,0.007124010499606844,0.002046288410515147,0.037711228949084734,0.006976870430165049,0.0016606045017009082,0.005724043255358108,0.0011293625225477423,0.001842254060694467,0.0037502757900408075,0.003742408860094092,0.00796317647983115,0.014115985186083618,0.007737635743685289,0.0035836760435690915,0.002411519744468598,0.004265389200104915,0.019354111387867984,0.03926472798906886,0.0039192004376525395,0.00621153216654689,0.004989278576410474,0.00847069071609456,0.0045273193410583085,0.00887042552851788,0.0035866121330681965,0.011502018994949858
